ID,SKU,Name,Type,Action,Reason,New Parent SKU
13191,hmh00028,Floralicious Plus,grouped,DELETE,Grouped product merged into variable,
13192,hmh00029,FloraNectar,grouped,DELETE,Grouped product merged into variable,
13193,hmh00030,Flora Shield,grouped,DELETE,Grouped product merged into variable,
13194,hmh00031,FloraKleen,grouped,DELETE,Grouped product merged into variable,
13195,hmh00032,KoolBloom,grouped,DELETE,Grouped product merged into variable,
13197,hmh00034,Rapid Start,grouped,DELETE,Grouped product merged into variable,
13210,hmh00047,B'Cuzz Growth Stimulator,grouped,DELETE,Grouped product merged into variable,
13213,hmh00050,B'Cuzz Root Stimulator,grouped,DELETE,Grouped product merged into variable,
13217,hmh00054,Royal Black,grouped,DELETE,Grouped product merged into variable,
13218,hmh00055,Royal Gold,grouped,DELETE,Grouped product merged into variable,
13220,hmh00057,Bud Boom,grouped,DELETE,Grouped product merged into variable,
13221,hmh00058,Bud Start,grouped,DELETE,Grouped product merged into variable,
13222,hmh00059,Carbo Blast,grouped,DELETE,Grouped product merged into variable,
13227,hmh00064,Suck it Up,grouped,DELETE,Grouped product merged into variable,
13229,hmh00066,Ton O Bud 0-10-6,grouped,DELETE,Grouped product merged into variable,
13234,hmh00071,Big Up Powder 0-33-23,grouped,DELETE,Grouped product merged into variable,
13235,hmh00072,Sea Cal 3-2-8,grouped,DELETE,Grouped product merged into variable,
13236,hmh00073,Sea Mag 0.2-0.2-3,grouped,DELETE,Grouped product merged into variable,
13237,hmh00074,Master A,grouped,DELETE,Grouped product merged into variable,
13238,hmh00075,Master B,grouped,DELETE,Grouped product merged into variable,
13241,hmh00078,Equilibrium Natural,grouped,DELETE,Grouped product merged into variable,
13242,hmh00079,Hydro-Deuce,grouped,DELETE,Grouped product merged into variable,
13243,hmh00080,Royal Flush,grouped,DELETE,Grouped product merged into variable,
13244,hmh00081,Ginormous,grouped,DELETE,Grouped product merged into variable,
13245,hmh00082,Grow Natural,grouped,DELETE,Grouped product merged into variable,
13246,hmh00083,Bloom Natural,grouped,DELETE,Grouped product merged into variable,
13247,hmh00084,Hum-Bolt,grouped,DELETE,Grouped product merged into variable,
13248,hmh00085,Flavor-Ful,grouped,DELETE,Grouped product merged into variable,
13249,hmh00086,Verde Growth Catalyst,grouped,DELETE,Grouped product merged into variable,
13250,hmh00087,Oneness 5-9-4,grouped,DELETE,Grouped product merged into variable,
13251,hmh00088,Mayan Microzyme,grouped,DELETE,Grouped product merged into variable,
13252,hmh00089,Prozyme,grouped,DELETE,Grouped product merged into variable,
13253,hmh00090,Myco Madness Soluble,grouped,DELETE,Grouped product merged into variable,
13254,hmh00091,Myco Maximum Granular,grouped,DELETE,Grouped product merged into variable,
13255,hmh00092,Humboldt Honey Hydro Carbs,grouped,DELETE,Grouped product merged into variable,
13309,hmh00144,ONA Liquid,grouped,DELETE,Grouped product merged into variable,
13310,hmh00145,ONA Gel,grouped,DELETE,Grouped product merged into variable,
13317,hmh00152,Plantacillin,grouped,DELETE,Grouped product merged into variable,
13888,hmh00609,Light Rail 5,grouped,DELETE,Grouped product merged into variable,
13905,hmh00626,Site Plugs,grouped,DELETE,Grouped product merged into variable,
13929,hmh00650,Max-Fan,grouped,DELETE,Grouped product merged into variable,
13965,hmh00686,Rare Earth,grouped,DELETE,Grouped product merged into variable,
14348,hmh00998,Can-Lite Filters,grouped,DELETE,Grouped product merged into variable,
14357,hmh01006,Bud Candy,grouped,DELETE,Grouped product merged into variable,
14358,hmh01007,Bud Factor X,grouped,DELETE,Grouped product merged into variable,
14359,hmh01008,CarboLoad,grouped,DELETE,Grouped product merged into variable,
14360,hmh01009,Final Phase,grouped,DELETE,Grouped product merged into variable,
14363,hmh01012,Nirvana,grouped,DELETE,Grouped product merged into variable,
14364,hmh01013,Overdrive,grouped,DELETE,Grouped product merged into variable,
14366,hmh01015,Rhino Skin,grouped,DELETE,Grouped product merged into variable,
14368,hmh01017,Sensizym,grouped,DELETE,Grouped product merged into variable,
14441,hmh01073,Grow Big Liquid Plant Food (6-4-4),grouped,DELETE,Grouped product merged into variable,
14442,hmh01074,Tiger Bloom Liquid Plant Food (2-8-4),grouped,DELETE,Grouped product merged into variable,
14508,hmh01126,Root Pouch,grouped,DELETE,Grouped product merged into variable,
14541,hmh01154,CALiMAGic,grouped,DELETE,Grouped product merged into variable,
14547,hmh01159,Pure Blend Pro Grow,grouped,DELETE,Grouped product merged into variable,
14548,hmh01160,Pure Blend Pro Bloom,grouped,DELETE,Grouped product merged into variable,
14549,hmh01161,Pure Blend Pro Soil,grouped,DELETE,Grouped product merged into variable,
14550,hmh01162,Hydroplex,grouped,DELETE,Grouped product merged into variable,
14551,hmh01163,Liquid Karma,grouped,DELETE,Grouped product merged into variable,
14552,hmh01164,AquaShield,grouped,DELETE,Grouped product merged into variable,
14553,hmh01165,Cal-Mag Plus,grouped,DELETE,Grouped product merged into variable,
14554,hmh01166,Clearex,grouped,DELETE,Grouped product merged into variable,
14555,hmh01167,Silica Blast,grouped,DELETE,Grouped product merged into variable,
14696,hmh01280,Dyna-Gro Pro Tekt,grouped,DELETE,Grouped product merged into variable,
14788,hmh01352,ONA Spray,grouped,DELETE,Grouped product merged into variable,
14802,hmh01362,Vitamino,grouped,DELETE,Grouped product merged into variable,
14814,hmh01371,Aphrodite's Extraction,grouped,DELETE,Grouped product merged into variable,
14818,hmh01374,Athena's Aminas,grouped,DELETE,Grouped product merged into variable,
14831,hmh01383,Bloom Khaos,grouped,DELETE,Grouped product merged into variable,
14835,hmh01386,Demeter's Destiny,grouped,DELETE,Grouped product merged into variable,
14839,hmh01389,Gaia Mania,grouped,DELETE,Grouped product merged into variable,
14844,hmh01393,Herculean Harvest,grouped,DELETE,Grouped product merged into variable,
14849,hmh01397,Hygeia's Hydration,grouped,DELETE,Grouped product merged into variable,
14853,hmh01400,Medusa's Magic,grouped,DELETE,Grouped product merged into variable,
14858,hmh01404,Mega Morpheus,grouped,DELETE,Grouped product merged into variable,
14862,hmh01407,Pegasus Potion,grouped,DELETE,Grouped product merged into variable,
14869,hmh01412,Tritan's Trawl,grouped,DELETE,Grouped product merged into variable,
14875,hmh01416,Super Sprouter Heat Mat,grouped,DELETE,Grouped product merged into variable,
14913,hmh01445,Decision,grouped,DELETE,Grouped product merged into variable,
14918,hmh01449,Equinox,grouped,DELETE,Grouped product merged into variable,
14925,hmh01453,Lightning Start,grouped,DELETE,Grouped product merged into variable,
14930,hmh01457,Ruby Ful#$%,grouped,DELETE,Grouped product merged into variable,
14935,hmh01461,Spring,grouped,DELETE,Grouped product merged into variable,
14940,hmh01465,Summer,grouped,DELETE,Grouped product merged into variable,
14946,hmh01470,Autumn,grouped,DELETE,Grouped product merged into variable,
14951,hmh01474,Winter Frost,grouped,DELETE,Grouped product merged into variable,
15022,hmh01527,PK APATITE,grouped,DELETE,Grouped product merged into variable,
15124,hmh01605,HydroDynamics Ionic® Grow 3 - 1 - 5 Premium Plant Nutrient,grouped,DELETE,Grouped product merged into variable,
15170,hmh01640,Green Sensation,grouped,DELETE,Grouped product merged into variable,
15195,hmh01658,Humboldt Nutrients S.I. Structural Integrity,grouped,DELETE,Grouped product merged into variable,
15233,hmh01688,plagron Hydro A&B,grouped,DELETE,Grouped product merged into variable,
15321,hmh01761,SiLICIUM,grouped,DELETE,Grouped product merged into variable,
15455,hmh01869,Sticky Thrip Leafminer Traps,grouped,DELETE,Grouped product merged into variable,
16700,HMH2080,Terpinator 0 - 0 - 4,grouped,DELETE,Grouped product merged into variable,
