sku,name,type,dec31_image,feb12_image,local_file,status
hmh00752,TRIMPRO replacement grate mixed,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/234bb4f6__trim-pro.jpg,,IMAGE_CHANGED
hmh00753,TRIMPRO replacement grate original 1/4,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/234bb4f6__trim-pro.jpg,,IMAGE_CHANGED
hmh00755,TRIMPRO Workstation grate mixed,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-workstation.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/7fbfa772__trim-pro-workstation.jpg,,IMAGE_CHANGED
hmh00765,TRIMPRO ROTOR - grate size 1/4,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-rotor.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b33ebaaf__trim-pro-rotor.jpg,,IMAGE_CHANGED
hmh00766,TRIMPRO ROTOR Work Station w/ Rotor,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-rotor.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b33ebaaf__trim-pro-rotor.jpg,,IMAGE_CHANGED
hmh00768,TRIMPRO ROTOR Exit Chute,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-rotor.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b33ebaaf__trim-pro-rotor.jpg,,IMAGE_CHANGED
hmh00769,TRIMPRO ROTOR replacement motor,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/trim-pro-rotor.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b33ebaaf__trim-pro-rotor.jpg,,IMAGE_CHANGED
hmh00774,"Vortex 4 in., 172 cfm",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/aa7a86d2__vortex_powerfans.jpg,,IMAGE_CHANGED
hmh00775,"Vortex 6 in., 450 cfm",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/aa7a86d2__vortex_powerfans.jpg,,IMAGE_CHANGED
hmh00776,"Vortex 8 in., 747 cfm",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/aa7a86d2__vortex_powerfans.jpg,,IMAGE_CHANGED
hmh00777,"Vortex 12 in., 1140 cfm",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/aa7a86d2__vortex_powerfans.jpg,,IMAGE_CHANGED
hmh00778,"Vortex 12 in., 2050 cfm - V-Series",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/vortex_powerfans.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/aa7a86d2__vortex_powerfans.jpg,,IMAGE_CHANGED
hmh00781,JetFan Blower 12 in. @1140 cfm,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/jetfans.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b785cb38__jetfans.jpg,,IMAGE_CHANGED
hmh00809,"14 Max-Fan, 1823 CFM",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/max-fan.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/0b237d93__max-fan.jpg,,IMAGE_CHANGED
hmh00810,"16 Max-Fan, 2436 CFM",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/max-fan.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/0b237d93__max-fan.jpg,,IMAGE_CHANGED
hmh00814,X 10 X 10 Y Connector,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/y-duct.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/c8231fae__3_8-inch-Union-Connector-100x100_jpg.jpg,,IMAGE_CHANGED
hmh00821,"5 , 9 bag Kit w/x pressing screen",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/guano_bags.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/1941f858__guano_bags.jpg,,IMAGE_CHANGED
hmh00822,1/Grommet (bag of 25),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/grommets.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/4f6c2d6b__grommets.jpg,,IMAGE_CHANGED
hmh00823,1 Grommet (bag of 10),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/grommets.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/4f6c2d6b__grommets.jpg,,IMAGE_CHANGED
hmh00824,1 1/Grommet (bag of 10),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/grommets.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/4f6c2d6b__grommets.jpg,,IMAGE_CHANGED
hmh00827,1/2 in. Elbow Barbed (bag of 50),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/barb_connectors.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/caf65dd1__barb_connectors.jpg,,IMAGE_CHANGED
hmh00828,1/2 in. Tee Barbed (bag of 50),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/barb_connectors.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/caf65dd1__barb_connectors.jpg,,IMAGE_CHANGED
hmh00829,1/2 in. Straight Barbed (bag of 50),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/barb_connectors.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/caf65dd1__barb_connectors.jpg,,IMAGE_CHANGED
hmh00830,5/shut-off barbed valve (bag of 10),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/barb_connectors.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/caf65dd1__barb_connectors.jpg,,IMAGE_CHANGED
hmh00833,4.76 Bucket - No Handle,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bucket_baskets3.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/94a8f978__bucket_baskets3.jpg,,IMAGE_CHANGED
hmh00834,3.75 Mesh Basket,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bucket_baskets3.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/94a8f978__bucket_baskets3.jpg,,IMAGE_CHANGED
hmh00835,5 Mesh Basket,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bucket_baskets3.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/94a8f978__bucket_baskets3.jpg,,IMAGE_CHANGED
hmh00837,1/Fill & Drain Fitting (Bag of 10),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bucket_baskets3.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/94a8f978__bucket_baskets3.jpg,,IMAGE_CHANGED
hmh00838,Extension Fitting (bag of 10),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bucket_baskets3.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/94a8f978__bucket_baskets3.jpg,,IMAGE_CHANGED
hmh00842,3 in. Net-Pot (case of 100),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/netpots.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/2e16baed__netpots.jpg,,IMAGE_CHANGED
hmh00843,6 in. Net-Pot (case of 50),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/netpots.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/2e16baed__netpots.jpg,,IMAGE_CHANGED
hmh00852,Basic MH/HPS Switchable Ballast,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/BAL-1000VLG-2-outlets.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/215a69c4__BAL-1000VLG-2-outlets.jpg,,IMAGE_CHANGED
hmh00856,"Pulse Start Metal Halide 7,000K for Vegative Growth",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/f9a802a5__plantmax_pulse.jpg,,IMAGE_CHANGED
hmh00857,"Pulse Start Metal Halide 3,000K for Flowering Growth",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/plantmax_pulse.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/f9a802a5__plantmax_pulse.jpg,,IMAGE_CHANGED
hmh00868,"Plantmax . 72K MH High Output 32,000 lumens",simple,https://hmoonhydro.com/wp-content/uploads/2019/09/plantmax-mh-conv-lamps_1.jpg||https://hmoonhydro.com/wp-content/uploads/2019/08/plantmax_logo.jpg,https://hmoonhydro.com/wp-content/uploads/2019/08/plantmax_logo.jpg,,IMAGE_CHANGED
hmh00892,"SolarMax . MH Gold 36,000 Lumens",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/solarmax_gold_box.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/101d3a43__solarmax_gold_box.jpg,,IMAGE_CHANGED
hmh00895,Light Rail 5 Crossbar Mounting Kit,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_5.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/492f7f2e__light_rail_5.jpg,,IMAGE_CHANGED
hmh00896,Light Rail 5 4ft auxilary rail,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_5.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/492f7f2e__light_rail_5.jpg,,IMAGE_CHANGED
hmh00906,Drive wheel O-ring Kit ( tension spring O-ring Nut Bolt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg,"https://hmoonhydro.com/wp-content/uploads/2026/02/e3596bc9__light_rail_access.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg",,IMAGE_CHANGED
hmh00907,Trolley wheel replacement kit,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/e3596bc9__light_rail_access.jpg,,IMAGE_CHANGED
hmh00909,Trolley Slave,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg,"https://hmoonhydro.com/wp-content/uploads/2026/02/e3596bc9__light_rail_access.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg",,IMAGE_CHANGED
hmh00910,Add a Lamp Hardware Kit (Trolley and mounting hardware),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/light_rail_access.jpg",,IMAGE_CHANGED
hmh00911,Dual Diaphram Air Pump,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/pump_dual_diaphram.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/a0e40e13__pump_dual_diaphram.jpg,,IMAGE_CHANGED
hmh00915,Mag Drive #2 Pump 250 gph,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/mag_drive_pump.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/83d5a25f__mag_drive_pump.jpg,,IMAGE_CHANGED
hmh00916,Mag Drive #3 Pump 350 gph,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/mag_drive_pump.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/83d5a25f__mag_drive_pump.jpg,,IMAGE_CHANGED
hmh00917,Mag Drive #7 Pump 700 gph,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/mag_drive_pump.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/83d5a25f__mag_drive_pump.jpg,,IMAGE_CHANGED
hmh00921,Block-IR x 50' Roll,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/block-ir.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/2cb3bf9a__block-ir.jpg,,IMAGE_CHANGED
hmh00949,UNION CONNECTOR 3/8 in,simple,https://hmoonhydro.com/wp-content/uploads/2019/09/3_8-inch-Union-Connector.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/78b0f327__3_8-inch-Union-Connector.jpg,,IMAGE_CHANGED
hmh00950,TWO WAY SPLITTER 3/8 in,simple,https://hmoonhydro.com/wp-content/uploads/2019/09/Two-Way-Splitter-3_8-inch.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/aeacbb44__Two-Way-Splitter-3_8-inch.jpg,,IMAGE_CHANGED
hmh00951,UNION CONNECTOR 1/4 in,simple,https://hmoonhydro.com/wp-content/uploads/2019/09/UNION-CONNECTOR-1_4-in.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/41bec636__UNION-CONNECTOR-1_4-in.jpg,,IMAGE_CHANGED
hmh00977,Control Wizard Accurate Handheld pH3 Meter,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/control_wizard_ph3.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/5bc805a9__control_wizard_ph3.jpg,,IMAGE_CHANGED
hmh01005,Bud Blood Bloom Stimulator,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBudBlood.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b7df26ed__advancedBudBlood.jpg,,IMAGE_CHANGED
hmh01011,Mother Earth Organic Super Tea,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedMotherEarthTeaBloom.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/970d6493__advancedMotherEarthTeaBloom.jpg,,IMAGE_CHANGED
hmh01014,Piranha Beneficial Fungi,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/piranha_bg.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/dc34c9dc__piranha_bg.jpg,,IMAGE_CHANGED
hmh01016,Sensi Grow Two-part,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiGrowA.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/d7cd91e7__SensiGrowA.jpg,,IMAGE_CHANGED
hmh01019,Ultra-premium Connoisseur,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedConnoisseurA.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/c2e834fe__advancedConnoisseurA.jpg,,IMAGE_CHANGED
hmh01020,VooDoo Juice Root Booster,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/voodoo.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/209094fb__voodoo.jpg,,IMAGE_CHANGED
hmh01031,Bud Candy (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBudCandy.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/af4caa6a__advancedBudCandy.jpg,,IMAGE_CHANGED
hmh01032,Bud Candy (1 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBudCandy.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/660787ef__bud_candy_bg.jpg,,IMAGE_CHANGED
hmh01033,Bud Candy (2.5 ),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedBudCandy.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/af4caa6a__advancedBudCandy.jpg,,IMAGE_CHANGED
hmh01036,CarboLoad (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedCarboload.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/406f4820__advancedCarboload.jpg,,IMAGE_CHANGED
hmh01038,Final Phase (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedFinalPhase.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/22578375__advancedFinalPhase.jpg,,IMAGE_CHANGED
hmh01039,Final Phase (1 ),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedFinalPhase.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/Advanced-Nutrients-Flawless-Finish-1L.png,,IMAGE_CHANGED
hmh01044,Nirvana (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedNirvana.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/bbd90f85__advancedNirvana.jpg,,IMAGE_CHANGED
hmh01045,Nirvana (1 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedNirvana.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/Advanced-Nutrients-Nirvana-1L.png,,IMAGE_CHANGED
hmh01046,Overdrive (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedOverdrive.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/0b9d0110__advancedOverdrive.jpg,,IMAGE_CHANGED
hmh01047,Overdrive (1 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedOverdrive.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/Advanced-Nutrients-Overdrive-1L.png,,IMAGE_CHANGED
hmh01048,Overdrive (2.5 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedOverdrive.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/Advanced-Nutrients-Overdrive-1L.png,,IMAGE_CHANGED
hmh01049,Piranha Beneficial Fungi,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/AN_pirhana.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/dc34c9dc__piranha_bg.jpg,,IMAGE_CHANGED
hmh01054,Sensi Bloom part B,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/SensiBloomA.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/930c533a__athena-logo-1-e1640122111771-100x42_png.png,,IMAGE_CHANGED
hmh01060,Sensizym (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/anSensiZym.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/41ed2429__anSensiZym.jpg,,IMAGE_CHANGED
hmh01061,Sensizym (1 ),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/anSensiZym.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/a13bf5bb__sensizym_bg.jpg,,IMAGE_CHANGED
hmh01062,Sensizym (2.5 ),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/anSensiZym.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/a13bf5bb__sensizym_bg.jpg,,IMAGE_CHANGED
hmh01065,Ultra-premium Connoisseur Part-A (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedConnoisseurA.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/c2e834fe__advancedConnoisseurA.jpg,,IMAGE_CHANGED
hmh01067,Ultra-premium Connoisseur Part-B (1 lt),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/advancedConnoisseurA.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/c2e834fe__advancedConnoisseurA.jpg,,IMAGE_CHANGED
hmh01103,SledgeHammer (1 ),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/sledgehammer-package.png,https://hmoonhydro.com/wp-content/uploads/2026/02/9a3151e6__sledgehammer-package.png,,IMAGE_CHANGED
hmh01105,ONA Block Crystal 6oz,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ONA-Block-200.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/6f97bab2__ONA-Block-200.jpg,,IMAGE_CHANGED
hmh01106,ONA Pro Block 6oz,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ONA-Block-PRO.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/3e401254__ONA-Block-PRO.jpg,,IMAGE_CHANGED
hmh01108,ONA Liquid Polar Crystal (1 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/ONA-Liquid-bottle-200.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/878bf1bf__ONA-Liquid-bottle-200.jpg,,IMAGE_CHANGED
hmh01112,ONA Gel Fresh Linen Bucket (5 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/ONA-Gel-collage.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/f67bc3da__ona-1-liter-gel.jpg,,IMAGE_CHANGED
hmh01113,ONA Pro Gel (1 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/ONA-Gel-collage.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/f67bc3da__ona-1-liter-gel.jpg,,IMAGE_CHANGED
hmh01115,ONA Pro Gel Bucket (5 ),variable,https://hmoonhydro.com/wp-content/uploads/2019/08/ONA-Gel-collage.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/f67bc3da__ona-1-liter-gel.jpg,,IMAGE_CHANGED
hmh01116,ONA Mist Dispenser,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/onamist-with-disp.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/5039d61a__onamist-with-disp.jpg,,IMAGE_CHANGED
hmh01117,ONA Mist Fresh Linen Mist 6oz,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/onamist-with-disp.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/5039d61a__onamist-with-disp.jpg,,IMAGE_CHANGED
hmh01118,ONA Mist Polar Crystal 6oz,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/onamist-with-disp.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/5039d61a__onamist-with-disp.jpg,,IMAGE_CHANGED
hmh01148,FloraNectar Coconut 1,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraNectar.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/48365426__FloraNectar.jpg,,IMAGE_CHANGED
hmh01150,FloraNectar Coconut 2.5,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/FloraNectar.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/48365426__FloraNectar.jpg,,IMAGE_CHANGED
hmh01155,CALiMAGic,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/CALiMAGic.png,https://hmoonhydro.com/wp-content/uploads/2026/02/84411401__calimagic.jpg,,IMAGE_CHANGED
hmh01158,CALiMAGic 2.5,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/CALiMAGic.png,https://hmoonhydro.com/wp-content/uploads/2026/02/79c798ce__CALiMAGic.png,,IMAGE_CHANGED
hmh01174,Hydroplex,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/Hydroplex_GalB.png,https://hmoonhydro.com/wp-content/uploads/2026/02/c86a9bc6__Hydroplex_GalB.png,,IMAGE_CHANGED
hmh01178,AquaShield,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/AquaShield_GalB.png,https://hmoonhydro.com/wp-content/uploads/2026/02/31940d27__AquaShield_GalB.png,,IMAGE_CHANGED
hmh01181,Clearex,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/Clearex_GalB.png,https://hmoonhydro.com/wp-content/uploads/2026/02/3c566f71__Clearex_GalB.png,,IMAGE_CHANGED
hmh01183,Silica Blast,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/SilicaBlast_GalB.png,https://hmoonhydro.com/wp-content/uploads/2026/02/72adef51__SilicaBlast_GalB.png,,IMAGE_CHANGED
hmh01186,Sunblaster Nanodome,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/nanodome.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/e3aa368b__nanodome.jpg,,IMAGE_CHANGED
hmh01194,Mondi Mini Greenhouse and 7 Propagation Domes,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/mondi-g100.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/6af9d62b__mini-greenhouse-kit3-1.jpg,,IMAGE_CHANGED
hmh01196,Mondi Mini Greenhouse Humidity Dome 7 with vents,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/mondi-g100.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/efe2796c__mondi-g100.jpg,,IMAGE_CHANGED
hmh01205,PH Perfect Ultra-premium Connoisseur,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/Connoisseur.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/2866bf0d__Connoisseur.jpg,,IMAGE_CHANGED
hmh01224,B'cuzZ Booster Pack,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bcuzz-booster-pack.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b36f654b__bcuzz-booster-pack.jpg,,IMAGE_CHANGED
hmh01225,B'CuzZ CoCo Nutrients,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bcuzz-coco-a-b.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/dec8d147__bcuzz-coco-a-b.jpg,,IMAGE_CHANGED
hmh01232,Nutradip EC TDS PPM Meter,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/nutradip-nutrient.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/bf459c81__nutradip-nutrient.jpg,,IMAGE_CHANGED
hmh01233,Nutradip pH Meter,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/nutradip-ph.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/dbb983b1__nutradip-ph.jpg,,IMAGE_CHANGED
hmh01237,Xtreme Tea Brews 90 gm pack,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/brewing-teas10.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/e197a0d9__brewing-teas10.jpg,,IMAGE_CHANGED
hmh01240,Can-Lite 14 w/ Flange attached (2200 cfm),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/Can-Lite-Filters.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/af2b10f0__Can-Lite-Filters.jpg,,IMAGE_CHANGED
hmh01255,TRIMPRO UNPLUGGED,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/TRIMPRO_UNPLUGGED.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/ffdf284c__TRIMPRO_UNPLUGGED.jpg,,IMAGE_CHANGED
hmh01260,EcoPlus Submersible Pumps,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ecoplus-pumpsICON.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/dcf60409__ecoplus-pumpsICON.jpg,,IMAGE_CHANGED
hmh01262,EcoPlus 264 GPH,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ecoplus-pumpsICON.jpg||https://hmoonhydro.com/wp-content/uploads/2019/08/EcoPlus-Water-Pump-Logo.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/ecoplus-pumpsICON.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/EcoPlus-Water-Pump-Logo.jpg",,IMAGE_CHANGED
hmh01268,UNO Big Boy A/C Reflector,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/RHX-HGXXX8air-cool-reflector-2.jpg||https://hmoonhydro.com/wp-content/uploads/2019/08/UNO8-in-pipper.jpg,"https://hmoonhydro.com/wp-content/uploads/2026/02/RHX-HGXXX8air-cool-reflector-2-1200x675-1.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/UNO8-in-pipper.jpg",,IMAGE_CHANGED
hmh01273,Safer End All 32oz RTU Spray,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/12100.png,https://hmoonhydro.com/wp-content/uploads/2026/02/dad39a1b__12100.png,,IMAGE_CHANGED
hmh01318,UNO Grow Tents,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/TENT-48X48X78inch.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/c9da39ef__TENT-48X48X78inch.jpg,,IMAGE_CHANGED
hmh01328,Q-Max Ultra Quiet Fans,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/qmaxfan.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/3ec543fb__qmaxfan.jpg,,IMAGE_CHANGED
hmh01332,Long Term Storage Bags,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/storagebag.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/be557efb__storagebag.jpg,,IMAGE_CHANGED
