sku,name,type,dec31_image,feb12_image,local_file,status
hmh01355,Clonex Clone Solution,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ClonexSolution-gal-and-qt.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/6757d4bd__ClonexSolution-gal-and-qt.jpg,,IMAGE_CHANGED
hmh01358,Hydrodyamics Clonex Mist,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ClonexSolution-Family.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/8a911eed__ClonexSolution-Family.jpg,,IMAGE_CHANGED
hmh01367,UNO XXL Piper,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/UNO8-in-pipper11.jpg,https://hmoonhydro.com/wp-content/uploads/2019/08/UNO8-in-pipper.jpg,,IMAGE_CHANGED
hmh01377,UNO Brilliant Series,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/uno-BHG6-Brilliant-series.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/1342104d__uno-BHG6-Brilliant-series.jpg,,IMAGE_CHANGED
hmh01424,Bud Ignitor,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/bud_ignitor_bg.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/dc336a84__bud_ignitor_bg.jpg,,IMAGE_CHANGED
hmh01430,Atami RootBlastic,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/RootbasticProducts-family.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/bcb8daf0__RootbasticProducts-family.jpg,,IMAGE_CHANGED
hmh01435,B1Cuss BlossomBuilder 946 ml,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/Blossom-Builder-3-sizes-family-line-up.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/Blossom-Builder-3-sizes-family-line-up.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/Blossom-Builder-3-sizes-family-line-up.jpg",,IMAGE_CHANGED
hmh01436,Universal T5HO Sunblaster Light Stand,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/24-Inch-Stand-and-Plants.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/6e973d7c__24-Inch-Stand-and-Plants.jpg,,IMAGE_CHANGED
hmh01519,Hortilux-Blue Daylight Metal Halide Lamps,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/hortilux-Metal-halide-blue-family.png,https://hmoonhydro.com/wp-content/uploads/2026/02/fe31796c__hortilux-Metal-halide-blue-family.png,,IMAGE_CHANGED
hmh01526,PK APATITE 2.5,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/pk-print.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/pk-print.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/pk-print.jpg",,IMAGE_CHANGED
hmh01529,Small 5 Replacement Bag,variable,https://hmoonhydro.com/wp-content/uploads/2019/09/Small-5-Gallon-Replacement-Bag.jpg||https://hmoonhydro.com/wp-content/uploads/2019/09/Small-5-Gallon-Replacement-Bag-3.jpg||https://hmoonhydro.com/wp-content/uploads/2019/09/Small-5-Gallon-Replacement-Bag-2.jpg,"https://hmoonhydro.com/wp-content/uploads/2026/02/a1538eb8__Small-5-Gallon-Replacement-Bag-100x100_jpg.jpg, https://hmoonhydro.com/wp-content/uploads/2019/09/Small-5-Gallon-Replacement-Bag-3.jpg, https://hmoonhydro.com/wp-content/uploads/2019/09/Small-5-Gallon-Replacement-Bag-2.jpg",,IMAGE_CHANGED
hmh01537,Black & White Panda Film (poly),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/panda-film.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/347a07d3__panda-film.jpg,,IMAGE_CHANGED
hmh01538,Diamond Silver White Film,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/diamond-silver-film-6.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/08b65e24__diamond-silver-film-6.jpg,,IMAGE_CHANGED
hmh01555,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/coco-grow-gall-A-B.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/General-Hydroponics-Vortex-Sprayer-for-Gardening-324x324.jpg.webp,,IMAGE_CHANGED
hmh01585,UNO-2 Speed in line Blower 440 cfm,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/in-line-uno-blowers.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/in-line-uno-blowers.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/in-line-uno-blowers.jpg",,IMAGE_CHANGED
hmh01586,UNO-2 Speed in line Blower 750 cfm,simple,https://hmoonhydro.com/wp-content/uploads/2019/09/Hurricane-Inline-Fan-4-in-171-CFM.jpg||https://hmoonhydro.com/wp-content/uploads/2019/09/hurricane-inline-fan-4-171cfm.jpg,https://hmoonhydro.com/wp-content/uploads/2019/09/hurricane-inline-fan-4-171cfm.jpg,,IMAGE_CHANGED
hmh01587,UNO-2 Speed in line Blower 845 cfm,simple,https://hmoonhydro.com/wp-content/uploads/2019/09/hurricane-inline-fan-4-171cfm.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/09/hurricane-inline-fan-4-171cfm.jpg, https://hmoonhydro.com/wp-content/uploads/2019/09/hurricane-inline-fan-4-171cfm.jpg",,IMAGE_CHANGED
hmh01592,Dual Lamp Fixture,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/dual-lamp-fixture.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/d54ec47f__dual-lamp-fixture.jpg,,IMAGE_CHANGED
hmh01601,HydroDynamics Ionic® Bloom 3-2-6 Premium Plant Nutrient,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ionic-bloom.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/1a85cd48__ionic-bloom.jpg,,IMAGE_CHANGED
hmh01611,HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/Ionic-PK-Boost-Family.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/cea1da9d__Ionic-PK-Boost-Family.jpg,,IMAGE_CHANGED
hmh01615,Hydrodynamics int. Coco/Soil Grow & Bloom,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/soil-and-coco-grow-and-bloom.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/cb2c6176__soil-and-coco-grow-and-bloom.jpg,,IMAGE_CHANGED
hmh01624,Plagron Terra Bloom & Grow,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/banner1-plagron.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/c4d25dc4__banner1-plagron.jpg,,IMAGE_CHANGED
hmh01633,E-Papillon 240V. W / Lamp,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/e-papillon-600w.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/e-papillon-600w.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/e-papillon-600w.jpg",,IMAGE_CHANGED
hmh01680,Plagron Power Roots,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/power-roots_567x567px.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/c8cb1d6e__power-roots_567x567px.jpg,,IMAGE_CHANGED
hmh01683,Cocos A & B,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/cocos-AB_567x567px.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/d5501487__cocos-AB_567x567px.jpg,,IMAGE_CHANGED
hmh01736,ReVolt Digital Dimming Ballast,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/Revolt-family.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/Revolt-family.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/Revolt-family.jpg",,IMAGE_CHANGED
hmh01745,Hydrodyamics Clonex Mist 300Ml,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ClonexSolution-Family.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/8a911eed__ClonexSolution-Family.jpg,,IMAGE_CHANGED
hmh01746,Clonex mist 750ml RTU,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/ClonexSolution-Family.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/ClonexSolution-Family.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/ClonexSolution-Family.jpg",,IMAGE_CHANGED
hmh01783,10ft. lamp Extention Power cord,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/lamp-cord-black.psd-10-ft-power-exteded.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/8e0d64a5__lamp-cord-black.psd-10-ft-power-exteded.jpg,,IMAGE_CHANGED
hmh01785,"The Ozone Generator 5,000 cu.ft.",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/UV-Ozone-Generator.jpg-2017-print.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/UV-Ozone-Generator.jpg-2017-print.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/UV-Ozone-Generator.jpg-2017-print.jpg",,IMAGE_CHANGED
hmh01787,Eye Hortilux® LU 1000 DE/HTL Double-Ended,grouped,https://hmoonhydro.com/wp-content/uploads/2019/09/hortilux-de-bulb-300x300-1.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/09/hortilux-de-bulb-300x300-1.jpg, https://hmoonhydro.com/wp-content/uploads/2019/09/hortilux-de-bulb-300x300-1.jpg",,IMAGE_CHANGED
hmh01795,Down To Earth Bat Guano 9 - 3 - 1,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bat-guano-nitrogen-high.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/fc055205__bat-guano-nitrogen-high.jpg,,IMAGE_CHANGED
hmh01798,Down To Earth Neem Seed Meal 6 - 1 - 2,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/neem-meal.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/5c772bd2__neem-meal.jpg,,IMAGE_CHANGED
hmh01801,Down To Earth Granular Humic Acids,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/humic-meal-mix.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/a68fd34e__humic-meal-mix.jpg,,IMAGE_CHANGED
hmh01804,Down To Earth Bone Meal 3 - 15 - 0,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/bone-meal.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/8bd23346__bone-meal.jpg,,IMAGE_CHANGED
hmh01810,Down To Earth Kelp Meal 1 - 0.1 - 2,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/kelp-meal.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/153241f1__kelp-meal.jpg,,IMAGE_CHANGED
hmh01813,Down To Earth Fish Bone Meal 3 - 16 - 0,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/fish-bone-meal.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/aa39b0f9__fish-bone-meal.jpg,,IMAGE_CHANGED
hmh01816,Down To Earth Bat Guano 9-3-1,grouped,https://hmoonhydro.com/wp-content/uploads/2019/08/bat-guano-nitrogen-high.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/bat-guano-nitrogen-high.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/bat-guano-nitrogen-high.jpg",,IMAGE_CHANGED
hmh01854,CALNESIUM Deficiency Correction Supplement,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/Calnesium-2.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/93399b44__Calnesium-2.jpg,,IMAGE_CHANGED
hmh01855,CALNESIUM Defficiency Correction Supplemnt,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/Calnesium-2.jpg,"https://hmoonhydro.com/wp-content/uploads/2026/02/93399b44__Calnesium-2.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/Calnesium-2.jpg",,IMAGE_CHANGED
hmh01861,Liquid Carbo Blast 2.5,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/carbo-blast-print.jpg.jpg,"https://hmoonhydro.com/wp-content/uploads/2026/02/76d325cf__carbo-blast-print_jpg.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/carbo-blast-print.jpg.jpg",,IMAGE_CHANGED
hmh01862,Liquid Carbo Blast 6,variable,https://hmoonhydro.com/wp-content/uploads/2019/08/carbo-blast.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/76d325cf__carbo-blast-print_jpg.jpg,,IMAGE_CHANGED
hmh01903,microBIOMETER® Refill Kit,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/family-2-scaled.jpg,"https://hmoonhydro.com/wp-content/uploads/2019/08/family-2-scaled.jpg, https://hmoonhydro.com/wp-content/uploads/2019/08/family-2-scaled.jpg",,IMAGE_CHANGED
hmh01906,Carb O Naria 0-0-0.3,simple,https://hmoonhydro.com/wp-content/uploads/2019/08/carbonaria.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b733e226__carbonaria.jpg,,IMAGE_CHANGED
hmh01908,CAR-BEAU-NARIA 0-0-0.3 Gall.(4/cs),simple,https://hmoonhydro.com/wp-content/uploads/2019/08/carbonaria.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b733e226__carbonaria.jpg,,IMAGE_CHANGED
hmh01910,"Car- Beau- Naria 0-0-0.3 , 5 Gall",simple,https://hmoonhydro.com/wp-content/uploads/2019/08/carbonaria.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/b733e226__carbonaria.jpg,,IMAGE_CHANGED
hmh2011,Dyna-Gro Pro Tekt 1qt,simple,https://hmoonhydro.com/wp-content/uploads/2019/09/Dyna-Gro-Pro-Tekt-1qt.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/9ea3494d__Dyna-Gro-Pro-Tekt-1qt.jpg,,IMAGE_CHANGED
hmh2012,Dyna-Gro Pro Tekt 1gal,simple,https://hmoonhydro.com/wp-content/uploads/2019/09/Dyna-Gro-Pro-Tekt-1gallon.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/446a669e__Dyna-Gro-Pro-Tekt-1gallon.jpg,,IMAGE_CHANGED
uno gen-1eng,UNO GEN-1eNG,variable,https://hmoonhydro.com/wp-content/uploads/2021/09/UNO-GEN-1ENG.jpg,https://hmoonhydro.com/wp-content/uploads/2021/10/UNO-GEN-2eNG.jpg,,IMAGE_CHANGED
gen-2eng,UNO GEN-2eNG,simple,https://hmoonhydro.com/wp-content/uploads/2021/10/UNO-GEN-2eNG.jpg,"https://hmoonhydro.com/wp-content/uploads/2026/02/63feee15__UNO-GEN-2eNG.jpg, https://hmoonhydro.com/wp-content/uploads/2021/10/UNO-GEN-2eNG.jpg",,IMAGE_CHANGED
uno-2elp-g,UNO-GEN-2elp Propane,variable,https://hmoonhydro.com/wp-content/uploads/2021/10/UNO-GEN-2elp-Propane.jpg,https://hmoonhydro.com/wp-content/uploads/2026/02/7bc0126e__UNO-GEN-1elp-Propane-100x100_jpg.jpg,,IMAGE_CHANGED
9.7816e+12,Teaming with Bacteria: The Organic Gardener’s Guide to Endophytic Bacteria and the Rhizophagy Cycle,simple,https://hmoonhydro.com/wp-content/uploads/2023/01/teaming-with-bacteria.jpg,"https://hmoonhydro.com/wp-content/uploads/2023/01/teaming-with-bacteria.jpg, https://hmoonhydro.com/wp-content/uploads/2023/01/teaming-with-bacteria.jpg",,IMAGE_CHANGED
