Item Number,Item Name,Item Description,Brief Description,Alternate Lookup,Attribute,Size,Average Unit Cost,Regular Price,MSRP,Custom Price 1,Custom Price 2,Custom Price 3,Custom Price 4,UPC,Tax Code,Order Cost,Order By Unit,Sell By Unit,Item Type,Base Unit of Measure,Income Account,Company Reorder Point,COGS Account,Asset Account,Print Tags,Unorderable,Serial Tracking,Eligible for Commission,Department Name,Department Code,Vendor Name,Vendor Code,Manufacturer,Weight,Qty 1,Qty 2,Qty 3,Qty 4,Qty 5,Qty 6,Qty 7,Qty 8,Qty 9,Qty 10,Qty 11,Qty 12,Qty 13,Qty 14,Qty 15,Qty 16,Qty 17,Qty 18,Qty 19,Qty 20,On Order Qty,Reorder Point 1,Reorder Point 2,Reorder Point 3,Reorder Point 4,Reorder Point 5,Reorder Point 6,Reorder Point 7,Reorder Point 8,Reorder Point 9,Reorder Point 10,Reorder Point 11,Reorder Point 12,Reorder Point 13,Reorder Point 14,Reorder Point 15,Reorder Point 16,Reorder Point 17,Reorder Point 18,Reorder Point 19,Reorder Point 20,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Eligible for Rewards,Vendor Name 2,UPC 2,Alternate Lookup 2,Order Cost 2,Vendor Name 3,UPC 3,Alternate Lookup 3,Order Cost 3,Vendor Name 4,UPC 4,Alternate Lookup 4,Order Cost 4,Vendor Name 5,UPC 5,Alternate Lookup 5,Order Cost 5,Unit of Measure 1,# of Base Units for UOM 1,UPC for UOM 1,Alternate Lookup for UOM 1,Regular Price for UOM 1,MSRP for UOM 1,Custom Price 1 for UOM 1,Custom Price 2 for UOM 1,Custom Price 3 for UOM 1,Custom Price 4 for UOM 1,Unit of Measure 2,# of Base Units for UOM 2,UPC for UOM 2,Alternate Lookup for UOM 2,Regular Price for UOM 2,MSRP for UOM 2,Custom Price 1 for UOM 2,Custom Price 2 for UOM 2,Custom Price 3 for UOM 2,Custom Price 4 for UOM 2,Unit of Measure 3,# of Base Units for UOM 3,UPC for UOM 3,Alternate Lookup for UOM 3,Regular Price for UOM 3,MSRP for UOM 3,Custom Price 1 for UOM 3,Custom Price 2 for UOM 3,Custom Price 3 for UOM 3,Custom Price 4 for UOM 3,Sync to Mobile,__qty_total__,__on_order_qty__,__regular_price__
648,Floralicious Plus Gal,Floralicious Plus Organic Enhancer,,,,1 Gal,106.38,231.44,0,231.44,231.44,231.44,231.44,0793094013918,Tax,106.38,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,10,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9.0,0,231.44
395,Rapid Rooter Mat 98ct,Rapid Rooter Mat,,,,Mat,11.878,20.92,0,20.92,20.92,20.92,20.92,0793094032575,Tax,11.98,,,Inventory,,,,,,Yes,No,No,No,Media,,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,25.0,0,20.92
542,Verde Qt,Humboldt Grow Green Formula,,,,1 Qt,11.25,21.99,0,21.99,21.99,21.99,21.99,0837654466315,Tax,11.25,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,1,-7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0,21.99
569,Master-B 5Gal,Humboldt Master B base Nutrient,,,,5 Gal,0,251.61,0,251.61,251.61,251.61,251.61,0837654466599,Tax,128.7,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,251.61
623,Verde 2.5Gal,Humboldt Grow Green Formula,,,,2.5 Gal,0,185.72,0,185.72,185.72,185.72,185.72,0837654466339,Tax,95,,,Inventory,,,-1,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,185.72
396,Starter Tray 50 Cell & Plugs,Starter Tray 50 Cell & Plugs,,,,Kit,11.85,29.95,0,29.95,29.95,29.95,29.95,0793094032513,Tax,11.85,,,Inventory,Single,,,,,Yes,No,No,No,Media,,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,27.0,0,29.95
543,Verde Gal,Humboldt grow Green Formula,,,,1 Gal,3,78.2,0,78.2,78.2,78.2,78.2,0837654466322,Tax,10,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,3,-4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0,78.2
597,Royal Flush Pt,Humboldt Flush Solution,,,,1 Pt,3.97567,8.14,0,8.14,8.14,8.14,8.14,0837654833933,Tax,4.16,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,7,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,23.0,0,8.14
397,32oz Bottle 360 Spray,360 Degree Nozzle Spray Bottle (Green Label),,,,32 Oz,2.24981,3.99,0,4.56621,3.99,3.99,3.99,0891262001450,Tax,2.25,,,Inventory,,,,,,Yes,No,No,No,Accessories,Acc,NGW,NGW,,0,0,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,3.99
598,Royal Flush Qt,Humboldt Flush Solution,,,,1 Qt,6.70362,14.17,0,14.17,14.17,14.17,14.17,0837654833940,Tax,7.25,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,14.0,0,14.17
339,Micro Irrigation Kit,Micro Irrigation Kit,,,,Kit,0,28.3,0,32.6,28.3,28.3,28.3,0018171558008,Tax,14.49,,,Inventory,,,,,,Yes,No,No,No,Accessories,Acc,NGW,NGW,Raindrip,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,28.3
215,Greenfuse Growth 12oz,Greenfuse Grow Formula,,,,12 Oz,0,19.55,0,19.55,19.55,19.55,19.55,0659627010079,Tax,11,,,Inventory,,,,,,Yes,No,No,No,Nutrients,,NGW,NGW,Hydrodynamics,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,19.55
217,Greenfuse Growth Gal,Greenfuse Grow Formula,,,,1 Gal,0,136.85,0,136.85,136.85,136.85,136.85,0659627010048,Tax,77.5,,,Inventory,,,,,,Yes,No,No,No,Nutrients,,NGW,NGW,Hydrodynamics,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,136.85
148,Mykos WP 12oz,Xtreme Gardening Mykos Wettable Powder Mycorrhizal Inoculant,,,,12 Oz,12.38,21.99,0,21.99,21.99,21.99,21.99,0736211378019,Tax,12.38,,,Inventory,,,,,,Yes,No,No,No,Nutrients,,Nickel City Wholesale Garden Supply,NCW,Xtreme Gardening,0,4,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,22.0,0,21.99
151,Organic Feeder Packs 6pc,Xtreme Gardening Organic Feeder Packs,,,,6 pc,0.92939,1.95,0,1.95,1.95,1.95,1.95,0689076935777,Tax,1,,,Inventory,,,,,,Yes,No,No,No,Nutrients,,Nickel City Wholesale Garden Supply,NCW,Xtreme Gardening,0,38,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,73.0,0,1.95
152,Mykos Granular 100g,Xtreme Gardening,,,,100 G,1.10636,2.44,0,2.44,2.44,2.44,2.44,0689076464864,Tax,1.25,,,Inventory,,,,,,Yes,No,No,No,Nutrients,,Nickel City Wholesale Garden Supply,NCW,Xtreme Gardening,0,62,-33,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,175.0,0,2.44
482,AEROFLO Float Valve,Replacement Float Valve for AERFLO 36 & 60,,,,1 Pc,15.7,25.57,0,25.57,25.57,25.57,25.57,0793094980166,Tax,15.7,,,Inventory,Single,,,,,Yes,No,No,No,Components,COM,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,1.0,0,25.57
546,Prozyme 2.5Gal,Humboldt Enzyme Formula,,,,2.5 Gal,85,332.35,0,332.35,332.35,332.35,332.35,0837654466384,Tax,85,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,332.35
573,Honey Hydro Carbs 5Gal,Humboldt Honey Hydro,,,,5 Gal,0,160.3,0,160.3,160.3,160.3,160.3,0837654466698,Tax,81.9,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,160.3
600,Equilibrium Pt,Humboldt Cal-Mag Supplement,,,,1 Pt,5.88363,12.1,0,12.1,12.1,12.1,12.1,0837654833964,Tax,6.19,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,2,-5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0,12.1
456,Azos 12oz,Xtreme Gardening Azos,,,,12 Oz,20,34.2,0,34.2,34.2,34.2,34.2,0689076048361,Tax,20,,,Inventory,,,,,,Yes,No,No,No,Nutrients,,Nickel City Wholesale Garden Supply,NCW,Xtreme Gardening,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9.0,0,34.2
547,Prozyme 5Gal,Humboldt Enzyme Formula,,,,5 Gal,0,645.15,0,645.15,645.15,645.15,645.15,0837654466391,Tax,330,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,645.15
601,Equilibrium Qt,Humboldt Cal-Mag Supplement,,,,1 Qt,8.42612,21.07,0,21.07,21.07,21.07,21.07,0837654833971,Tax,10.78,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,-5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,9.0,0,21.07
428,Trimbox,Small Auto trimmer trimpro,,,,Box,445.712,874.86,0,874.86,874.86,874.86,874.86,0691111206438,Tax,626,,,Inventory,,,,,,Yes,No,No,No,Accessories,Acc,Nickel City Wholesale Garden Supply,NCW,Trimpro,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,4.0,0,874.86
511,"Square 4"" Coco RootPots 12ct","4"" Square Coco Root Pots",,,,12 Ct,0,9.73,0,9.73,9.73,9.73,9.73,0872187000902,Tax,5.59,,,Inventory,Single,,,,,Yes,No,No,No,Media,MED,NGW,NGW,Sunleaves,0,0,-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-29.0,0,9.73
548,Oneness Pt,Humboldt One Part Base Nutrient,,,,1 Pt,6.5,12.71,0,12.71,12.71,12.71,12.71,0837654466407,Tax,6.5,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,-12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,12.71
575,FlavorFul Gal,Humboldt Flavorful,,,,1 Gal,6.35096,57.18,0,57.18,57.18,57.18,57.18,0837654466728,Tax,7.3125,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,5.0,0,57.18
602,Equilibrium Gal,Humboldt Cal-Mag Supplement,,,,1 Gal,0,73.31,0,73.31,73.31,73.31,73.31,0837654833988,Tax,37.5,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,1,-13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,-6.0,0,73.31
629,FloraBloom Gal,FloraBloom Formula,,,,1 Gal,15.93999,40.99,0,40.99,40.99,40.99,40.99,0793094014335,Tax,15.94,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,25.0,0,40.99
458,Mykos Granular 20lb,Mykos Mycorrhizal Innoculant,,,,20 Lb,33.25,184.75,0,184.75,184.75,184.75,184.75,0705105761176,Tax,99.75,,,Inventory,,,,,,Yes,No,No,No,Nutrients,,Nickel City Wholesale Garden Supply,NCW,Xtreme Gardening,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,184.75
485,Waterfarm Complete,"Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit)",,,,1 Box,39.38,64.15,0,64.15,64.15,64.15,64.15,0793094041201,Tax,39.38,,,Inventory,,,,,,Yes,No,No,No,Complete Systems,SYS,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,21.0,0,64.15
512,Oasis 102ct Wedge Tray,102 Oasis Wedge Tray,,,,1 Tray,0.04885,9.73,0,9.73,9.73,9.73,9.73,6911111098865,Tax,0.0464,Single,Single,Inventory,Single,,,,,Yes,No,No,No,Media,MED,NGW,NGW,Oasis,0,0,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Case,10,,,91.95,0,91.95,91.95,91.95,91.95,,,,,,,,,,,,,,,,,,,,,No,46.0,0,9.73
576,FlavorFul 2.5Gal,Humboldt Flavorful,,,,2.5 Gal,16.82,131.53,0,131.53,131.53,131.53,131.53,0837654466735,Tax,33.64,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,131.53
656,"CocoTek 8"" Basket Liner","8"" CocoTek Basket Liner",,,,1 Pc,1.6,3.13,0,3.13,3.13,3.13,3.13,0793094032209,Tax,1.6,,,Inventory,,,,,,Yes,No,No,No,Media,MED,System,SYS,General Hydroponics,0,16,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,50.0,0,3.13
513,"Oasis 1 1/2"" Sheet 50ct","1 1/2"" Oasis Cube Sheet",,,,50 Ct,0,7.82,0,7.82,7.82,7.82,7.82,0691111106540,Tax,0.1985,Single,Single,Inventory,Single,,,,,Yes,No,No,No,Media,MED,NGW,NGW,,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,Case,20,,,155.95,0,155.95,155.95,155.95,155.95,,,,,,,,,,,,,,,,,,,,,No,8.0,0,7.82
550,Oneness Gal,Humboldt One Part Base Nutrient,,,,1 Gal,3.54167,83.17,0,83.17,83.17,83.17,83.17,0837654466421,Tax,10.625,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,8.0,0,83.17
577,FlavorFul 5Gal,Humboldt Flavorful,,,,5 Gal,0,228.74,0,228.74,228.74,228.74,228.74,0837654466742,Tax,117,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2.0,0,228.74
604,Grow Hydro Gal,Humboldt Grow Formula,,,,1 Gal,14.43064,29.17,0,29.17,29.17,29.17,29.17,0837654466025,Tax,14.92,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,29.17
657,"CocoTek 2"" Basket Cap","2"" CocoTek Basket Cap",,,,1 Pc,0,0.28,0,0.28,0.28,0.28,0.28,0793094032216,Tax,0.11,,,Inventory,,,,,,Yes,No,No,No,Media,MED,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,14.0,0,0.28
673,Myco Maximum 4oz,Granular Bio-Stimulant,,,,4 Oz,0,16.13,0,16.13,16.13,16.13,16.13,0837654466964,Tax,12,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,NGW,NGW,Humboldt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,16.13
683,EcoPlus 180 CFM Blower,180 CFM Blower,,,,1 Box,0,93.79,0,93.79,93.79,93.79,93.79,0870883005689,Tax,57.85,,,Inventory,Single,,,,,Yes,No,No,No,Environment Control,ENV,NGW,NGW,EcoPlus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,93.79
487,Megafarm Complete,20Gal Chamber & 20 Gal Reservoir,,,,1 Box,95.635,311.61,0,311.61,311.61,311.61,311.61,0793094800518,Tax,191.27,,,Inventory,,,,,,Yes,No,No,No,Complete Systems,SYS,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,311.61
551,Oneness 2.5Gal,Humboldt One Part Base Nutrient,,,,2.5 Gal,0,190.61,0,190.61,190.61,190.61,190.61,0837654466438,Tax,48.75,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,190.61
605,Grow Hydro 2.5Gal,Humboldt Grow Formula,,,,2.5 Gal,32.76,64.05,0,64.05,64.05,64.05,64.05,0837654466032,Tax,32.76,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,-2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,64.05
405,CocoTek Mat 4x4,"1"" Thick 4x4 CocoTek Mat",,,,1 Mat,27.6375,60.21,0,60.21,60.21,60.21,60.21,0793094981132,Tax,30.8,,,Inventory,,,,,,Yes,No,No,No,Media,,Nickel City Wholesale Garden Supply,NCW,General Hydroponics,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,3.0,0,60.21
552,Oneness 5Gal,Humboldt One Part Base Nutrient,,,,5 Gal,0,356.79,0,356.79,356.79,356.79,356.79,0837654466445,Tax,182.5,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,356.79
606,Grow Hydro 5Gal,Humboldt Grow Formula,,,,5 Gal,0,114.37,0,114.37,114.37,114.37,114.37,0837654466049,Tax,58.5,,,Inventory,,,,,,Yes,No,No,No,Nutrients,NUT,Nickel City Wholesale Garden Supply,NCW,Humboldt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0.0,0,114.37
433,Can-Fan TCL 4HO 120v,161CFM/3294 RPM Thermostatic Fan w/ Auto Sensor inline fan,,,,4HO,125.8352,260.65,0,260.65,260.65,260.65,260.65,0840470002148,Tax,159.96,,,Inventory,,,,,,Yes,No,No,No,Environment Control,ENV,Nickel City Wholesale Garden Supply,NCW,Can Fan,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,10.0,0,260.65
