ProductID,Handle,SKU,Existing,Incoming
gid://shopify/Product/8043116462154,hydrodynamics-ionic-bloom-3-2-6-premium-plant-nutrient,hmh01604,DRAFT,ACTIVE
gid://shopify/Product/8043117543498,hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient,hmh01606,DRAFT,ACTIVE
gid://shopify/Product/8043117412426,hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient,hmh01607,DRAFT,ACTIVE
gid://shopify/Product/8043117379658,hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient,hmh01608,DRAFT,ACTIVE
gid://shopify/Product/8043118788682,hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient-1,hmh01612,DRAFT,ACTIVE
gid://shopify/Product/8043117314122,hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient-1,hmh01613,DRAFT,ACTIVE
gid://shopify/Product/8043118821450,hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient-1,hmh01614,DRAFT,ACTIVE
gid://shopify/Product/8043118297162,hydrodynamics-int-coco-soil-grow-bloom,hmh01616,DRAFT,ACTIVE
gid://shopify/Product/8043117609034,hydrodynamics-int-coco-soil-grow-bloom,hmh01617,DRAFT,ACTIVE
gid://shopify/Product/8043116494922,hydrodynamics-int-coco-soil-grow-bloom,hmh01618,DRAFT,ACTIVE
gid://shopify/Product/8043116593226,hydrodynamics-int-coco-soil-grow-bloom,hmh01619,DRAFT,ACTIVE
gid://shopify/Product/8043124621386,plagron-terra-bloom-grow,hmh01625,DRAFT,ACTIVE
gid://shopify/Product/8043125702730,plagron-terra-bloom-grow,hmh01627,DRAFT,ACTIVE
gid://shopify/Product/8043125243978,plagron-terra-bloom-grow,hmh01626,DRAFT,ACTIVE
gid://shopify/Product/8043124654154,plagron-terra-bloom-grow,hmh01628,DRAFT,ACTIVE
gid://shopify/Product/8043113316426,green-sensation,hmh01655,DRAFT,ACTIVE
gid://shopify/Product/8043117346890,humboldt-nutrients-s-i-structural-integrity,hmh01659,DRAFT,ACTIVE
gid://shopify/Product/8043117707338,humboldt-nutrients-s-i-structural-integrity,hmh01660,DRAFT,ACTIVE
gid://shopify/Product/8043128422474,prue-clean-natural-enzymes,hmh01675,DRAFT,ACTIVE
gid://shopify/Product/8043128389706,prue-clean-natural-enzymes,hmh01676,DRAFT,ACTIVE
gid://shopify/Product/8043124555850,plagron-royal-rush,hmh01678,DRAFT,ACTIVE
gid://shopify/Product/8043126390858,plagron-royal-rush,hmh01679,DRAFT,ACTIVE
gid://shopify/Product/8043124785226,plagron-power-roots,hmh01681,DRAFT,ACTIVE
gid://shopify/Product/8043124949066,plagron-power-roots,hmh01682,DRAFT,ACTIVE
gid://shopify/Product/8043124588618,cocos-a-b,hmh01684,DRAFT,ACTIVE
gid://shopify/Product/8043124523082,cocos-a-b,hmh01685,DRAFT,ACTIVE
gid://shopify/Product/8043126194250,cocos-a-b,hmh01686,DRAFT,ACTIVE
gid://shopify/Product/8043124490314,cocos-a-b,hmh01687,DRAFT,ACTIVE
gid://shopify/Product/8043125866570,plagron-hydro-ab,hmh01689,DRAFT,ACTIVE
gid://shopify/Product/8043126161482,plagron-hydro-ab,hmh01690,DRAFT,ACTIVE
gid://shopify/Product/8043125145674,plagron-hydro-ab,hmh01691,DRAFT,ACTIVE
gid://shopify/Product/8043125178442,plagron-hydro-ab,hmh01692,DRAFT,ACTIVE
gid://shopify/Product/8043100766282,badboy-t5-lighting-system,hmh00532,DRAFT,ACTIVE
gid://shopify/Product/8043101061194,badboy-t5-lighting-system,hmh00533,DRAFT,ACTIVE
gid://shopify/Product/8043101290570,badboy-t5-lighting-system,hmh00534,DRAFT,ACTIVE
gid://shopify/Product/8043100930122,badboy-t5-lighting-system,hmh00536,DRAFT,ACTIVE
gid://shopify/Product/8043110531146,eye-hortilux-e-start-metal-halide-lamps,hmh01713,DRAFT,ACTIVE
gid://shopify/Product/8043106992202,clonex-root-maximizer-granular-for-soil-applications,hmh01749,DRAFT,ACTIVE
gid://shopify/Product/8043105583178,clonex-root-maximizer-granular-for-soil-applications,hmh01750,DRAFT,ACTIVE
gid://shopify/Product/8043105550410,clonex-root-maximizer-granular-for-soil-applications,hmh01754,DRAFT,ACTIVE
gid://shopify/Product/8043106533450,clonex-root-maximizer-mycorrhizae-soluble-for-hydro,hmh01753,DRAFT,ACTIVE
gid://shopify/Product/8043106664522,clonex-root-maximizer-mycorrhizae-soluble-for-hydro,hmh01752,DRAFT,ACTIVE
gid://shopify/Product/8043132190794,black-plastic-buckets-3-5-gallon,hmh01757,DRAFT,ACTIVE
gid://shopify/Product/8043131174986,black-plastic-buckets-3-5-gallon,hmh01758,DRAFT,ACTIVE
gid://shopify/Product/8043130880074,silicium,hmh01762,DRAFT,ACTIVE
gid://shopify/Product/8043129143370,rosin-pro-press-auto-electirc,hmh01771,DRAFT,ACTIVE
gid://shopify/Product/8043129274442,rosin-pro-press-co-pneumatic-dual-element,hmh01773,DRAFT,ACTIVE
gid://shopify/Product/8043129438282,rosin-pro-press-co-manual,hmh01775,DRAFT,ACTIVE
gid://shopify/Product/8043129372746,rosin-pro-press-co-pneumatic,hmh01777,DRAFT,ACTIVE
gid://shopify/Product/8043134419018,the-ozone-generator-5000-cu-ft,hmh01785,DRAFT,ACTIVE
gid://shopify/Product/8043110367306,eye-hortilux-lu-1000-de-htl-double-ended,hmh01788,DRAFT,ACTIVE
gid://shopify/Product/8043108073546,down-to-earth-bat-guano-9-3-1,hmh01796,DRAFT,ACTIVE
gid://shopify/Product/8043108040778,down-to-earth-bat-guano-9-3-1,hmh01797,DRAFT,ACTIVE
gid://shopify/Product/8043108204618,down-to-earth-neem-seed-meal-6-1-2,hmh01799,DRAFT,ACTIVE
gid://shopify/Product/8043107713098,down-to-earth-bone-meal-3-15-0,hmh01805,DRAFT,ACTIVE
gid://shopify/Product/8043107680330,down-to-earth-bone-meal-3-15-0,hmh01806,DRAFT,ACTIVE
gid://shopify/Product/8043108171850,down-to-earth-vegan-mix-3-2-2,hmh01808,DRAFT,ACTIVE
gid://shopify/Product/8043108139082,down-to-earth-vegan-mix-3-2-2,hmh01809,DRAFT,ACTIVE
gid://shopify/Product/8043108499530,down-to-earth-kelp-meal-1-0-1-2,hmh01811,DRAFT,ACTIVE
gid://shopify/Product/8043108270154,down-to-earth-kelp-meal-1-0-1-2,hmh01812,DRAFT,ACTIVE
gid://shopify/Product/8043106271306,down-to-earth-fish-bone-meal-3-16-0,hmh01814,DRAFT,ACTIVE
gid://shopify/Product/8043104763978,calnesium-deficiency-correction-supplement,hmh01855,DRAFT,ACTIVE
gid://shopify/Product/8043104632906,calnesium-deficiency-correction-supplement,hmh01856,DRAFT,ACTIVE
gid://shopify/Product/8043104403530,calnesium-deficiency-correction-supplement,hmh01858,DRAFT,ACTIVE
gid://shopify/Product/8043129045066,ripen-0-5-7-6,hmh01939,DRAFT,ACTIVE
gid://shopify/Product/8043129176138,ripen-0-5-7-6,hmh01938,DRAFT,ACTIVE
gid://shopify/Product/8043110727754,flashgro-roll,hmh01369,DRAFT,ACTIVE
gid://shopify/Product/8043109744714,flashgro-roll,hmh01370,DRAFT,ACTIVE
gid://shopify/Product/8043133993034,terpinator,hmh01651,DRAFT,ACTIVE
gid://shopify/Product/8043134222410,terpinator,hmh01652,DRAFT,ACTIVE
