metric,value
Total Products,1455
Total Variants,2145
Active Products,777
Draft Products,678
Archived Products,0
% Variants Missing SKU,8.72%
Variants with Blank/Zero Price,0
Archived/Draft with Inventory,537

metric,value
PROBLEM SHORTLIST (first 300),
product_handle / variant_id / sku,status | price | total_inv | target_loc_inv
cannabis-growers-handbook-the-complete-guide-to-marijuana-and-hemp-cultivationcannabis-growers-handbook-the-complete-guide-to-marijuana-and-hemp-cultivationcannabis-growers-handbook-the-compl | gid://shopify/ProductVariant/42665847914570 | (blank),ACTIVE | 34.95 | 0 | 0
diamond-nectar-6-gal | gid://shopify/ProductVariant/42665848078410 | hmh00202,DRAFT | 45.00 | 8 | 8
double-super-b-4-liter | gid://shopify/ProductVariant/42665848045642 | hmh00330,DRAFT | 86.98 | 11 | 11
com-100-waterproof-ec-tds-temp-combo-meter-2 | gid://shopify/ProductVariant/42665848111178 | hmh00973,DRAFT | 73.26 | 5 | 5
cri-series-dli-cri-series-630w-cmh-240v | gid://shopify/ProductVariant/42665848143946 | (blank),ACTIVE | 395.00 | 0 | 0
dli-cri-series-uv-150w-de | gid://shopify/ProductVariant/42665848275018 | (blank),ACTIVE | 599.00 | 0 | 0
diamond-nectar-1-gal | gid://shopify/ProductVariant/42665848307786 | hmh00200,DRAFT | 48.99 | 18 | 18
down-to-earth-bone-meal-25-lb | gid://shopify/ProductVariant/42665848438858 | hmh01806,DRAFT | 42.95 | 1 | 1
down-to-earth-bone-meal-6-lb | gid://shopify/ProductVariant/42665848406090 | hmh01805,DRAFT | 42.95 | 1 | 1
clonex-solution-32oz | gid://shopify/ProductVariant/42665848471626 | hmh01356,DRAFT | 77.00 | 6 | 6
cloudray-s9-gen-2-grow-tent-clip-fan-9-oscillating | gid://shopify/ProductVariant/42665848537162 | (blank),ACTIVE | 99.00 | 10 | 10
down-to-earth-vegan-mix-25-lb | gid://shopify/ProductVariant/42665848832074 | hmh01809,DRAFT | 60.00 | 1 | 1
down-to-earth-vegan-mix-6-lb | gid://shopify/ProductVariant/42665848897610 | hmh01808,DRAFT | 10.95 | 4 | 4
down-to-earth-kelp-meal-20-lb | gid://shopify/ProductVariant/42665848963146 | hmh01812,DRAFT | 85.99 | 2 | 2
drying-rack-4-tier-2 | gid://shopify/ProductVariant/42665849094218 | hmh01490,DRAFT | 39.95 | 39 | 39
dyna-grow-gallon | gid://shopify/ProductVariant/42665848995914 | hmh01276,DRAFT | 45.00 | 4 | 4
dyna-grow-quart | gid://shopify/ProductVariant/42665849028682 | hmh01275,DRAFT | 22.00 | 6 | 6
down-to-earth-kelp-meal-5-lb | gid://shopify/ProductVariant/42665849192522 | hmh01811,DRAFT | 30.35 | 4 | 4
dyna-gro-pro-tekt-1qt | gid://shopify/ProductVariant/42665849290826 | hmh2011,DRAFT | 265.00 | 1 | 1
ecoplus-large-pump-filter-bag | gid://shopify/ProductVariant/42665849126986 | hmh01310,DRAFT | 11.24 | 12 | 12
e-papillon-630-watt-led | gid://shopify/ProductVariant/42665849421898 | (blank),ACTIVE | 659.00 | 0 | 0
ecoplus-185-gph | gid://shopify/ProductVariant/42665849356362 | hmh01261,DRAFT | 20.98 | 22 | 22
ecoplus-small-pump-filter-bag | gid://shopify/ProductVariant/42665849487434 | hmh01309,DRAFT | 9.58 | 4 | 4
equinox-2-5-gallon | gid://shopify/ProductVariant/42665849454666 | hmh01452,DRAFT | 120.70 | 5 | 5
dutch-lighting-innovations-diode-series-led-multilayer-600-fs-dc-208-400v | gid://shopify/ProductVariant/42665849651274 | (blank),ACTIVE | 1099.00 | 0 | 0
equinox-quart | gid://shopify/ProductVariant/42665849520202 | hmh01450,DRAFT | 21.48 | 8 | 8
dyna-gro-pro-tekt-1gal | gid://shopify/ProductVariant/42665849749578 | hmh2012,DRAFT | 265.00 | 1 | 1
equilibrium-natural-1-gal | gid://shopify/ProductVariant/42665849684042 | hmh00386,DRAFT | 91.49 | 8 | 8
ecoplus-264-gph | gid://shopify/ProductVariant/42665849716810 | hmh01262,DRAFT | 21.50 | 74 | 74
eco-commercial-air-5 | gid://shopify/ProductVariant/42665849782346 | hmh01317,DRAFT | 111.00 | 9 | 9
dyna-bloom-quart | gid://shopify/ProductVariant/42665849847882 | hmh01277,DRAFT | 28.99 | 1 | 1
flora-bloom-15-gal | gid://shopify/ProductVariant/42665850077258 | hmh01823,DRAFT | 200.00 | 1 | 1
flora-bloom-6-gal | gid://shopify/ProductVariant/42665850175562 | hmh00184,DRAFT | 45.00 | 8 | 8
flavor-ful-1-gal | gid://shopify/ProductVariant/42665850241098 | hmh00411,DRAFT | 80.49 | 15 | 15
floragro-1-qt | gid://shopify/ProductVariant/42665850208330 | hmh00176,DRAFT | 15.99 | 55 | 55
ecoplus-633-gph | gid://shopify/ProductVariant/42665850142794 | hmh01264,DRAFT | 45.44 | 8 | 8
flora-micro-6-gal | gid://shopify/ProductVariant/42665850372170 | hmh00174,DRAFT | 184.79 | 1 | 1
floraduo-a-2-5-gal | gid://shopify/ProductVariant/42665850536010 | hmh00206,DRAFT | 92.99 | 8 | 8
florablend-2-5-gal | gid://shopify/ProductVariant/42665850339402 | hmh00013,DRAFT | 45.00 | 4 | 4
floraduo-b-6-gal | gid://shopify/ProductVariant/42665850470474 | hmh00212,DRAFT | 146.63 | 2 | 2
flora-bloom-1-qt | gid://shopify/ProductVariant/42665850503242 | hmh00181,DRAFT | 36.39 | 69 | 69
face-fat-auto-8-seed-pk | gid://shopify/ProductVariant/42665850765386 | (blank),ACTIVE | 50.00 | 0 | 0
flora-shield-1-qt | gid://shopify/ProductVariant/42665850667082 | hmh00229,DRAFT | 28.10 | 21 | 21
flora-micro-1-qt | gid://shopify/ProductVariant/42665850634314 | hmh00171,DRAFT | 21.13 | 29 | 29
etoh-pro-rev2-ethanol-botanical-extractor-odorless-closed-loop-high-volume | gid://shopify/ProductVariant/42665850732618 | (blank),ACTIVE | 1900.00 | 0 | 0
floraduo-b-2-5-gal | gid://shopify/ProductVariant/42665850699850 | hmh00211,DRAFT | 92.99 | 1 | 1
equinox-gallon | gid://shopify/ProductVariant/42665850896458 | hmh01451,DRAFT | 61.70 | 9 | 9
floragro-275-gal | gid://shopify/ProductVariant/42665850929226 | hmh01827,DRAFT | 40.99 | 27 | 27
flora-bloom-16-oz | gid://shopify/ProductVariant/42665850994762 | hmh00180,DRAFT | 11.99 | 1 | 1
florablend-gal | gid://shopify/ProductVariant/42665851125834 | hmh00012,DRAFT | 200.00 | 4 | 4
floragro-6-gal | gid://shopify/ProductVariant/42665851158602 | hmh00179,DRAFT | 177.99 | 7 | 7
flora-micro-55-gal | gid://shopify/ProductVariant/42665850961994 | hmh01830,DRAFT | 115.34 | 15 | 15
eye-hortilux-lu-1000-de-htl-double-ended-2 | gid://shopify/ProductVariant/42665851060298 | hmh01788,DRAFT | 149.95 | 7 | 7
final-phase-1-gal | gid://shopify/ProductVariant/42665851256906 | hmh01039,DRAFT | 45.00 | 4 | 4
floragro-1-gal | gid://shopify/ProductVariant/42665851191370 | hmh00177,DRAFT | 40.99 | 27 | 27
eye-hortilux-e-start-metal-halide-lamps-2 | gid://shopify/ProductVariant/42665851289674 | hmh01713,DRAFT | 10.95 | 46 | 46
ecoplus-396-gph | gid://shopify/ProductVariant/42665851093066 | hmh01263,DRAFT | 24.92 | 71 | 71
florablend-6-gal | gid://shopify/ProductVariant/42665851387978 | hmh00014,DRAFT | 115.89 | 8 | 8
floragro-2-5-gal | gid://shopify/ProductVariant/42665851322442 | hmh00178,DRAFT | 92.99 | 9 | 9
flora-micro-2-5-gal | gid://shopify/ProductVariant/42665851420746 | hmh00173,DRAFT | 112.99 | 6 | 6
flashgro-50-roll | gid://shopify/ProductVariant/42665851355210 | hmh01369,DRAFT | 49.85 | 2 | 2
floragro-55-gal | gid://shopify/ProductVariant/42665851584586 | hmh01826,DRAFT | 40.99 | 27 | 27
floraduo-b-1-qt | gid://shopify/ProductVariant/42665851715658 | hmh00209,DRAFT | 16.37 | 21 | 21
flora-shield-1-pt | gid://shopify/ProductVariant/42665851846730 | hmh00228,DRAFT | 14.61 | 11 | 11
flavor-ful-1-qt | gid://shopify/ProductVariant/42665851781194 | hmh00410,DRAFT | 26.84 | 40 | 40
florakleen-1-gal | gid://shopify/ProductVariant/42665851912266 | hmh00232,DRAFT | 45.00 | 4 | 4
florakleen-2-5-gal | gid://shopify/ProductVariant/42665851813962 | hmh00233,DRAFT | 45.00 | 4 | 4
floralicious-bloom-1-gal | gid://shopify/ProductVariant/42665852010570 | hmh00214,DRAFT | 87.48 | 9 | 9
flavor-ful-2-5-gal | gid://shopify/ProductVariant/42665851879498 | hmh00412,DRAFT | 187.78 | 5 | 5
flora-micro-1-gal | gid://shopify/ProductVariant/42665851945034 | hmh00172,DRAFT | 35.46 | 1 | 1
floraduo-b-1-gal | gid://shopify/ProductVariant/42665851977802 | hmh00210,DRAFT | 40.96 | 7 | 7
floraduo-a-6-gal | gid://shopify/ProductVariant/42665852043338 | hmh00207,DRAFT | 146.63 | 2 | 2
flavor-ful-5-gal | gid://shopify/ProductVariant/42665852076106 | hmh00413,DRAFT | 45.00 | 4 | 4
flora-micro-16-oz | gid://shopify/ProductVariant/42665852141642 | hmh00170,DRAFT | 11.99 | 1 | 1
floraduo-a-1-gal | gid://shopify/ProductVariant/42665852174410 | hmh00205,DRAFT | 40.96 | 7 | 7
florakleen-6-gal | gid://shopify/ProductVariant/42665852207178 | hmh00234,DRAFT | 115.89 | 8 | 8
floraduo-a-1-qt | gid://shopify/ProductVariant/42665852239946 | hmh00204,DRAFT | 16.37 | 21 | 21
flora-shield-1-gal | gid://shopify/ProductVariant/42665852272714 | hmh00230,DRAFT | 78.69 | 16 | 16
floralicious-bloom-1-qt | gid://shopify/ProductVariant/42665852403786 | hmh00213,DRAFT | 29.84 | 7 | 7
floralicious-bloom-2-5-gal | gid://shopify/ProductVariant/42665852436554 | hmh00215,DRAFT | 200.74 | 2 | 2
floralicious-plus-1-gal | gid://shopify/ProductVariant/42665852600394 | hmh00222,DRAFT | 87.48 | 11 | 11
floralicious-grow-1-qt | gid://shopify/ProductVariant/42665852567626 | hmh00216,DRAFT | 28.89 | 32 | 32
floranectar-fruitnfusion-1-qt | gid://shopify/ProductVariant/42665852534858 | hmh00223,DRAFT | 22.99 | 10 | 10
floralicious-grow-2-5-gal | gid://shopify/ProductVariant/42665852633162 | hmh00218,DRAFT | 200.74 | 2 | 2
floranectar-coconut-1-qt | gid://shopify/ProductVariant/42665852797002 | hmh01148,DRAFT | 22.99 | 15 | 15
floralicious-grow-1-gal | gid://shopify/ProductVariant/42665852665930 | hmh00217,DRAFT | 87.48 | 11 | 11
floralicious-plus-8-oz | gid://shopify/ProductVariant/42665852764234 | hmh00219,DRAFT | 24.99 | 24 | 24
floralicious-plus-32-oz | gid://shopify/ProductVariant/42665852862538 | hmh00221,DRAFT | 100.00 | 17 | 17
floranectar-pineapple-1-gal | gid://shopify/ProductVariant/42665852698698 | hmh00227,DRAFT | 62.99 | 11 | 11
floranectar-fruitnfusion-2-5-gal | gid://shopify/ProductVariant/42665852928074 | hmh00225,DRAFT | 139.95 | 2 | 2
floranova-bloom-16-oz | gid://shopify/ProductVariant/42665852829770 | hmh00189,DRAFT | 11.99 | 1 | 1
floranova-bloom-1-qt | gid://shopify/ProductVariant/42665852895306 | hmh00190,DRAFT | 29.84 | 7 | 7
