SKU,variantId,productHandle,status,currentQtyAtLocation,targetQty,deltaQty,currentPrice,targetPrice,currentCost,targetCost,currentBarcode,targetBarcode,action
506,gid://shopify/ProductVariant/42665862758474,mondi-propagation-tray,ACTIVE,5,,,2.46,,0.89,,6911111772200,6911111772200,NO_CHANGE
531,gid://shopify/ProductVariant/42665859121226,jetfan-blower-12-in-1140-cfm,ACTIVE,1,,,273.65,,139.95,,0628507101053,0628507101053,NO_CHANGE
543,,,,,,,,,,,,0837654466322,SKIP_MISSING_IN_SHOPIFY
570,gid://shopify/ProductVariant/42665857122378,humboldt-honey-hydro-carbs-1-qt,DRAFT,24,,,12.59,,6.44,,0837654466667,0837654466667,NO_CHANGE
597,,,,,,,,,,,,0837654833933,SKIP_MISSING_IN_SHOPIFY
624,gid://shopify/ProductVariant/42665857876042,humboldt-roots-50-ml,DRAFT,2,,,21.51,,11.0,,0837654417300,0837654417300,NO_CHANGE
397,,,,,,,,,,,,0891262001450,SKIP_MISSING_IN_SHOPIFY
424,gid://shopify/ProductVariant/42694128795722,the-trimpro-bundle,ACTIVE,0,,,173.02,,115.0,,691111064563045,691111064563045,NO_CHANGE
480,gid://shopify/ProductVariant/42665821274186,4-ft-laser-drilled-sprayline,ACTIVE,7,,,9.50,,5.83,,0793094980043,0793094980043,REVIEW_DUPLICATE
480,gid://shopify/ProductVariant/42665827532874,4-laser-sprayline,ACTIVE,7,,,9.50,,5.83,,0793094980043,0793094980043,REVIEW_DUPLICATE
544,gid://shopify/ProductVariant/42665868787786,prozyme-1-qt,DRAFT,17,,,39.10,,20.0,,0837654466360,0837654466360,NO_CHANGE
571,gid://shopify/ProductVariant/42665856532554,humboldt-honey-hydro-carbs-1-gal,DRAFT,8,,,42.31,,5.41,,0837654466674,0837654466674,NO_CHANGE
598,,,,,,,,,,,,0837654833940,SKIP_MISSING_IN_SHOPIFY
625,gid://shopify/ProductVariant/42665859317834,humboldt-roots-125-ml,DRAFT,41,,,41.06,,21.0,,0837654417317,0837654417317,NO_CHANGE
339,,,,,,,,,,,,0018171558008,SKIP_MISSING_IN_SHOPIFY
215,,,,,,,,,,,,0659627010079,SKIP_MISSING_IN_SHOPIFY
216,gid://shopify/ProductVariant/42676518748234,verde-growth-catalyst,DRAFT,2,,,48.86,,22.0,,0659627010017,0659627010017,NO_CHANGE
217,,,,,,,,,,,,0659627010048,SKIP_MISSING_IN_SHOPIFY
218,gid://shopify/ProductVariant/42675753451594,ultra-premium-connoisseur,DRAFT,5,,,45.95,,15.0,,6599627014145,6599627014145,NO_CHANGE
219,gid://shopify/ProductVariant/42675753517130,ultra-premium-connoisseur,DRAFT,4,,,45.95,,15.0,,0659627014152,0659627014152,NO_CHANGE
148,,,,,,,,,,,,0736211378019,SKIP_MISSING_IN_SHOPIFY
150,gid://shopify/ProductVariant/42665866494026,ph-up-1-qt,DRAFT,3,,,29.24,,13.75,,0793094015233,0793094015233,REVIEW_DUPLICATE
150,gid://shopify/ProductVariant/42665866625098,ph-up-1-gal,DRAFT,3,,,29.24,,13.75,,0793094015233,0793094015233,REVIEW_DUPLICATE
151,,,,,,,,,,,,0689076935777,SKIP_MISSING_IN_SHOPIFY
152,,,,,,,,,,,,0689076464864,SKIP_MISSING_IN_SHOPIFY
482,,,,,,,,,,,,0793094980166,SKIP_MISSING_IN_SHOPIFY
546,,,,,,,,,,,,0837654466384,SKIP_MISSING_IN_SHOPIFY
573,,,,,,,,,,,,0837654466698,SKIP_MISSING_IN_SHOPIFY
600,,,,,,,,,,,,0837654833964,SKIP_MISSING_IN_SHOPIFY
627,gid://shopify/ProductVariant/42665859153994,humboldt-roots-500-ml,DRAFT,0,,,112.41,,9.58,,0837654417331,0837654417331,NO_CHANGE
653,gid://shopify/ProductVariant/42665866592330,ph-test-indicator-8-oz,ACTIVE,24,,,10.52,,5.39,,0793094015165,0793094015165,NO_CHANGE
669,gid://shopify/ProductVariant/42665863348298,myco-madness-soluble-4-oz,DRAFT,16,,,25.42,,13.0,,0837654466926,0837654466926,NO_CHANGE
456,,,,,,,,,,,,0689076048361,SKIP_MISSING_IN_SHOPIFY
547,,,,,,,,,,,,0837654466391,SKIP_MISSING_IN_SHOPIFY
574,gid://shopify/ProductVariant/42665856598090,humboldt-dueceduece-1-qt,DRAFT,13,,,17.16,,8.78,,0837654466711,0837654466711,NO_CHANGE
601,,,,,,,,,,,,0837654833971,SKIP_MISSING_IN_SHOPIFY
628,gid://shopify/ProductVariant/42665850372170,flora-micro-6-gal,DRAFT,1,,,184.79,,85.0,,0793094016179,0793094016179,REVIEW_DUPLICATE
628,gid://shopify/ProductVariant/42665856041034,hard-water-flora-micro-6-gal,DRAFT,1,,,184.79,,85.0,,0793094016179,0793094016179,REVIEW_DUPLICATE
670,gid://shopify/ProductVariant/42665863381066,myco-madness-soluble-8-oz,DRAFT,36,,,48.88,,25.0,,0837654466933,0837654466933,NO_CHANGE
428,,,,,,,,,,,,0691111206438,SKIP_MISSING_IN_SHOPIFY
511,,,,,,,,,,,,0872187000902,SKIP_MISSING_IN_SHOPIFY
548,,,,,,,,,,,,0837654466407,SKIP_MISSING_IN_SHOPIFY
575,,,,,,,,,,,,0837654466728,SKIP_MISSING_IN_SHOPIFY
602,,,,,,,,,,,,0837654833988,SKIP_MISSING_IN_SHOPIFY
629,,,,,,,,,,,,0793094014335,SKIP_MISSING_IN_SHOPIFY
671,gid://shopify/ProductVariant/42665863249994,myco-madness-soluble-1-lb,DRAFT,6,,,87.98,,45.0,,0837654466940,0837654466940,NO_CHANGE
458,,,,,,,,,,,,0705105761176,SKIP_MISSING_IN_SHOPIFY
485,,,,,,,,,,,,0793094041201,SKIP_MISSING_IN_SHOPIFY
512,,,,,,,,,,,,6911111098865,SKIP_MISSING_IN_SHOPIFY
549,gid://shopify/ProductVariant/42665859874890,humboldt-oneness-1-qt,DRAFT,23,,,23.46,,12.0,,0837654466414,0837654466414,NO_CHANGE
576,,,,,,,,,,,,0837654466735,SKIP_MISSING_IN_SHOPIFY
603,gid://shopify/ProductVariant/42665856860234,humboldt-grow-1-qt,DRAFT,15,,,11.44,,5.85,,0837654466018,0837654466018,REVIEW_DUPLICATE
603,gid://shopify/ProductVariant/42665871835210,sledgehammer-1-qt,ACTIVE,15,,,11.44,,5.85,,0837654466018,0837654466018,REVIEW_DUPLICATE
656,,,,,,,,,,,,0793094032209,SKIP_MISSING_IN_SHOPIFY
672,gid://shopify/ProductVariant/42665863315530,myco-madness-soluble-5-lbs,DRAFT,0,,,391.00,,200.0,,0837654466957,0837654466957,NO_CHANGE
430,gid://shopify/ProductVariant/42665876258890,trimbox-replacement-grate,ACTIVE,0,,,38.12,,25.0,,0691116045633,0691116045633,REVIEW_DUPLICATE
430,gid://shopify/ProductVariant/42665879109706,trimbox-replacement-bag,ACTIVE,0,,,38.12,,25.0,,0691116045633,0691116045633,REVIEW_DUPLICATE
430,gid://shopify/ProductVariant/42678839312458,trimpro-rotor,DRAFT,0,,,38.12,,25.0,,0691116045633,0691116045633,REVIEW_DUPLICATE
430,gid://shopify/ProductVariant/42679305928778,the-trimpro,DRAFT,0,,,38.12,,25.0,,0691116045633,0691116045633,REVIEW_DUPLICATE
513,,,,,,,,,,,,0691111106540,SKIP_MISSING_IN_SHOPIFY
550,,,,,,,,,,,,0837654466421,SKIP_MISSING_IN_SHOPIFY
577,,,,,,,,,,,,0837654466742,SKIP_MISSING_IN_SHOPIFY
604,,,,,,,,,,,,0837654466025,SKIP_MISSING_IN_SHOPIFY
657,,,,,,,,,,,,0793094032216,SKIP_MISSING_IN_SHOPIFY
673,,,,,,,,,,,,0837654466964,SKIP_MISSING_IN_SHOPIFY
683,,,,,,,,,,,,0870883005689,SKIP_MISSING_IN_SHOPIFY
487,,,,,,,,,,,,0793094800518,SKIP_MISSING_IN_SHOPIFY
514,gid://shopify/ProductVariant/42665849094218,drying-rack-4-tier-2,DRAFT,39,,,39.95,,16.0,,0691111776677,0691111776677,REVIEW_DUPLICATE
514,gid://shopify/ProductVariant/42665876062282,the-rack-collapsible-drying-system-2,DRAFT,39,,,39.95,,16.0,,0691111776677,0691111776677,REVIEW_DUPLICATE
551,,,,,,,,,,,,0837654466438,SKIP_MISSING_IN_SHOPIFY
578,gid://shopify/ProductVariant/42665856270410,hum-bolt-1-qt,DRAFT,31,,,17.16,,0.73,,0837654466766,0837654466766,NO_CHANGE
605,,,,,,,,,,,,0837654466032,SKIP_MISSING_IN_SHOPIFY
674,gid://shopify/ProductVariant/42665863479370,myco-maximum-granular-8-oz,DRAFT,15,,,29.33,,15.0,,0837654466971,0837654466971,NO_CHANGE
405,,,,,,,,,,,,0793094981132,SKIP_MISSING_IN_SHOPIFY
515,gid://shopify/ProductVariant/42665827565642,5-gallon-electric-washing-machine-w-220-micro-bag,ACTIVE,4,,,199.00,,141.0,,0626853107170,0626853107170,REVIEW_DUPLICATE
515,gid://shopify/ProductVariant/42665853419594,guano-filtration-220u-washer-bag-5-gallon,ACTIVE,4,,,199.00,,141.0,,0626853107170,0626853107170,REVIEW_DUPLICATE
552,,,,,,,,,,,,0837654466445,SKIP_MISSING_IN_SHOPIFY
579,gid://shopify/ProductVariant/42665856761930,hum-bolt-1-gal,DRAFT,7,,,57.18,,7.31,,0837654466773,0837654466773,NO_CHANGE
606,,,,,,,,,,,,0837654466049,SKIP_MISSING_IN_SHOPIFY
675,gid://shopify/ProductVariant/42665863413834,myco-maximum-granular-1-lb,DRAFT,0,,,48.88,,25.0,,0837654466988,0837654466988,NO_CHANGE
433,,,,,,,,,,,,0840470002148,SKIP_MISSING_IN_SHOPIFY
553,,,,,,,,,,,,0837654466452,SKIP_MISSING_IN_SHOPIFY
580,gid://shopify/ProductVariant/42665856401482,hum-bolt-2-5-gal,DRAFT,1,,,131.95,,33.64,,0837654466780,0837654466780,NO_CHANGE
607,gid://shopify/ProductVariant/42665856434250,humboldt-bloom-1-qt,DRAFT,19,,,11.44,,5.85,,0837654466063,0837654466063,NO_CHANGE
676,gid://shopify/ProductVariant/42665863446602,myco-maximum-granular-5-lbs,DRAFT,1,,,195.50,,100.0,,0837654466995,0837654466995,NO_CHANGE
490,gid://shopify/ProductVariant/42665876160586,texas-controller-16-units,ACTIVE,1,,,270.44,,166.0,,0793094046107,0793094046107,NO_CHANGE
554,,,,,,,,,,,,0837654466469,SKIP_MISSING_IN_SHOPIFY
581,gid://shopify/ProductVariant/42665857450058,humboldt-sea-cal-1-qt,DRAFT,12,,,33.23,,17.0,,0837654466827,0837654466827,NO_CHANGE
608,,,,,,,,,,,,0837654466070,SKIP_MISSING_IN_SHOPIFY
661,gid://shopify/ProductVariant/42665846472778,cocotek-planter-14-in,ACTIVE,0,,,18.28,,9.35,,0793094981262,0793094981262,NO_CHANGE
677,,,,,,,,,,,,0837654478875,SKIP_MISSING_IN_SHOPIFY
435,,,,,,,,,,,,0840470002155,SKIP_MISSING_IN_SHOPIFY
464,,,,,,,,,,,,0699911111450,SKIP_MISSING_IN_SHOPIFY
491,,,,,,,,,,,,0695111123452,SKIP_MISSING_IN_SHOPIFY
518,,,,,,,,,,,,0870883008567,SKIP_MISSING_IN_SHOPIFY
555,,,,,,,,,,,,0837654466476,SKIP_MISSING_IN_SHOPIFY
582,gid://shopify/ProductVariant/42665857679434,humboldt-sea-cal-1-gal,DRAFT,10,,,127.07,,16.25,,0837654466834,0837654466834,NO_CHANGE
609,,,,,,,,,,,,0837654466087,SKIP_MISSING_IN_SHOPIFY
678,gid://shopify/ProductVariant/42665856565322,humboldt-big-up-powder-1-lb,DRAFT,4,,,48.88,,25.0,,0837654478882,0837654478882,NO_CHANGE
492,,,,,,,,,,,,6911116564365,SKIP_MISSING_IN_SHOPIFY
556,gid://shopify/ProductVariant/42665853878346,ginormous-2-5-gal,DRAFT,0,,,215.05,,55.0,,0837654466483,0837654466483,NO_CHANGE
583,gid://shopify/ProductVariant/42665857744970,humboldt-sea-cal-2-5-gal,DRAFT,0,,,307.90,,78.75,,0837654466858,0837654466858,NO_CHANGE
610,,,,,,,,,,,,0837654466094,SKIP_MISSING_IN_SHOPIFY
637,,,,,,,,,,,,0793094014540,SKIP_MISSING_IN_SHOPIFY
679,gid://shopify/ProductVariant/42665856663626,humboldt-big-up-powder-5-lbs,DRAFT,6,,,195.50,,100.0,,0837654478899,0837654478899,NO_CHANGE
437,,,,,,,,,,,,0870883002886,SKIP_MISSING_IN_SHOPIFY
493,,,,,,,,,,,,69111155677854,SKIP_MISSING_IN_SHOPIFY
520,,,,,,,,,,,,0812111010287,SKIP_MISSING_IN_SHOPIFY
557,,,,,,,,,,,,0837654466490,SKIP_MISSING_IN_SHOPIFY
584,gid://shopify/ProductVariant/42665858662474,humboldt-sea-mag-1-qt,DRAFT,7,,,23.45,,12.0,,0837654466889,0837654466889,NO_CHANGE
611,gid://shopify/ProductVariant/42665857482826,humboldt-micro-1-qt,DRAFT,17,,,15.44,,7.9,,0837654466117,0837654466117,NO_CHANGE
664,gid://shopify/ProductVariant/42665870000202,rare-earth-1-5-lb,DRAFT,8,,,8.05,,4.12,,0793094013215,0793094013215,NO_CHANGE
680,,,,,,,,,,,,0837654883501,SKIP_MISSING_IN_SHOPIFY
438,,,,,,,,,,,,0870883008444,SKIP_MISSING_IN_SHOPIFY
467,,,,,,,,,,,,0752289790058,SKIP_MISSING_IN_SHOPIFY
494,,,,,,,,,,,,0793094027212,SKIP_MISSING_IN_SHOPIFY
558,gid://shopify/ProductVariant/42665856467018,humboldt-honey-es-1-qt,DRAFT,29,,,22.87,,11.7,,0837654466513,0837654466513,NO_CHANGE
585,gid://shopify/ProductVariant/42665858367562,humboldt-sea-mag-1-gal,DRAFT,5,,,78.19,,10.0,,0837654466896,0837654466896,NO_CHANGE
612,gid://shopify/ProductVariant/42665851945034,flora-micro-1-gal,DRAFT,1,,,35.46,,18.14,,0837654466124,0837654466124,REVIEW_DUPLICATE
612,gid://shopify/ProductVariant/42665855451210,hard-water-flora-micro-1-gal,DRAFT,1,,,35.46,,18.14,,0837654466124,0837654466124,REVIEW_DUPLICATE
639,,,,,,,,,,,,0793094015943,SKIP_MISSING_IN_SHOPIFY
665,,,,,,,,,,,,0793094013222,SKIP_MISSING_IN_SHOPIFY
681,,,,,,,,,,,,0837654883518,SKIP_MISSING_IN_SHOPIFY
559,gid://shopify/ProductVariant/42665857024074,humboldt-honey-es-1-gal,DRAFT,1,,,72.13,,36.86,,0837654466520,0837654466520,NO_CHANGE
586,gid://shopify/ProductVariant/42665858302026,humboldt-sea-mag-2-5-gal,DRAFT,2,,,185.72,,95.0,,0837654466902,0837654466902,NO_CHANGE
613,gid://shopify/ProductVariant/42665856729162,humboldt-micro-2-5-gal,DRAFT,3,,,81.19,,41.53,,0837654466131,0837654466131,NO_CHANGE
666,gid://shopify/ProductVariant/42665869901898,rare-earth-16-lb,DRAFT,1,,,45.94,,23.0,,0793094013239,0793094013239,NO_CHANGE
686,,,,,,,,,,,,0870883000431,SKIP_MISSING_IN_SHOPIFY
687,,,,,,,,,,,,0870883008734,SKIP_MISSING_IN_SHOPIFY
741,gid://shopify/ProductVariant/42665821175882,4-in-air-cooled-fittings-2-pk,ACTIVE,0,,,17.55,,9.5,,0691111164972,0691111164972,NO_CHANGE
822,gid://shopify/ProductVariant/42665851748426,extension-fitting-bag-of-10,ACTIVE,286,,,0.83,,0.45,,0757900827038,0757900827038,NO_CHANGE
849,,,,,,,,,,,,0845268005004,SKIP_MISSING_IN_SHOPIFY
876,gid://shopify/ProductVariant/42665844015178,block-ir-4-x-100-roll,DRAFT,1,,,206.89,,132.0,,0051000100252,0051000100252,NO_CHANGE
903,,,,,,,,,,,,0870883005412,SKIP_MISSING_IN_SHOPIFY
957,,,,,,,,,,,,0710895003313,SKIP_MISSING_IN_SHOPIFY
715,,,,,,,,,,,,0628507200015,SKIP_MISSING_IN_SHOPIFY
769,,,,,,,,,,,,0006911112023,SKIP_MISSING_IN_SHOPIFY
823,gid://shopify/ProductVariant/42665872064586,screen-fitting-bag-of-10,ACTIVE,166,,,0.83,,0.26,,0757900827045,0757900827045,NO_CHANGE
904,,,,,,,,,,,,0847127007327,SKIP_MISSING_IN_SHOPIFY
958,,,,,,,,,,,,0691111777564,SKIP_MISSING_IN_SHOPIFY
716,,,,,,,,,,,,0628507200039,SKIP_MISSING_IN_SHOPIFY
743,,,,,,,,,,,,0757900708450,SKIP_MISSING_IN_SHOPIFY
797,,,,,,,,,,,,0793094066211,SKIP_MISSING_IN_SHOPIFY
824,,,,,,,,,,,,0757900827052,SKIP_MISSING_IN_SHOPIFY
905,,,,,,,,,,,,0847127007334,SKIP_MISSING_IN_SHOPIFY
959,,,,,,,,,,,,0691111797860,SKIP_MISSING_IN_SHOPIFY
986,,,,,,,,,,,,0654197000055,SKIP_MISSING_IN_SHOPIFY
717,gid://shopify/ProductVariant/42665833988170,8-in-backdraft-damper,DRAFT,7,,,36.12,,22.0,,0628507200046,0628507200046,NO_CHANGE
744,,,,,,,,,,,,0757900710415,SKIP_MISSING_IN_SHOPIFY
798,gid://shopify/ProductVariant/42665821601866,4-in-site-plug-case-of-10,DRAFT,71,,,2.10,,1.06,,0793094066228,0793094066228,NO_CHANGE
825,,,,,,,,,,,,0069111177956,SKIP_MISSING_IN_SHOPIFY
906,,,,,,,,,,,,0870883005382,SKIP_MISSING_IN_SHOPIFY
718,,,,,,,,,,,,0628507200053,SKIP_MISSING_IN_SHOPIFY
799,gid://shopify/ProductVariant/42665834152010,6-in-site-plug-case-of-10,DRAFT,214,,,3.12,,1.6,,0793094066235,0793094066235,NO_CHANGE
907,,,,,,,,,,,,0870883005498,SKIP_MISSING_IN_SHOPIFY
773,gid://shopify/ProductVariant/42665841229898,badboy-t-5-4-ft-6-lamp-fixture-324-w,DRAFT,13,,,170.00,,98.27,,0812138010154,0812138010154,REVIEW_DUPLICATE
773,gid://shopify/ProductVariant/42665841164362,badboy-t-5-4-ft-8-lamp-fixture-432-w,DRAFT,13,,,170.00,,98.27,,0812138010154,0812138010154,REVIEW_DUPLICATE
827,,,,,,,,,,,,0691117755977,SKIP_MISSING_IN_SHOPIFY
854,,,,,,,,,,,,0659627002043,SKIP_MISSING_IN_SHOPIFY
693,,,,,,,,,,,,0691111734680,SKIP_MISSING_IN_SHOPIFY
774,gid://shopify/ProductVariant/42665840934986,badboy-t-5-4-ft-4-lamp-fixture-216-w,DRAFT,9,,,239.00,,136.8,,0713757876902,0713757876902,NO_CHANGE
828,,,,,,,,,,,,0691117777785,SKIP_MISSING_IN_SHOPIFY
855,,,,,,,,,,,,0833468001230,SKIP_MISSING_IN_SHOPIFY
963,gid://shopify/ProductVariant/42665810133066,1-2-grommet-bag-of-25,DRAFT,261,,,0.64,,0.21,,6911111146332,6911111146332,NO_CHANGE
721,,,,,,,,,,,,0628507100155,SKIP_MISSING_IN_SHOPIFY
775,,,,,,,,,,,,0069111117040,SKIP_MISSING_IN_SHOPIFY
829,,,,,,,,,,,,0691115546829,SKIP_MISSING_IN_SHOPIFY
856,,,,,,,,,,,,0691111225584,SKIP_MISSING_IN_SHOPIFY
910,,,,,,,,,,,,0870883005467,SKIP_MISSING_IN_SHOPIFY
937,,,,,,,,,,,,0870883002213,SKIP_MISSING_IN_SHOPIFY
964,,,,,,,,,,,,0691111117024,SKIP_MISSING_IN_SHOPIFY
991,,,,,,,,,,,,0631589000039,SKIP_MISSING_IN_SHOPIFY
695,,,,,,,,,,,,0691111022207,SKIP_MISSING_IN_SHOPIFY
776,,,,,,,,,,,,0812138010123,SKIP_MISSING_IN_SHOPIFY
696,,,,,,,,,,,,0628507302016,SKIP_MISSING_IN_SHOPIFY
777,gid://shopify/ProductVariant/42665840836682,badboy-t-5-4-ft-16-lamp-fixture-864-w,DRAFT,16,,,499.00,,296.66,,0069111177548,0069111177548,NO_CHANGE
804,,,,,,,,,,,,0079309404112,SKIP_MISSING_IN_SHOPIFY
858,,,,,,,,,,,,0778349855062,SKIP_MISSING_IN_SHOPIFY
912,,,,,,,,,,,,0653341230645,SKIP_MISSING_IN_SHOPIFY
993,,,,,,,,,,,,0631589000251,SKIP_MISSING_IN_SHOPIFY
697,,,,,,,,,,,,0628507302023,SKIP_MISSING_IN_SHOPIFY
832,,,,,,,,,,,,0793094027373,SKIP_MISSING_IN_SHOPIFY
342,gid://shopify/ProductVariant/42665848209482,doktor-doom-total-fogger-5-5-oz,ACTIVE,42,,,15.99,,6.86,,0628683446061,0628683446061,NO_CHANGE
343,,,,,,,,,,,,0628683447075,SKIP_MISSING_IN_SHOPIFY
344,,,,,,,,,,,,0628683115059,SKIP_MISSING_IN_SHOPIFY
345,gid://shopify/ProductVariant/42665852272714,flora-shield-1-gal,DRAFT,16,,,78.69,,40.25,,0793094015097,0793094015097,NO_CHANGE
349,,,,,,,,,,,,0870883009373,SKIP_MISSING_IN_SHOPIFY
350,,,,,,,,,,,,0638104401111,SKIP_MISSING_IN_SHOPIFY
454,,,,,,,,,,,,0793094032537,SKIP_MISSING_IN_SHOPIFY
545,,,,,,,,,,,,0837654466377,SKIP_MISSING_IN_SHOPIFY
572,gid://shopify/ProductVariant/42665856991306,humboldt-honey-hydro-carbs-2-5-gal,DRAFT,0,,,91.49,,23.4,,0837654466681,0837654466681,NO_CHANGE
599,,,,,,,,,,,,0837654833957,SKIP_MISSING_IN_SHOPIFY
626,gid://shopify/ProductVariant/42665859252298,humboldt-roots-250-ml,DRAFT,12,,,68.43,,35.0,,0837654417324,0837654417324,NO_CHANGE
652,gid://shopify/ProductVariant/42665865936970,ph-test-kit-1-oz,ACTIVE,8,,,10.99,,3.77,,0793094015158,0793094015158,NO_CHANGE
835,gid://shopify/ProductVariant/42665876783178,tnc-1-4-hp-1250-gph,ACTIVE,3,,,179.21,,116.0,,0793094027076,0793094027076,NO_CHANGE
862,gid://shopify/ProductVariant/42665869738058,quick-roots-gel-2-oz,ACTIVE,17,,,15.25,,9.35,,0691111166677,0691111166677,NO_CHANGE
889,gid://shopify/ProductVariant/42665851355210,flashgro-50-roll,DRAFT,2,,,49.85,,30.76,,0692236000086,0692236000086,NO_CHANGE
916,gid://shopify/ProductVariant/42665850142794,ecoplus-633-gph,DRAFT,8,,,45.44,,24.8,,0870883005344,0870883005344,NO_CHANGE
728,,,,,,,,,,,,6911111106432,SKIP_MISSING_IN_SHOPIFY
782,,,,,,,,,,,,0870883008024,SKIP_MISSING_IN_SHOPIFY
836,gid://shopify/ProductVariant/42665827598410,40-micron-filter-for-tnc-pump,ACTIVE,5,,,13.19,,6.9,,0691110848755,0691110848755,NO_CHANGE
863,gid://shopify/ProductVariant/42665869770826,quick-roots-gel-8-oz,ACTIVE,0,,,34.92,,21.43,,0691111122202,0691111122202,NO_CHANGE
890,gid://shopify/ProductVariant/42665850601546,flashgro-100-roll,DRAFT,0,,,91.69,,56.95,,0692236000093,0692236000093,NO_CHANGE
917,,,,,,,,,,,,0870883005351,SKIP_MISSING_IN_SHOPIFY
998,gid://shopify/ProductVariant/42665876684874,timemist-plus-programmable-dispenser-2,DRAFT,3,,,50.78,,31.0,,0043725000023,0043725000023,NO_CHANGE
702,,,,,,,,,,,,0060672136049,SKIP_MISSING_IN_SHOPIFY
729,,,,,,,,,,,,0691111643226,SKIP_MISSING_IN_SHOPIFY
756,,,,,,,,,,,,0691111179992,SKIP_MISSING_IN_SHOPIFY
783,,,,,,,,,,,,0870883008000,SKIP_MISSING_IN_SHOPIFY
837,,,,,,,,,,,,0025033125056,SKIP_MISSING_IN_SHOPIFY
864,,,,,,,,,,,,0837654967409,SKIP_MISSING_IN_SHOPIFY
703,,,,,,,,,,,,0691117777123,SKIP_MISSING_IN_SHOPIFY
730,,,,,,,,,,,,0691111685549,SKIP_MISSING_IN_SHOPIFY
757,gid://shopify/ProductVariant/42676506624074,ultragrow-a-c,ACTIVE,0,,,145.65,,85.0,,0691111177324,0691111177324,NO_CHANGE
784,,,,,,,,,,,,0793094041607,SKIP_MISSING_IN_SHOPIFY
838,gid://shopify/ProductVariant/42665849258058,dual-diaphram-air-pump,ACTIVE,1,,,115.00,,50.6,,0793094027168,0793094027168,REVIEW_DUPLICATE
838,gid://shopify/ProductVariant/42665849585738,dual-diaphragm-air-pump,ACTIVE,1,,,115.00,,50.6,,0793094027168,0793094027168,REVIEW_DUPLICATE
865,,,,,,,,,,,,0837654967416,SKIP_MISSING_IN_SHOPIFY
704,,,,,,,,,,,,0816142020567,SKIP_MISSING_IN_SHOPIFY
758,gid://shopify/ProductVariant/42676506591306,ultragrow-a-c,ACTIVE,8,,,69.00,,61.99,,6911111173002,6911111173002,NO_CHANGE
785,,,,,,,,,,,,0793094041614,SKIP_MISSING_IN_SHOPIFY
812,gid://shopify/ProductVariant/42665812852810,10-in-bucket-basket,DRAFT,20,,,4.98,,2.25,,0718122809400,0718122809400,NO_CHANGE
839,gid://shopify/ProductVariant/42665861152842,mag-drive-2-pump-250-gph,DRAFT,12,,,71.68,,44.0,,0793094027007,0793094027007,NO_CHANGE
866,,,,,,,,,,,,0837654967423,SKIP_MISSING_IN_SHOPIFY
920,gid://shopify/ProductVariant/42665849487434,ecoplus-small-pump-filter-bag,DRAFT,4,,,9.58,,4.9,,0870883008451,0870883008451,NO_CHANGE
974,,,,,,,,,,,,0691111777333,SKIP_MISSING_IN_SHOPIFY
705,,,,,,,,,,,,0691117777111,SKIP_MISSING_IN_SHOPIFY
786,,,,,,,,,,,,0793094041621,SKIP_MISSING_IN_SHOPIFY
813,gid://shopify/ProductVariant/42665819504714,3-75-mesh-basket,DRAFT,64,,,0.72,,0.24,,0870883008277,0870883008277,NO_CHANGE
840,gid://shopify/ProductVariant/42665861218378,mag-drive-3-pump-350-gph,DRAFT,2,,,73.29,,48.0,,0793094027014,0793094027014,NO_CHANGE
921,gid://shopify/ProductVariant/42665809936458,1-grommet-bag-of-10,DRAFT,12,,,11.24,,5.75,,0870883005306,0870883005306,REVIEW_DUPLICATE
921,gid://shopify/ProductVariant/42665849126986,ecoplus-large-pump-filter-bag,DRAFT,12,,,11.24,,5.75,,0870883005306,0870883005306,REVIEW_DUPLICATE
948,,,,,,,,,,,,0870883008505,SKIP_MISSING_IN_SHOPIFY
1002,gid://shopify/ProductVariant/42665873866826,stealth-ro-100-200-sediment-filter,ACTIVE,0,,,14.17,,8.6,,0812111010126,0812111010126,NO_CHANGE
706,,,,,,,,,,,,0691117777122,SKIP_MISSING_IN_SHOPIFY
760,gid://shopify/ProductVariant/42665875079242,sunsoaker-parabolic-reflector-w-horizonal-socket-bracket,ACTIVE,11,,,130.99,,81.0,,6911111170004,6911111170004,NO_CHANGE
787,,,,,,,,,,,,0793094041652,SKIP_MISSING_IN_SHOPIFY
814,gid://shopify/ProductVariant/42665827631178,5-mesh-basket,DRAFT,16,,,1.01,,0.5,,0870883008284,0870883008284,REVIEW_DUPLICATE
814,gid://shopify/ProductVariant/42665827729482,5-net-pot,DRAFT,16,,,1.01,,0.5,,0870883008284,0870883008284,REVIEW_DUPLICATE
841,gid://shopify/ProductVariant/42665861382218,mag-drive-7-pump-700-gph,DRAFT,2,,,102.14,,62.4,,0793094027038,0793094027038,NO_CHANGE
868,,,,,,,,,,,,0659627002029,SKIP_MISSING_IN_SHOPIFY
895,gid://shopify/ProductVariant/42665840246858,add-a-lamp-hardware-kit-trolley-and-mounting-hardware,ACTIVE,12,,,23.41,,14.37,,0689001390015,0689001390015,NO_CHANGE
949,,,,,,,,,,,,0691111665600,SKIP_MISSING_IN_SHOPIFY
976,,,,,,,,,,,,0984531400600,SKIP_MISSING_IN_SHOPIFY
1003,gid://shopify/ProductVariant/42665873801290,stealth-ro-100-200-carbon-filter,ACTIVE,8,,,16.50,,9.5,,0812111010454,0812111010454,REVIEW_DUPLICATE
