product_id,product_handle,product_title,product_status,product_vendor,product_type,variant_id,variant_title,sku,barcode,price,compare_at_price,cost_amount,cost_currency,inv_total_all_locations,inv_at_target_location,inv_detail_json
gid://shopify/Product/8043136548938,trimbox-replacement-bag,TRIMBOX replacement bag,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665879109706,Default Title,hmh00761,0691116045633,38.12,,25.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043136647242,uno-gen-2eng,UNO GEN-2eNG,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665879371850,Default Title,GEN-2eNG,,200.00,417.00,,,100,100,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":100}]"
gid://shopify/Product/8043136680010,tsc-1-24-hour-timestat,TSC-1 - 24 hour / Timestat,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665879306314,Default Title,hmh00634,,132.00,165.00,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043136745546,yellow-label-finisher,Yellow Label * Finisher,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665879240778,Default Title,,,75.97,,,,99,99,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":99}]"
gid://shopify/Product/8043136843850,uno-gen-1-elp-propane,UNO GEN-1 elp Propane,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665879437386,Default Title,GEN-1eLP,0051000001153,390.02,399.00,275.0,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8043136876618,white-rhino-feminised-afghan-x-brazilian-x-south-indian-photo-5-seed,White Rhino (Feminised) Afghan x Brazilian x South Indian Photo-5 Seed,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665879535690,Default Title,,,45.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043137105994,tritan-s-trawl-gallon-organic-bloom-booster-nectar-for-the-gods-fishbone-meal,Tritan’s Trawl Gallon | Organic Bloom Booster | Nectar for the Gods| Fishbone Meal,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42678787899466,Gallon,hmh01414,0812863010740,36.95,,18.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043137269834,xtreme-tea-brews-90-gm-pack,Xtreme Tea Brews 90 gm pack,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665879961674,Default Title,hmh01237,,10.99,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043137466442,zero-tolerance-pest-control-gal,Zero Tolerance <b>Pest Control</b>,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668475744330,Gallon,hmh00555,0890053002027,58.65,85.00,30.0,USD,5,5,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":5}]"
gid://shopify/Product/8043137466442,zero-tolerance-pest-control-gal,Zero Tolerance <b>Pest Control</b>,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668475777098,Quart,hmh00554,0890053002041,58.65,85.00,30.0,USD,13,13,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":13}]"
gid://shopify/Product/8044518932554,yield-up-9-47-9-product-enrichment,Yield Up 9-47-9 | Product Enrichment,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668865978442,500 g,hmh00312,0069223601888,232.70,,129.7,USD,3,3,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":3}]"
gid://shopify/Product/8044518932554,yield-up-9-47-9-product-enrichment,Yield Up 9-47-9 | Product Enrichment,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668866011210,2 kg,hmh00313,,94.99,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8044518932554,yield-up-9-47-9-product-enrichment,Yield Up 9-47-9 | Product Enrichment,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668866043978,10 kg,hmh00314,,232.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8044528107594,uno-2-speed-controlled-in-line-blowers,UNO-2 Speed Controlled In-Line Blowers,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668914769994,"UNO-2 Speed 4"" in line Blower 190 cfm",hmh01584,0696859061448,102.59,104.95,49.95,USD,6,6,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":6}]"
gid://shopify/Product/8044528107594,uno-2-speed-controlled-in-line-blowers,UNO-2 Speed Controlled In-Line Blowers,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668914802762,"UNO-2 Speed 6"" in line Blower 440 cfm",hmh01585,0696859061431,128.75,129.95,61.0,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8044528107594,uno-2-speed-controlled-in-line-blowers,UNO-2 Speed Controlled In-Line Blowers,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668914835530,"UNO-2 Speed 8"" in line Blower 750 cfm",hmh01586,0696859061462,166.13,169.95,81.0,USD,5,5,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":5}]"
gid://shopify/Product/8044528107594,uno-2-speed-controlled-in-line-blowers,UNO-2 Speed Controlled In-Line Blowers,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42668914868298,"UNO-2 Speed 10"" in line Blower 845 cfm",hmh01587,0696859061479,215.00,219.95,104.95,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8044608618570,uno-grow-tent,UNO Grow Tent,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42669521207370,"UNO 2' x 4' (48"" X 24"" X 60"") Grow Tent",hmh01381,0000200000381,289.00,390.00,129.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8044608618570,uno-grow-tent,UNO Grow Tent,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42669521240138,"UNO 4' x 8 ' (48"" X 96"" X 78"") Grow Tent",hmh01382,0000200000381,289.00,390.00,129.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045626458186,ultra-premium-connoisseur,Ultra-premium Connoisseur (Advanced Nutrients pH Perfect Connoisseur),DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42675753418826,Ultra-premium Connoisseur Part-A (1 lt),hmh01065,0845268005042,30.89,,19.75,USD,15,15,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":15}]"
gid://shopify/Product/8045626458186,ultra-premium-connoisseur,Ultra-premium Connoisseur (Advanced Nutrients pH Perfect Connoisseur),DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42675753451594,Ultra-premium Connoisseur Part-A (1 gal),hmh01066,6599627014145,45.95,,15.0,USD,5,5,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":5}]"
gid://shopify/Product/8045626458186,ultra-premium-connoisseur,Ultra-premium Connoisseur (Advanced Nutrients pH Perfect Connoisseur),DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42675753484362,Ultra-premium Connoisseur Part-B (1 lt),hmh01067,0845268005042,30.89,,19.75,USD,15,15,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":15}]"
gid://shopify/Product/8045626458186,ultra-premium-connoisseur,Ultra-premium Connoisseur (Advanced Nutrients pH Perfect Connoisseur),DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42675753517130,Ultra-premium Connoisseur Part-B (1 gal),hmh01068,0659627014152,45.95,,15.0,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8045736460362,vortex-powerfans,Vortex Powerfans,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676394524746,Vortex 4 in 172 cfm,hmh00774,0840470000168,149.95,,86.65,USD,10,10,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":10}]"
gid://shopify/Product/8045736460362,vortex-powerfans,Vortex Powerfans,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676394557514,Vortex 6 in 450 cfm,hmh00775,0628507100049,211.09,,129.95,USD,10,10,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":10}]"
gid://shopify/Product/8045736460362,vortex-powerfans,Vortex Powerfans,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676394590282,Vortex 8 in 747 cfm,hmh00776,0628507100063,264.85,,164.95,USD,8,8,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":8}]"
gid://shopify/Product/8045736460362,vortex-powerfans,Vortex Powerfans,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676394623050,Vortex 12 in 1140 cfm,hmh00777,0628507100094,403.66,,239.95,USD,8,8,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":8}]"
gid://shopify/Product/8045736460362,vortex-powerfans,Vortex Powerfans,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676394655818,Vortex 12 in 2050 cfm - V-Series,hmh00778,0628507100094,403.66,,239.95,USD,8,8,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":8}]"
gid://shopify/Product/8045750517834,ultragrow-cool-tube,Ultragrow Cool Tube,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676476870730,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",hmh00519,,69.95,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045750517834,ultragrow-cool-tube,Ultragrow Cool Tube,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676476903498,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",hmh00518,,89.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045753860170,ultragrow-a-c,Ultragrow A/C,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42676506591306,Ultragrow A/C 8 in. with saftey glass & socket set w/ 15 ft cord,hmh00521,6911111173002,69.00,164.99,61.99,USD,8,8,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":8}]"
gid://shopify/Product/8045753860170,ultragrow-a-c,Ultragrow A/C,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42676506624074,Ultragrow A/C 6 in. with saftey glass & socket set w/ 15 ft cord,hmh00520,0691111177324,145.65,149.99,85.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045757071434,verde-growth-catalyst,Verde Growth Catalyst - Humboldt Nutrients Verde 16-1-2,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676518715466,Verde Growth Catalyst 1 gal,hmh00415,0682863044720,45.00,90.00,22.5,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8045757071434,verde-growth-catalyst,Verde Growth Catalyst - Humboldt Nutrients Verde 16-1-2,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42676518748234,Verde Growth Catalyst 1 qt,hmh00414,0659627010017,48.86,30.00,22.0,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8045908688970,winter-frost-quart-ripening-finisher-new-millennium-nutrients,Winter Frost Quart | Ripening Finisher | New Millennium Nutrients,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42678797140042,Quart,hmh01475,0673681034727,48.28,,24.14,USD,49,49,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":49}]"
gid://shopify/Product/8045908688970,winter-frost-quart-ripening-finisher-new-millennium-nutrients,Winter Frost Quart | Ripening Finisher | New Millennium Nutrients,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42678797172810,Gallon,hmh01476,1947372811119191,509.68,,254.78,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8045908688970,winter-frost-quart-ripening-finisher-new-millennium-nutrients,Winter Frost Quart | Ripening Finisher | New Millennium Nutrients,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42678797205578,2.5 Gallon,hmh01477,0649906580775,289.70,,144.85,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8045909672010,vitamino-amino-acid-supplement-advanced-plant-growth,Vitamino Amino Acid Supplement | Advanced Plant Growth,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42678800023626,Gallon,hmh01364,0765462016364,75.65,,34.1,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045909672010,vitamino-amino-acid-supplement-advanced-plant-growth,Vitamino Amino Acid Supplement | Advanced Plant Growth,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42678800056394,Quart,hmh01365,,30.59,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045921730634,trimpro-rotor,TRIMPRO ROTOR,DRAFT,H Moon Hydro,,gid://shopify/ProductVariant/42678839214154,"TRIMPRO ROTOR - grate size 1/4""",hmh00665,,1795.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045921730634,trimpro-rotor,TRIMPRO ROTOR,DRAFT,H Moon Hydro,,gid://shopify/ProductVariant/42678839246922,TRIMPRO ROTOR Work Station w/ Rotor,hmh00666,,2050.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045921730634,trimpro-rotor,TRIMPRO ROTOR,DRAFT,H Moon Hydro,,gid://shopify/ProductVariant/42678839279690,TRIMPRO ROTOR Exit Chute,hmh00768,69111064302305,1559.11,,1065.0,USD,3,3,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":3}]"
gid://shopify/Product/8045921730634,trimpro-rotor,TRIMPRO ROTOR,DRAFT,H Moon Hydro,,gid://shopify/ProductVariant/42678839312458,TRIMPRO ROTOR replacement motor,hmh00769,0691116045633,38.12,,25.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045936312394,trimpro-unplugged,TRIMPRO UNPLUGGED,ACTIVE,H Moon Hydro,,gid://shopify/ProductVariant/42678998990922,Default Title,hmh01255,,349.95,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045947617354,the-trimpro,The TRIMPRO,DRAFT,H Moon Hydro,,gid://shopify/ProductVariant/42679071146058,TRIMPRO replacement grate mixed,hmh00755,6911111106346,1905.15,,1299.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8045947617354,the-trimpro,The TRIMPRO,DRAFT,H Moon Hydro,,gid://shopify/ProductVariant/42679071178826,"TRIMPRO replacement grate original 1/4""",hmh00753,69111160446323,1559.11,,1065.0,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8045947617354,the-trimpro,The TRIMPRO,DRAFT,H Moon Hydro,,gid://shopify/ProductVariant/42679305928778,TRIMPRO XL replacement bag,hmh00764,0691116045633,38.12,,25.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047601680458,general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-4,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694037635146,CocoTek grow A Qts.,hmh01556,,15.89,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047601680458,general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-4,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694037667914,CocoTek Grow B Qts.,hmh01557,,15.89,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047601680458,general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-4,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694037700682,CocoTek Grow A Gal.,hmh01560,,34.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047601680458,general-hydroponics-cocotek-grow-a-3-0-1-b-1-2-4,General Hydroponics® CocoTek® Grow - A 3 - 0 - 1 & B 1 - 2 - 4,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694037733450,CocoTek Grow B Gal.,hmh01561,,34.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047601909834,hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient,HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694038224970,Ionic® PK Boost 0-5-6 Premium Plant Nutrient Qt.,hmh01612,,22.44,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047601909834,hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient,HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694038257738,Ionic® PK Boost 0-5-6 Premium Plant Nutrient Gallon,hmh01613,,56.10,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047601909834,hydrodynamics-ionic-pk-boost-0-5-6-premium-plant-nutrient,HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694038290506,2.5 gal,hmh01614,,100.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610495050,florablend,FloraBlend,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095568970,qt,hmh00011,,13.07,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610495050,florablend,FloraBlend,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095601738,gal,hmh00012,,31.69,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610495050,florablend,FloraBlend,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095634506,2.5 gal,hmh00013,,73.80,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610495050,florablend,FloraBlend,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095667274,6 gal,hmh00014,,151.50,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095700042,BioThrive Grow 1 qt,hmh00160,,18.99,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095732810,BioThrive Grow 1 gal,hmh00161,,66.10,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095765578,BioThrive Bloom 6 gal,hmh00673,,274.50,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095798346,BioThrive Grow 6 gal,hmh00672,,271.68,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095831114,BioThrive Bloom 2.5 gal,hmh00165,,126.50,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095863882,BioThrive Bloom 1 gal,hmh00164,,58.10,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095896650,BioThrive Bloom 1 qt,hmh00163,,18.89,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610527818,biothrive,BioThrive,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095929418,BioThrive Grow 2.5 gal,hmh00162,,147.50,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694095994954,FloraGro 16 oz,hmh00175,,10.39,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096027722,FloraGro 1 qt,hmh00176,,13.19,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096060490,FloraGro 1 gal,hmh00177,,40.99,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096093258,FloraGro 2.5 gal,hmh00178,,73.23,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096126026,FloraGro 6 gal,hmh00179,,147.50,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096158794,FloraGro 15 gal,hmh01825,,369.50,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096191562,FloraGro 55 gal,hmh01826,,1219.95,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096224330,FloraGro 275 gal,hmh01827,,4908.76,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096257098,Flora Bloom 16 oz,hmh00180,,10.39,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096289866,Flora Bloom 1 qt,hmh00181,,13.19,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096322634,Flora Bloom 1 gal,hmh00182,,40.99,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096355402,Flora Bloom 2.5 gal,hmh00183,,73.20,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096388170,Flora Bloom 6 gal,hmh00184,,147.50,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096420938,Flora Bloom 15 gal,hmh01823,,240.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096453706,Flora Bloom 275 gal,hmh01828,,3215.95,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096486474,Flora Micro 16 oz,hmh00170,,11.22,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096519242,Flora Micro 1 qt,hmh00171,,15.94,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096552010,Flora Micro 1 gal,hmh00172,,46.90,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8047610560586,flora-series,Flora Series,ACTIVE,H Moon Hydro,grouped,gid://shopify/ProductVariant/42694096584778,Flora Micro 2.5 gal,hmh00173,,84.30,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
