product_id,product_handle,product_title,product_status,product_vendor,product_type,variant_id,variant_title,sku,barcode,price,compare_at_price,cost_amount,cost_currency,inv_total_all_locations,inv_at_target_location,inv_detail_json
gid://shopify/Product/8043111350346,flavor-ful-5-gal,Flavor-Ful 5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852076106,Default Title,hmh00413,0682863044744,45.00,,22.5,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043111415882,flora-micro-16-oz,Flora Micro 16 oz,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852141642,Default Title,hmh00170,0722540001018,11.99,,6.19,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8043111448650,floraduo-a-1-gal,FloraDuo A 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852174410,Default Title,hmh00205,0793094016834,40.96,,17.0,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043111481418,florakleen-6-gal,FloraKleen 6 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852207178,Default Title,hmh00234,0793094019217,115.89,,59.95,USD,8,8,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":8}]"
gid://shopify/Product/8043111514186,floraduo-a-1-qt,FloraDuo A 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852239946,Default Title,hmh00204,0793094016827,16.37,,7.5,USD,21,21,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":21}]"
gid://shopify/Product/8043111546954,flora-bloom-1-gal,Flora Bloom 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852305482,Default Title,hmh00182,1466787879974,67.00,,33.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043111579722,flora-shield-1-gal,Flora Shield 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852272714,Default Title,hmh00230,0793094015097,78.69,,40.25,USD,16,16,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":16}]"
gid://shopify/Product/8043111678026,floralicious-bloom-1-qt,Floralicious Bloom 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852403786,Default Title,hmh00213,0793094013826,29.84,,13.42,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043111710794,floralicious-bloom-2-5-gal,Floralicious Bloom 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852436554,Default Title,hmh00215,0793094013840,200.74,,92.0,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8043111743562,floralicious-plus-1-gal,Floralicious Plus 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852600394,Default Title,hmh00222,0793094013734,87.48,,40.25,USD,11,11,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":11}]"
gid://shopify/Product/8043111776330,floranectar-fruitnfusion-1-gal,FloraNectar FruitnFusion 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852469322,Default Title,hmh00224,0793094018059,263.00,,131.25,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043111809098,floralicious-grow-1-qt,Floralicious Grow 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852567626,Default Title,hmh00216,0793094013727,28.89,,13.42,USD,32,32,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":32}]"
gid://shopify/Product/8043111841866,floranectar-coconut-2-5-gal,FloraNectar Coconut 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852502090,Default Title,hmh01150,,139.99,,66.15,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043111874634,floranectar-fruitnfusion-1-qt,FloraNectar FruitnFusion 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852534858,Default Title,hmh00223,0793094016018,22.99,,10.5,USD,10,10,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":10}]"
gid://shopify/Product/8043111907402,floralicious-grow-2-5-gal,Floralicious Grow 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852633162,Default Title,hmh00218,0793094013741,200.74,,92.0,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8043111940170,floranectar-coconut-1-qt,FloraNectar Coconut 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852797002,Default Title,hmh01148,0793094017626,22.99,,10.5,USD,15,15,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":15}]"
gid://shopify/Product/8043111972938,floralicious-grow-1-gal,Floralicious Grow 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852665930,Default Title,hmh00217,0793094013734,87.48,,40.25,USD,11,11,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":11}]"
gid://shopify/Product/8043112005706,floranectar-coconut-1-gal,FloraNectar Coconut 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852731466,Default Title,hmh01149,0793094018059,263.00,,131.25,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043112038474,floralicious-plus-8-oz,Floralicious Plus 8 oz,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852764234,Default Title,hmh00219,0793094013864,24.99,,11.0,USD,24,24,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":24}]"
gid://shopify/Product/8043112071242,floralicious-plus-32-oz,Floralicious Plus 32 oz,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852862538,Default Title,hmh00221,0682863045024,100.00,,50.0,USD,17,17,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":17}]"
gid://shopify/Product/8043112104010,floranectar-pineapple-1-gal,FloraNectar Pineapple 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852698698,Default Title,hmh00227,0793094016636,62.99,,29.4,USD,11,11,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":11}]"
gid://shopify/Product/8043112136778,floranectar-fruitnfusion-2-5-gal,FloraNectar FruitnFusion 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852928074,Default Title,hmh00225,0793094016049,139.95,,66.15,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8043112169546,floranova-bloom-16-oz,FloraNova Bloom 16 oz,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852829770,Default Title,hmh00189,,11.99,,6.19,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8043112202314,floranova-bloom-1-qt,FloraNova Bloom 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852895306,Default Title,hmh00190,0793094013826,29.84,,13.42,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043112235082,fullgas-feminised-exodus-cheese-x-sherbert-og-photo-5-seed,Fullgas! (Feminised) Exodus Cheese X Sherbert OG Photo -5 Seed,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852993610,Default Title,,,66.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043112267850,floranectar-natural-sugar-1-gal,FloraNectar Natural Sugar 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853222986,Default Title,hmh01152,0793094017534,62.99,,29.4,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043112300618,floranova-grow-16-oz,FloraNova Grow 16 oz,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853091914,Default Title,hmh00185,,11.99,,6.19,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8043112333386,floranectar-pineapple-1-qt,FloraNectar Pineapple 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853026378,Default Title,hmh00226,0793094016612,22.99,,11.55,USD,17,17,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":17}]"
gid://shopify/Product/8043112366154,floranova-grow-1-qt,FloraNova Grow 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665852960842,Default Title,hmh00186,0793094013727,28.89,,13.42,USD,32,32,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":32}]"
gid://shopify/Product/8043112398922,floranova-grow-1-gal,FloraNova Grow 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853059146,Default Title,hmh00187,0682863044720,45.00,,22.5,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043112431690,flowmaster-gallon-meter-3-8-in,Flowmaster - Gallon Meter 3/8 in,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853157450,Default Title,hmh00583,0812111010072,52.79,,31.0,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8043112464458,floranova-bloom-2-5-gal,FloraNova Bloom 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853124682,Default Title,hmh00192,3557648899999,149.00,,86.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043112497226,floralicious-plus-16-oz,Floralicious Plus 16 oz,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853190218,Default Title,hmh00220,0793094013901,9.98,,4.0,USD,60,60,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":60}]"
gid://shopify/Product/8043112529994,floranectar-natural-sugar-2-5-gal,FloraNectar Natural Sugar 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853255754,Default Title,hmh01153,0793094018043,133.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043112693834,guano-filtration-220u-washer-bag-5-gallon,Guano Filtration 220U Washer Bag - 5 gallon,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853419594,Default Title,hmh00817,0626853107170,199.00,,141.0,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043112726602,greenpowerlunimaires-315-remote-ballast,GREENPOWERLUNIMAIRES -315 REMOTE ballast,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853452362,Default Title,hmh01696,0019962828447,134.95,169.00,99.0,USD,6,6,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":6}]"
gid://shopify/Product/8043112759370,heat-mat-thermostat,Heat Mat Thermostat,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853485130,Default Title,hmh01419,0638104100038,34.16,,17.95,USD,5,5,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":5}]"
gid://shopify/Product/8043112792138,gaia-mania-2-5-gallon,Gaia Mania 2.5 Gallon,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853550666,Default Title,hmh01392,0812863010108,102.64,,50.0,USD,5,5,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":5}]"
gid://shopify/Product/8043112824906,golden-gun-nano-sulfur,Golden Gun * Nano Sulfur,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853583434,Default Title,,,29.97,,,,99,99,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":99}]"
gid://shopify/Product/8043112857674,gardening-indoors-with-rockwool,Gardening Indoors with Rockwool,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853517898,Default Title,hmh00009,9781878823229,14.61,,8.99,USD,21,21,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":21}]"
gid://shopify/Product/8043112890442,holland-secret-bloom-4l,Holland Secret Bloom 4L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853648970,Default Title,hmh00297,0718122810802,42.98,,18.19,USD,10,10,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":10}]"
gid://shopify/Product/8043112923210,gardening-indoors-with-soil-hydroponics,Gardening Indoors with Soil & Hydroponics,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853616202,Default Title,hmh00003,9781878823328,24.39,,14.95,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043112955978,flowerbomb-kush-feminised-green-crack-x-og-kush-photo-5-seed,Flowerbomb Kush (Feminised) Green Crack x OG Kush photo 5 Seed,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853714506,Default Title,,,50.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043112988746,grodan-gro-block-improved-gr22-jumbo-with-hole-6-x-6-x-4-case-of-64,"Grodan Gro-Block Improved  Jumbo with Hole, 6"" x 6"" x 4"" - Case of 64",ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853812810,Default Title,,,5.40,5.80,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113021514,francos-lemon-cheese-feminised-super-lemon-haze-x-exodus-cheese-5-sed,Franco's Lemon Cheese (Feminised) Super Lemon Haze x Exodus Cheese -5 sed,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853845578,Default Title,,,50.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113054282,floranova-bloom-1-gal,FloraNova Bloom 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853976650,Default Title,hmh00191,1466787879974,67.00,,33.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113087050,grandma-enggys-h-2-1-lt,Grandma Enggy's H-2 (1 lt),ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853780042,Default Title,hmh01010,0845268013863,35.00,,20.0,USD,9,9,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":9}]"
gid://shopify/Product/8043113119818,grow-natural-1-gal,Grow Natural 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853681738,Default Title,hmh00398,0837654466223,91.49,,46.8,USD,8,8,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":8}]"
gid://shopify/Product/8043113152586,fog-dog-auto-seed-8-pk,Fog Dog Auto - Seed-  8 pk,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854009418,Default Title,,,50.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113185354,ginormous-2-5-gal,Ginormous 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853878346,Default Title,hmh00395,0837654466483,215.05,,55.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113218122,floranova-grow-2-5-gal,FloraNova Grow 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853747274,Default Title,hmh00188,,200.00,,100.0,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043113250890,gummibears-auto-seed-8pk,Gummibears Auto-Seed 8pk,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853943882,Default Title,,,50.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113283658,green-label-wash,Green Label * WASH,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665853911114,Default Title,,,75.97,,,,100,100,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":100}]"
gid://shopify/Product/8043113316426,green-sensation-500ml,Green Sensation 500ml,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854042186,Default Title,hmh01655,8718104121638,233.18,,116.59,USD,12,12,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":12}]"
gid://shopify/Product/8043113381962,holland-secret-micro-10l,Holland Secret Micro 10L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854107722,Default Title,hmh00287,0718122811007,79.95,,36.43,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8043113414730,holland-secret-micro-h-w-4l,Holland Secret Micro H.W 4L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854140490,Default Title,hmh00290,0718122810604,42.98,,18.19,USD,13,13,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":13}]"
gid://shopify/Product/8043113447498,holland-secret-grow-23l,Holland Secret Grow 23L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854173258,Default Title,hmh00295,0718122809707,151.00,,75.95,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8043113480266,holland-secret-micro-4l,Holland Secret Micro 4L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854206026,Default Title,hmh00286,0718122810604,42.98,,18.19,USD,13,13,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":13}]"
gid://shopify/Product/8043113611338,heat-mat-single-tray,Heat Mat Single Tray,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854402634,Default Title,hmh01417,0849969010268,89.60,,52.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113644106,herculean-harvest-2-5-gallon,Herculean Harvest 2.5 Gallon,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854468170,Default Title,hmh01396,0812863010306,76.98,,37.5,USD,5,5,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":5}]"
gid://shopify/Product/8043113676874,greenpowerlunimaires-315-remote-ballast-2,GREENPOWERLUNIMAIRES -315 REMOTE ballast,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854435402,Default Title,hmh01710,0019962828447,134.95,,99.0,USD,6,6,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":6}]"
gid://shopify/Product/8043113709642,herculean-harvest-quart,Herculean Harvest Quart,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854500938,Default Title,hmh01394,0812863010283,12.32,,6.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113742410,gro-pro-12-air-pot,"GRO PRO 12"" AIR POT",ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854566474,Default Title,hmh01760,6911110656563,8.92,,3.8,USD,16,16,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":16}]"
gid://shopify/Product/8043113775178,heat-mat-dual-tray,Heat Mat Dual Tray,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854533706,Default Title,hmh01418,0849969010268,89.60,,52.0,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043113807946,hard-water-flora-micro-1-qt,Hard Water Flora Micro 1 qt,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854632010,Default Title,hmh00166,0793094014120,21.13,,7.97,USD,29,29,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":29}]"
gid://shopify/Product/8043113840714,garden-fungicide-1-gal,Garden Fungicide 1 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854664778,Default Title,hmh00564,0682863044720,45.00,,22.5,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043113873482,greenpowerluminaires-630-double-240v-with-1-3k-1-4k-lamps,GREENPOWERLUMINAIRES  630 double 240V with 1-3K &1-4K lamps,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854599242,Default Title,hmh01671,0653341230843,260.00,420.00,148.15,USD,9,9,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":9}]"
gid://shopify/Product/8043113906250,holland-secret-bloom-10l,Holland Secret Bloom 10L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854697546,Default Title,hmh00298,0718122809608,83.99,,36.43,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043113939018,holland-secret-grow-4l,Holland Secret Grow 4L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854730314,Default Title,hmh00293,0718122810604,42.98,,18.19,USD,13,13,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":13}]"
gid://shopify/Product/8043113971786,grow-natural-5-gal,Grow Natural 5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854763082,Default Title,hmh00400,0682863044744,45.00,,22.5,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043114004554,holland-secret-bloom-23l,Holland Secret Bloom 23L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854795850,Default Title,hmh00299,0718122810000,151.95,,75.95,USD,1,1,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":1}]"
gid://shopify/Product/8043114037322,gmo-8-auto-seed-8pk,GMO 8+ Auto-Seed 8pk,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854894154,Default Title,,,50.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043114070090,holland-secret-grow-10l,Holland Secret Grow 10L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854828618,Default Title,hmh00294,0718122810901,83.99,,36.43,USD,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043114102858,holland-secret-grow-1l,Holland Secret Grow 1L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854926922,Default Title,hmh00292,0692236072229,16.48,,7.22,USD,26,26,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":26}]"
gid://shopify/Product/8043114135626,hawaiian-snow-feminised-hawaiian-sativa-x-laos,Hawaiian Snow (Feminised) Hawaiian sativa x Laos,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854861386,Default Title,,,60.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043114168394,garlic-jam-auto-seed-8pk,Garlic Jam Auto-Seed 8pk,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854959690,Default Title,,,50.00,,,,0,0,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":0}]"
gid://shopify/Product/8043114201162,hortilux-lu400-watt-htl-en,Hortilux LU400 Watt/HTL/EN,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855025226,Default Title,hmh01518,0639125621007,149.95,94.95,89.0,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043114233930,hortilux-lu600-watt-htl-en-hps,Hortilux LU600 Watt/HTL/EN HPS,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665854992458,Default Title,hmh01517,0639125621007,149.95,89.00,89.0,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043114266698,hortilux-1000-w-blue-daylight-metal-halide,Hortilux- 1000 W Blue Daylight Metal Halide,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855057994,Default Title,hmh01520,0639125516280,94.95,239.95,49.0,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043114299466,holland-secret-starter-pack-2,Holland Secret Starter Pack,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855090762,Default Title,hmh01486,0692236072229,16.48,,7.22,USD,26,26,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":26}]"
gid://shopify/Product/8043114430538,grow-big-liquid-plant-food-1-gal,Grow Big Liquid Plant Food (1 gal),DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855254602,Default Title,hmh01088,0755361012031,26.95,,14.25,USD,2,2,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":2}]"
gid://shopify/Product/8043114463306,holland-secret-micro-1l,Holland Secret Micro 1L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855287370,Default Title,hmh00285,0718122810604,42.98,,18.19,USD,13,13,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":13}]"
gid://shopify/Product/8043114496074,gardening-indoors-with-cuttings,Gardening Indoors with Cuttings,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855385674,Default Title,hmh00006,9781878823205,14.61,,8.97,USD,7,7,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":7}]"
gid://shopify/Product/8043114528842,holland-secret-bloom-1-l,Holland Secret Bloom 1 L,ACTIVE,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855418442,Default Title,hmh00296,0692236072427,16.98,,6.84,USD,21,21,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":21}]"
gid://shopify/Product/8043114561610,herculean-harvest-gallon,Herculean Harvest Gallon,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855221834,Default Title,hmh01395,0812863010290,38.99,,18.0,USD,4,4,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":4}]"
gid://shopify/Product/8043114594378,hard-water-flora-micro-2-5-gal,Hard Water Flora Micro 2.5 gal,DRAFT,H Moon Hydro,simple,gid://shopify/ProductVariant/42665855320138,Default Title,hmh00168,0793094014144,112.99,,42.15,USD,6,6,"[{""location_id_suffix"":""75941806154"",""location_name"":""Shop location"",""available"":6}]"
