handle,title,sku,price,vendor,brand,category,tags,source
ac-infinity-controller-ai-environmental-controller,AC Infinity/CONTROLLER AI+ Environmental Controller,,120.00,H Moon Hydro,AC Infinity,Environmental Monitors,automatic-AI,shopify
