key,sku,handle,title,primary_category,categories,brand,brand_invalid_reason
"handle:the-hammer-20-gm","","the-hammer-20-gm","The Hammer 20 gm","nutrients","nutrients","Unknown",""
"handle:the-hammer-100-gm","","the-hammer-100-gm","The Hammer 100 gm","nutrients","nutrients","Unknown",""
"handle:mayan-microzyme1-gal","","mayan-microzyme1-gal","Mayan Microzyme1 gal","nutrients","nutrients","Unknown",""
"handle:mayan-microzyme1-gal-2","","mayan-microzyme1-gal-2","Mayan Microzyme1 gal","nutrients","nutrients","Unknown",""
"handle:humboldt-big-up-powder-5-lbs","","humboldt-big-up-powder-5-lbs","Humboldt Big Up Powder 5 lbs","nutrients","nutrients","Humboldt",""
"handle:humboldt-oneness-15-gal","","humboldt-oneness-15-gal","Humboldt Oneness 15 gal","nutrients","nutrients","Humboldt",""
"handle:mayan-microzyme-4-oz","","mayan-microzyme-4-oz","Mayan Microzyme 4 oz","nutrients","nutrients","Nectar",""
"handle:mayan-microzyme-8-oz","","mayan-microzyme-8-oz","Mayan Microzyme 8 oz","nutrients","nutrients","Nectar",""
"handle:myco-madness-soluble-4-oz","","myco-madness-soluble-4-oz","Myco Madness Soluble 4 oz","nutrients","nutrients","Myco Madness",""
"handle:myco-madness-soluble-8-oz","","myco-madness-soluble-8-oz","Myco Madness Soluble 8 oz","nutrients","nutrients","Myco Madness",""
"handle:myco-madness-soluble-5-lbs","","myco-madness-soluble-5-lbs","Myco Madness Soluble 5 lbs","nutrients","nutrients","Myco Madness",""
"handle:myco-maximum-granular-8-oz","","myco-maximum-granular-8-oz","Myco Maximum Granular 8 oz","nutrients","nutrients","Unknown",""
"handle:myco-maximum-granular-5-lbs","","myco-maximum-granular-5-lbs","Myco Maximum Granular 5 lbs","nutrients","nutrients","Unknown",""
"handle:humboldt-roots-50-ml","","humboldt-roots-50-ml","Humboldt Roots 50 ml","nutrients","nutrients","Humboldt",""
"handle:humboldt-roots-125-ml","","humboldt-roots-125-ml","Humboldt Roots 125 ml","nutrients","nutrients","Humboldt",""
"handle:calcarb-calcium-carbonate-foliar-spray-6-oz","","calcarb-calcium-carbonate-foliar-spray-6-oz","CalCarb Calcium Carbonate Foliar Spray 6 oz","nutrients","nutrients","Unknown",""
"handle:calcarb-calcium-carbonate-foliar-spray-12-oz","","calcarb-calcium-carbonate-foliar-spray-12-oz","CalCarb Calcium Carbonate Foliar Spray 12 oz","nutrients","nutrients","Unknown",""
"handle:rare-earth","","rare-earth","Rare Earth","nutrients","nutrients","General Hydroponics",""
"handle:rare-earth-1-5-lb","","rare-earth-1-5-lb","Rare Earth 1.5 lb","nutrients","nutrients","General Hydroponics",""
"handle:rare-earth-16-lb","","rare-earth-16-lb","Rare Earth 16 lb","nutrients","nutrients","General Hydroponics",""
"handle:b-52-vitamin","","b-52-vitamin","B-52 Vitamin","nutrients","nutrients","Advanced Nutrients",""
"handle:big-bud-bloom-booster","","big-bud-bloom-booster","Big Bud Bloom Booster","nutrients","nutrients","Advanced Nutrients",""
"handle:bud-blood-bloom-stimulator","","bud-blood-bloom-stimulator","Bud Blood Bloom Stimulator","nutrients","nutrients","Advanced Nutrients",""
"handle:bud-candy","","bud-candy","Bud Candy","nutrients","nutrients","Advanced Nutrients",""
"handle:bud-factor-x","","bud-factor-x","Bud Factor X","nutrients","nutrients","Advanced Nutrients",""
"handle:carboload","","carboload","CarboLoad","nutrients","nutrients","Advanced Nutrients",""
"handle:final-phase","","final-phase","Final Phase","nutrients","nutrients","Advanced Nutrients",""
"handle:mother-earth-organic-super-tea","","mother-earth-organic-super-tea","Mother Earth Organic Super Tea","nutrients","nutrients","Mother Earth",""
"handle:nirvana","","nirvana","Nirvana","nutrients","nutrients","Advanced Nutrients",""
"handle:overdrive","","overdrive","Overdrive","nutrients","nutrients","Advanced Nutrients",""
"handle:piranha-beneficial-fungi","","piranha-beneficial-fungi","Piranha Beneficial Fungi","nutrients","nutrients","Advanced Nutrients",""
"handle:rhino-skin","","rhino-skin","Rhino Skin","nutrients","nutrients","Advanced Nutrients",""
"handle:sensi-grow-two-part","","sensi-grow-two-part","Sensi Grow Two-part","nutrients","nutrients","Advanced Nutrients",""
"handle:sensizym","","sensizym","Sensizym","nutrients","nutrients","Advanced Nutrients",""
"handle:tarantula-beneficial-bacteria","","tarantula-beneficial-bacteria","Tarantula Beneficial Bacteria","nutrients","nutrients","Advanced Nutrients",""
"handle:ultra-premium-connoisseur","","ultra-premium-connoisseur","Ultra-premium Connoisseur","nutrients","nutrients","Advanced Nutrients",""
"handle:voodoo-juice-root-booster","","voodoo-juice-root-booster","VooDoo Juice Root Booster","nutrients","nutrients","Advanced Nutrients",""
"handle:bud-blood-bloom-stimulator-40-g","","bud-blood-bloom-stimulator-40-g","Bud Blood Bloom Stimulator (40 g)","nutrients","nutrients","Advanced Nutrients",""
"handle:bud-blood-bloom-stimulator-300g","","bud-blood-bloom-stimulator-300g","Bud Blood Bloom Stimulator (300g)","nutrients","nutrients","Advanced Nutrients",""
"handle:piranha-beneficial-fungi-50-g","","piranha-beneficial-fungi-50-g","Piranha Beneficial Fungi (50 g)","nutrients","nutrients","Advanced Nutrients",""
"handle:piranha-beneficial-fungi-130-g","","piranha-beneficial-fungi-130-g","Piranha Beneficial Fungi (130 g)","nutrients","nutrients","Advanced Nutrients",""
"handle:tarantula-beneficial-bacteria-50-g","","tarantula-beneficial-bacteria-50-g","Tarantula Beneficial Bacteria (50 g)","nutrients","nutrients","Advanced Nutrients",""
"handle:tarantula-beneficial-bacteria-130-g","","tarantula-beneficial-bacteria-130-g","Tarantula Beneficial Bacteria (130 g)","nutrients","nutrients","Advanced Nutrients",""
"handle:grow-big-liquid-plant-food-6-4-4","","grow-big-liquid-plant-food-6-4-4","Grow Big Liquid Plant Food (6-4-4)","nutrients","nutrients","Fox Farm",""
"handle:tiger-bloom-liquid-plant-food-2-8-4","","tiger-bloom-liquid-plant-food-2-8-4","Tiger Bloom Liquid Plant Food (2-8-4)","nutrients","nutrients","Fox Farm",""
"handle:calimagic","","calimagic","CALiMAGic","nutrients","nutrients","General Hydroponics",""
"handle:pure-blend-pro-grow","","pure-blend-pro-grow","Pure Blend Pro Grow","nutrients","nutrients","Botanicare",""
"handle:pure-blend-pro-bloom","","pure-blend-pro-bloom","Pure Blend Pro Bloom","nutrients","nutrients","Botanicare",""
"handle:hydroplex","","hydroplex","Hydroplex","nutrients","nutrients","Botanicare",""
"handle:liquid-karma","","liquid-karma","Liquid Karma","nutrients","nutrients","Botanicare",""
"handle:aquashield","","aquashield","AquaShield","nutrients","nutrients","Botanicare",""
"handle:cal-mag-plus","","cal-mag-plus","Cal-Mag Plus","nutrients","nutrients","Botanicare",""
"handle:clearex","","clearex","Clearex","nutrients","nutrients","Botanicare",""
"handle:silica-blast","","silica-blast","Silica Blast","nutrients","nutrients","Botanicare",""
"handle:hydroplex-qt","","hydroplex-qt","Hydroplex Qt.","nutrients","nutrients","Botanicare",""
"handle:hydroplex-gal","","hydroplex-gal","Hydroplex Gal.","nutrients","nutrients","Botanicare",""
"handle:liquid-karma-qt","","liquid-karma-qt","Liquid Karma Qt.","nutrients","nutrients","Botanicare",""
"handle:liquid-karma-gal","","liquid-karma-gal","Liquid Karma Gal.","nutrients","nutrients","Botanicare",""
"handle:aquashield-qt","","aquashield-qt","AquaShield Qt.","nutrients","nutrients","Botanicare",""
"handle:clearex-qt","","clearex-qt","Clearex Qt.","nutrients","nutrients","Botanicare",""
"handle:clearex-gal","","clearex-gal","Clearex Gal.","nutrients","nutrients","Botanicare",""
"handle:ph-perfect-ultra-premium-connoisseur","","ph-perfect-ultra-premium-connoisseur","PH Perfect Ultra-premium Connoisseur","nutrients","nutrients","Advanced Nutrients",""
"handle:ph-perfect-sensi-bloom-2-part","","ph-perfect-sensi-bloom-2-part","pH Perfect Sensi Bloom 2-Part","nutrients","nutrients","Advanced Nutrients",""
"handle:ph-perfect-sensi-grow-2-part","","ph-perfect-sensi-grow-2-part","pH Perfect Sensi Grow 2-Part","nutrients","nutrients","Advanced Nutrients",""
"handle:bcuzz-coco-nutrients","","bcuzz-coco-nutrients","B'CuzZ CoCo Nutrients","nutrients","nutrients","BCuzz",""
"handle:bcuzz-coco-nutrition-componet-a-1l","","bcuzz-coco-nutrition-componet-a-1l","B'Cuzz CoCo Nutrition Componet A 1L","nutrients","nutrients","BCuzz",""
"handle:bcuzz-coco-nutrition-componet-b-1l","","bcuzz-coco-nutrition-componet-b-1l","B'Cuzz CoCo Nutrition Componet B 1L","nutrients","nutrients","BCuzz",""
"handle:bcuzz-coco-nutrition-componet-a-5l","","bcuzz-coco-nutrition-componet-a-5l","B'Cuzz CoCo Nutrition Componet A 5L","nutrients","nutrients","BCuzz",""
"handle:bcuzz-coco-nutrition-componet-b-5l","","bcuzz-coco-nutrition-componet-b-5l","B'Cuzz CoCo Nutrition Componet B 5L","nutrients","nutrients","BCuzz",""
"handle:xtreme-tea-brews-90-gm-pack","","xtreme-tea-brews-90-gm-pack","Xtreme Tea Brews 90 gm pack","nutrients","nutrients","Unknown",""
"handle:hydroton-clay-pebbles","","hydroton-clay-pebbles","Grow it Clay stone 10 lters","nutrients","nutrients","Unknown",""
"handle:dyna-gro-grow","","dyna-gro-grow","Dyna-Gro Grow","nutrients","nutrients","Dyna-Gro",""
"handle:dyna-grow-quart","","dyna-grow-quart","Dyna Grow Quart","nutrients","nutrients","Dyna-gro",""
"handle:dyna-grow-gallon","","dyna-grow-gallon","Dyna Grow Gallon","nutrients","nutrients","Dyna-gro",""
"handle:dyna-bloom-quart","","dyna-bloom-quart","Dyna Bloom Quart","nutrients","nutrients","Dyna-gro",""
"handle:dyna-gro-bloom","","dyna-gro-bloom","Dyna-Gro Bloom","nutrients","nutrients","Dyna-Gro",""
"handle:dyna-bloom-gallon","","dyna-bloom-gallon","Dyna Bloom Gallon","nutrients","nutrients","Dyna-gro",""
"handle:dyna-gro-pro-tekt","","dyna-gro-pro-tekt","Dyna-Gro Pro Tekt","nutrients","nutrients","Gro Pro",""
"handle:ej-meta-k-quart","","ej-meta-k-quart","EJ Meta K Quart","nutrients","nutrients","Unknown",""
"handle:carbo-blast-300g","","carbo-blast-300g","Carbo Blast 300g","nutrients","nutrients","Unknown",""
"handle:vitamino","","vitamino","Vitamino","nutrients","nutrients","Vitamino",""
"handle:athenas-aminas","","athenas-aminas","Athena's Aminas","nutrients","nutrients","Athena",""
"handle:athenas-aminas-quart","","athenas-aminas-quart","Athena's Aminas Quart","nutrients","nutrients","Athena",""
"handle:athenas-aminas-gallon","","athenas-aminas-gallon","Athena's Aminas Gallon","nutrients","nutrients","Athena",""
"handle:bloom-khaos","","bloom-khaos","Bloom Khaos","nutrients","nutrients","Bloom Khaos",""
"handle:bloom-khaos-quart","","bloom-khaos-quart","Bloom Khaos Quart","nutrients","nutrients","Bloom Khaos",""
"handle:bloom-khaos-gallon","","bloom-khaos-gallon","Bloom Khaos Gallon","nutrients","nutrients","Bloom Khaos",""
"handle:demeters-destiny","","demeters-destiny","Demeter's Destiny","nutrients","nutrients","Unknown",""
"handle:demeters-destiny-quart","","demeters-destiny-quart","Demeter's Destiny Quart","nutrients","nutrients","Unknown",""
"handle:demeters-destiny-gallon","","demeters-destiny-gallon","Demeter's Destiny Gallon","nutrients","nutrients","Unknown",""
"handle:gaia-mania","","gaia-mania","Gaia Mania","nutrients","nutrients","Nectar",""
"handle:gaia-mania-quart","","gaia-mania-quart","Gaia Mania Quart","nutrients","nutrients","Nectar",""
"handle:gaia-mania-gallon","","gaia-mania-gallon","Gaia Mania Gallon","nutrients","nutrients","Nectar",""
"handle:herculean-harvest","","herculean-harvest","Herculean Harvest","nutrients","nutrients","Nectar",""
"handle:herculean-harvest-quart","","herculean-harvest-quart","Herculean Harvest Quart","nutrients","nutrients","Nectar",""
"handle:herculean-harvest-gallon","","herculean-harvest-gallon","Herculean Harvest Gallon","nutrients","nutrients","Nectar",""
"handle:hygeias-hydration","","hygeias-hydration","Hygeia's Hydration","nutrients","nutrients","Nectar",""
"handle:hygeias-hydration-quart","","hygeias-hydration-quart","Hygeia's Hydration Quart","nutrients","nutrients","Nectar",""
"handle:hygeias-hydration-gallon","","hygeias-hydration-gallon","Hygeia's Hydration Gallon","nutrients","nutrients","Nectar",""
"handle:medusas-magic","","medusas-magic","Medusa's Magic","nutrients","nutrients","Medusa",""
"handle:medusas-magic-quart","","medusas-magic-quart","Medusa's Magic Quart","nutrients","nutrients","Medusa",""
"handle:medusas-magic-gallon","","medusas-magic-gallon","Medusa's Magic Gallon","nutrients","nutrients","Medusa",""
"handle:mega-morpheus","","mega-morpheus","Mega Morpheus","nutrients","nutrients","Unknown",""
"handle:mega-morpheus-quart","","mega-morpheus-quart","Mega Morpheus Quart","nutrients","nutrients","Unknown",""
"handle:mega-morpheus-gallon","","mega-morpheus-gallon","Mega Morpheus Gallon","nutrients","nutrients","Unknown",""
"handle:pegasus-potion","","pegasus-potion","Pegasus Potion","nutrients","nutrients","Unknown",""
"handle:pegasus-potion-quart","","pegasus-potion-quart","Pegasus Potion Quart","nutrients","nutrients","Unknown",""
"handle:pegasus-potion-gallon","","pegasus-potion-gallon","Pegasus Potion Gallon","nutrients","nutrients","Unknown",""
"handle:posiedonzyme-quart","","posiedonzyme-quart","Posiedonzyme Quart","nutrients","nutrients","Unknown",""
"handle:tritans-trawl","","tritans-trawl","Tritan's Trawl","nutrients","nutrients","Nectar",""
"handle:tritans-trawl-gallon","","tritans-trawl-gallon","Tritan's Trawl Gallon","nutrients","nutrients","Nectar",""
"handle:atami-rootblastic","","atami-rootblastic","Atami RootBlastic","nutrients","nutrients","Atami",""
"handle:atami-rootblastic-80-ml","","atami-rootblastic-80-ml","Atami RootBlastic 80 ml.","nutrients","nutrients","Atami",""
"handle:bcuzz-blossombuilder-355-ml","","bcuzz-blossombuilder-355-ml","B`Cuzz BlossomBuilder 355 ml.","nutrients","nutrients","Unknown",""
"handle:b1cuss-blossombuilder-946-ml","","b1cuss-blossombuilder-946-ml","B1Cuss BlossomBuilder 946 ml.","nutrients","nutrients","Unknown",""
"handle:decision","","decision","Decision","nutrients","nutrients","Unknown",""
"handle:decision-quart","","decision-quart","Decision Quart","nutrients","nutrients","Unknown",""
"handle:decision-gallon","","decision-gallon","Decision Gallon","nutrients","nutrients","Unknown",""
"handle:equinox","","equinox","Equinox","nutrients","nutrients","Unknown",""
"handle:equinox-quart","","equinox-quart","Equinox Quart","nutrients","nutrients","Unknown",""
"handle:equinox-gallon","","equinox-gallon","Equinox Gallon","nutrients","nutrients","Unknown",""
"handle:lightning-start","","lightning-start","Lightning Start","nutrients","nutrients","Unknown",""
"handle:lightning-start-quart","","lightning-start-quart","Lightning Start Quart","nutrients","nutrients","Unknown",""
"handle:lightning-start-gallon","","lightning-start-gallon","Lightning Start Gallon","nutrients","nutrients","Unknown",""
"handle:ruby-ful","","ruby-ful","Ruby Ful#$%","nutrients","nutrients","Unknown",""
"handle:ruby-ful-quart","","ruby-ful-quart","Ruby Ful#$% Quart","nutrients","nutrients","Unknown",""
"handle:ruby-ful-gallon","","ruby-ful-gallon","Ruby Ful#$% Gallon","nutrients","nutrients","Unknown",""
"handle:spring","","spring","Spring","nutrients","nutrients","Unknown",""
"handle:spring-quart","","spring-quart","Spring Quart","nutrients","nutrients","Unknown",""
"handle:spring-gallon","","spring-gallon","Spring Gallon","nutrients","nutrients","Unknown",""
"handle:summer","","summer","Summer","nutrients","nutrients","Unknown",""
"handle:summer-quart","","summer-quart","Summer Quart","nutrients","nutrients","Unknown",""
"handle:summer-gallon","","summer-gallon","Summer Gallon","nutrients","nutrients","Unknown",""
"handle:autumn","","autumn","Autumn","nutrients","nutrients","Unknown",""
"handle:autumn-quart","","autumn-quart","Autumn Quart","nutrients","nutrients","Unknown",""
"handle:autumn-gallon","","autumn-gallon","Autumn Gallon","nutrients","nutrients","Unknown",""
"handle:winter-frost","","winter-frost","Winter Frost","nutrients","nutrients","Unknown",""
"handle:winter-frost-quart","","winter-frost-quart","Winter Frost Quart","nutrients","nutrients","Unknown",""
"handle:winter-frost-gallon","","winter-frost-gallon","Winter Frost Gallon","nutrients","nutrients","Unknown",""
"handle:holland-secret-starter-pack-2","","holland-secret-starter-pack-2","Holland Secret Starter Pack","nutrients","nutrients","Holland Secret",""
"handle:pk-apatite-qt","","pk-apatite-qt","PK APATITE Qt.","nutrients","nutrients","Unknown",""
"handle:pk-apatite-gal","","pk-apatite-gal","PK APATITE Gal","nutrients","nutrients","Unknown",""
"handle:pk-apatite","","pk-apatite","PK APATITE","nutrients","nutrients","Unknown",""
"handle:cocotek-grow-a-qts","","cocotek-grow-a-qts","CocoTek grow A Qts.","nutrients","nutrients","Cocotek",""
"handle:cocotek-grow-b-qts","","cocotek-grow-b-qts","CocoTek Grow B Qts.","nutrients","nutrients","Cocotek",""
"handle:cocotek-bloom-a-qts","","cocotek-bloom-a-qts","CocoTek Bloom A Qts.","nutrients","nutrients","Cocotek",""
"handle:cocotek-bloom-b-qts","","cocotek-bloom-b-qts","Cocotek Bloom B Qts","nutrients","nutrients","Cocotek",""
"handle:bcuzz-blossom-builder-0-9-19","","bcuzz-blossom-builder-0-9-19","B'Cuzz® Blossom Builder 0 - 9 - 19","nutrients","nutrients","BCuzz",""
"handle:hydrodynamics-ionic-bloom-3-2-6-premium-plant-nutrient","","hydrodynamics-ionic-bloom-3-2-6-premium-plant-nutrient","HydroDynamics Ionic® Bloom 3-2-6 Premium Plant Nutrient","nutrients","nutrients","Ionic",""
"handle:hydrodynamics-ionic�-pk-boost-0-5-6-premium-plant-nutrient","","hydrodynamics-ionic�-pk-boost-0-5-6-premium-plant-nutrient","HydroDynamics Ionic® PK Boost 0-5-6 Premium Plant Nutrient","nutrients","nutrients","Ionic",""
"handle:ionic-coco-bloom-soil-hydro-qt","","ionic-coco-bloom-soil-hydro-qt","Ionic Coco Bloom Soil/hydro Qt.","nutrients","nutrients","Ionic",""
"handle:ionic-coco-grow-soil-hydro-qt","","ionic-coco-grow-soil-hydro-qt","Ionic Coco Grow Soil/Hydro Qt","nutrients","nutrients","Ionic",""
"handle:ionic-coco-bloom-soil-hydro-gal","","ionic-coco-bloom-soil-hydro-gal","Ionic Coco Bloom Soil/hydro Gal","nutrients","nutrients","Ionic",""
"handle:ionic-coco-grow-soil-hydro-gal","","ionic-coco-grow-soil-hydro-gal","Ionic Coco Grow Soil/Hydro Gal.","nutrients","nutrients","Ionic",""
"handle:plagron-terra-bloom-grow","","plagron-terra-bloom-grow","Plagron Terra Bloom & Grow","nutrients","nutrients","Plagron",""
"handle:plagron-terra-grow-gallon","","plagron-terra-grow-gallon","Plagron Terra Grow Gallon","nutrients","nutrients","Plagron",""
"handle:green-sensation","","green-sensation","Green Sensation","nutrients","nutrients","Plagron",""
