sku,handle,title,brand,primary_category,secondary_categories,price,compare_at_price,cost,inventory_qty,images,description,vendor,product_type,tags,status,source,needs_review
hid-sunblaster-t5-strip-,sunblaster-t5-strip-connector,Sunblaster T5 Strip Connector,SunBlaster,hid_bulbs,catalog_index,9.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh01482,sunblaster-t5-strip-connector,Sunblaster T5 Strip Connector,SunBlaster,irrigation,catalog_index,9.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hid-sunblaster-125w-cf-2,sunblaster-125w-cf-2500k-2,Sunblaster 125W CF 2500k,SunBlaster,hid_bulbs,catalog_index,59.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-revolt-digital-dimmi,revolt-digital-dimming-ballast,ReVolt Digital 1000 Watt Dimming Ballast,Revolt,hid_bulbs,catalog_index,99.00,260.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Revolt-family.jpg?v=1761679047,,H Moon Hydro,simple,super,active,shopify,
hid-pulse-start-metal-ha,pulse-start-metal-halide-3000k-for-flowering-growth,"Pulse Start Metal Halide 3,000K for Flowering Growth",Unknown,hid_bulbs,catalog_index,59.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/plantmax_pulse_1b92c077-ed6f-4c32-b2f6-9ae8356b81b3.jpg?v=1761679040,,H Moon Hydro,simple,,active,shopify,unknown_brand
hid-plantmax-dual-arc-tu,plantmax-dual-arc-tube-lamps-2,Plantmax Dual Arc Tube Lamps,Plantmax,hid_bulbs,catalog_index,159.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Plantmax-Dual-Arc-1000W-Hybrid-HPSMH_3832216e-7e8d-49ca-ab6a-f7b896b3162d.jpg?v=1761679028,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-940w-hps-co,plantmax-940w-hps-conversion-130000-lumens,"Plantmax 940W. HPS Conversion 130,000 lumens",Plantmax,hid_bulbs,catalog_index,39.95,89.95,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-super-metal,plantmax-super-metal-halide,Plantmax SUPER Metal Halide,Plantmax,hid_bulbs,catalog_index,29.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-750w-hps-hi,plantmax-750w-hps-high-output-106000-lumens,"Plantmax 750W. HPS High Output 106,000 lumens",Plantmax,hid_bulbs,catalog_index,79.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-1000w-mh-co,plantmax-1000w-mh-conversion-110000-lumens,"Plantmax 1000W. MH Conversion 110,000 lumens",Plantmax,hid_bulbs,catalog_index,39.95,89.95,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-600w-hps-hi,plantmax-600w-hps-high-output-90000-lumens,"Plantmax 600W. HPS High Output 90,000 lumens",Plantmax,hid_bulbs,catalog_index,79.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-1000w-72k-m,plantmax-1000w-72k-mh-high-output-90000-lumens-2,"Plantmax 1000W. 72K MH High Output 90,000 lumens",Plantmax,hid_bulbs,catalog_index,79.99,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-400w-hps-hi,plantmax-400w-hps-high-output-50000-lumens,"Plantmax 400W. HPS High Output 50,000 lumens",Plantmax,hid_bulbs,catalog_index,29.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-400w-72k-mh,plantmax-400w-72k-mh-high-output-32000-lumens,"Plantmax 400W. 72K MH High Output 32,000 lumens",Plantmax,hid_bulbs,catalog_index,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/plantmax_logo.jpg?v=1761679024,,,,,active,shopify,
hid-plantmax-250w-mh-con,plantmax-250w-mh-conversion,Plantmax 250W. MH Conversion,Plantmax,hid_bulbs,catalog_index,39.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-430w-hps-hi,plantmax-430w-hps-high-output-58000-lumens,"Plantmax 430W. HPS High Output 58,000 lumens",Plantmax,hid_bulbs,catalog_index,39.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-400w-mh-con,plantmax-400w-mh-conversion-36000-lumens,"Plantmax 400W. MH Conversion 36,000 lumens",Plantmax,hid_bulbs,catalog_index,39.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-400w-mh-hig,plantmax-400w-mh-high-output-39000-lumens,"Plantmax 400W. MH High Output 39,000 lumens",Plantmax,hid_bulbs,catalog_index,29.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-600w-mh-con,plantmax-600w-mh-conversion-57000-lumens,"Plantmax 600W. MH Conversion 57,000 lumens",Plantmax,hid_bulbs,catalog_index,39.95,89.95,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-220w-hps-co,plantmax-220w-hps-conversion-25000-lumens,"Plantmax 220W. HPS Conversion 25,000 lumens",Plantmax,hid_bulbs,catalog_index,39.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-250w-hps-hi,plantmax-250w-hps-high-output-29000-lumens,"Plantmax 250W. HPS High Output 29,000 lumens",Plantmax,hid_bulbs,catalog_index,29.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-250w-mh-hig,plantmax-250w-mh-high-output-24000-lumens,"Plantmax 250W. MH High Output 24,000 lumens",Plantmax,hid_bulbs,catalog_index,29.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-360w-hps-co,plantmax-360w-hps-conversion-45000-lumens,"Plantmax 360W. HPS Conversion 45,000 lumens",Plantmax,hid_bulbs,catalog_index,39.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-150w-hps-hi,plantmax-150w-hps-high-output-16000-lumens,"Plantmax 150W. HPS High Output 16,000 lumens",Plantmax,hid_bulbs,catalog_index,19.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-plantmax-1000w-mh-hi,plantmax-1000w-mh-high-output-120000-lumens,"Plantmax 1000W. MH High Output 120,000 lumens",Plantmax,hid_bulbs,catalog_index,59.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-hortilux-1000-w-blue,hortilux-1000-w-blue-daylight-metal-halide,Hortilux- 1000 W Blue Daylight Metal Halide,Hortilux,hid_bulbs,catalog_index,110.00,239.95,,0,,,H Moon Hydro,simple,,active,shopify,
hid-hortilux-lu600-watt-,hortilux-lu600-watt-htl-en-hps,Hortilux LU600 Watt/HTL/EN HPS,Hortilux,hid_bulbs,catalog_index,45.50,89.00,,0,,,H Moon Hydro,simple,,active,shopify,
hid-greenpowerlunimaires,greenpowerlunimaires-315-remote-ballast-2,GREENPOWERLUNIMAIRES -315 REMOTE ballast,Greenpower,hid_bulbs,catalog_index,169.00,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-eye-hortilux-e-start,eye-hortilux-e-start-metal-halide-lamps-2,Eye Hortilux e-Start Metal Halide Lamps,Hortilux,hid_bulbs,catalog_index,50.00,94.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/e-metal-halide.jpg?v=1761678877,,H Moon Hydro,simple,,active,shopify,
hid-eye-hortilux-lu-1000,eye-hortilux-lu-1000-de-htl-double-ended-2,Eye Hortilux® LU 1000 DE/HTL Double-Ended,Hortilux,hid_bulbs,catalog_index,60.50,120.00,,0,,,H Moon Hydro,simple,,active,shopify,
hid-eye-hortilux-cmh-315,eye-hortilux-cmh-315-lamp-4,Eye Hortilux® CMH 315 Lamp,Hortilux,hid_bulbs,catalog_index,99.00,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-cri-series-dli-cri-s,cri-series-dli-cri-series-630w-cmh-240v,CRI-Series DLI CRI-Series 630W CMH 120V-240V,Unknown,hid_bulbs,catalog_index,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/DLI-CRI-Series-630W-CMH-lamp-view.webp?v=1761678849,,,,,active,shopify,unknown_brand
hid-basic-1000w-mh-hps-s,basic-1000w-mh-hps-switchable-ballast,Basic 1000W MH/HPS Switchable Ballast,Unknown,hid_bulbs,catalog_index,50.00,134.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BAL-1000VLG-2-outlets_d4e910b6-a9fe-42d8-96ce-b9eb5edf9e21.jpg?v=1761678796,,H Moon Hydro,simple,,active,shopify,unknown_brand
hid-air-tight-6-a-c-w-15,air-tight-6-a-c-w-15-socket-set,Air Tight 6 A/C - w/15' Socket Set,Unknown,hid_bulbs,catalog_index,75.00,154.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/AirTight6AC.jpg?v=1761678764,,H Moon Hydro,simple,,active,shopify,unknown_brand
hid-430-sodium-son-agro-,430-sodium-son-agro-54000-lumens,430 Sodium Son-Agro 54000 lumens,Unknown,hid_bulbs,catalog_index,89.95,,,0,,,H Moon Hydro,simple,,active,shopify,unknown_brand
hid-4-t5-fixture-54w-502,4-t5-fixture-54w-5022-lumens,4' T5 Fixture 54W (5022 Lumens),Unknown,hid_bulbs,catalog_index,35.95,,,0,,,H Moon Hydro,simple,,active,shopify,unknown_brand
hid-4-nanotech-reflector,4-nanotech-reflector-for-sunblaster-t5,4' Nanotech Reflector for Sunblaster T5,SunBlaster,hid_bulbs,catalog_index,19.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-2-nanotech-reflector,2-nanotech-reflector-for-sunblaster-t5,2' Nanotech Reflector for Sunblaster T5,SunBlaster,hid_bulbs,catalog_index,14.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-2-sunblaster-t5-comb,2-sunblaster-t5-combo-6400k-2232-lumens,2' Sunblaster T5 Combo 6400k (2232 Lumens),SunBlaster,hid_bulbs,catalog_index,40.50,,,0,,,H Moon Hydro,simple,,active,shopify,
hid-1000-w-hps-alto-agro,1000-w-hps-alto-agrolite-xt-140000-lumens,1000 W HPS Alto Agrolite XT 140000 lumens,Agrolite,hid_bulbs,catalog_index,99.95,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh00951,union-connector-1-4-in,UNION CONNECTOR 1/4 in.,H Moon Hydro,irrigation,catalog_index,4.75,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/UNION-CONNECTOR-1_4-in.jpg?v=1761679110,,H Moon Hydro,simple,,active,shopify;woo,
hmh00949,union-connector-3-8-in,UNION CONNECTOR 3/8 in.,H Moon Hydro,irrigation,catalog_index,5.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/3_8-inch-Union-Connector.jpg?v=1761679110,,H Moon Hydro,simple,,active,shopify;woo,
hmh00959,stealth-ro-100-200-pressure-booster-pump,STEALTH RO 100/200/ PRESSURE BOOSTER PUMP,Stealth RO,irrigation,catalog_index,189.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
water-stealth-ro-100-200-p,stealth-ro-100-200-pressure-booster-pump,STEALTH RO 100/200/ PRESSURE BOOSTER PUMP,Stealth RO,water_filtration,catalog_index,189.00,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh00839,screen-fitting-bag-of-10,Screen Fitting (bag of 10),H Moon Hydro,irrigation,catalog_index,4.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bucket_baskets3_eea8c348-9eb2-40de-87a8-1aa49b258233.jpg?v=1761679066,,H Moon Hydro,simple,,active,shopify;woo,
hmh00613,mondi-mist-spray-delux-compression-sprayer-1-2-qt,Mondi Mist & Spray Delux Compression Sprayer 1.2 qt,Mondi,irrigation,catalog_index,15.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/mondi-g415.jpg?v=1761678983,,H Moon Hydro,simple,,active,shopify;woo,
hmh00612,mondi-mist-spray-premium-compression-sprayer-1-5-qt,Mondi Mist & Spray Premium Compression Sprayer 1.5 qt,Mondi,irrigation,catalog_index,15.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/mondi-g400.jpg?v=1761678983,,H Moon Hydro,simple,,active,shopify;woo,
hmh00917,mag-drive-7-pump-700-gph,Mag Drive #7 Pump 700 gph,H Moon Hydro,irrigation,catalog_index,104.49,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/mag_drive_pump_241e2768-364e-4f8c-bee5-3b8ce2bb4408.jpg?v=1761678972,,H Moon Hydro,simple,,active,shopify;woo,
hmh00918,mag-drive-pump-filter,mag drive pump filter,H Moon Hydro,irrigation,catalog_index,5.98,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00916,mag-drive-3-pump-350-gph,Mag Drive #3 Pump 350 gph,H Moon Hydro,irrigation,catalog_index,74.98,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/mag_drive_pump_14e60541-1445-49cc-a0c2-7dedda0c16d9.jpg?v=1761678970,,H Moon Hydro,simple,,active,shopify;woo,
hmh00915,mag-drive-2-pump-250-gph,Mag Drive #2 Pump 250 gph,H Moon Hydro,irrigation,catalog_index,73.33,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/mag_drive_pump.jpg?v=1761678970,,H Moon Hydro,simple,,active,shopify;woo,
,hydro-logic-110v-pressure-booster-pump-for-stealth,Hydro-Logic® 110V Pressure Booster Pump for Stealth,Hydro-Logic,irrigation,catalog_index,180.00,305.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/high-preasure-for-evelotion.jpg?v=1761678936,,H Moon Hydro,simple,110V Pressure Booster Pump for Stealth,active,shopify,no_sku
water-hydro-logic-evolutio,hydro-logic-evolution-ro1000-1000-gpd,Hydro-Logic® Evolution RO1000™ - 1000 GPD,Hydro-Logic,water_filtration,catalog_index,700.00,1295.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/eveloution-ro.jpg?v=1761678936,"Can produce up to 1500 GPD at 80 PSI with an optional booster pump. Save more water by running 2:1 waste to product water ratio, or optional 1:1 ratio (included). Includes custom KDF/catalytic carbon filter for reduction of chlorine, chloramine, iron, sulfur and heavy metals. Simple and quick setup. ",H Moon Hydro,simple,"000 gallons a Day, Cleans 1",active,shopify,
,hydro-logic-evolution-ro1000-1000-gpd,Hydro-Logic® Evolution RO1000™ - 1000 GPD,Hydro-Logic,irrigation,,700.00,1295.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/eveloution-ro.jpg?v=1761678936,"Can produce up to 1500 GPD at 80 PSI with an optional booster pump. Save more water by running 2:1 waste to product water ratio, or optional 1:1 ratio (included). Includes custom KDF/catalytic carbon filter for reduction of chlorine, chloramine, iron, sulfur and heavy metals. Simple and quick setup. ",H Moon Hydro,simple,"000 gallons a Day, Cleans 1",active,shopify,no_sku
hmh00838,extension-fitting-bag-of-10,Extension Fitting (bag of 10),H Moon Hydro,irrigation,catalog_index,4.50,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bucket_baskets3_f39ecb87-035f-4b6b-9a66-9f6b9dfc1bb7.jpg?v=1761678882,,H Moon Hydro,simple,,active,shopify;woo,
hmh00946,float-valve-3-8-in-qc-tall-boy,FLOAT VALVE 3/8 in. QC -TALL BOY,H Moon Hydro,irrigation,catalog_index,19.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
water-float-valve-3-8-in-q,float-valve-3-8-in-qc-tall-boy,FLOAT VALVE 3/8 in. QC -TALL BOY,Hydro-Logic,water_filtration,catalog_index,19.00,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh01263,ecoplus-396-gph,EcoPlus 396 GPH,EcoPlus,irrigation,catalog_index,27.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01264,ecoplus-633-gph,EcoPlus 633 GPH,EcoPlus,irrigation,catalog_index,48.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01262,ecoplus-264-gph,EcoPlus 264 GPH,EcoPlus,irrigation,catalog_index,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/EcoPlus-Water-Pump-Logo.jpg?v=1761678863,,,,,active,shopify;woo,
hmh01309,ecoplus-small-pump-filter-bag,EcoPlus Small Pump filter Bag,EcoPlus,irrigation,catalog_index,10.80,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01261,ecoplus-185-gph,EcoPlus 185 GPH,EcoPlus,irrigation,catalog_index,14.99,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00571,dual-diaphragm-air-pump,Dual Diaphragm Air Pump,H Moon Hydro,irrigation,catalog_index,115.00,124.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/pump_dual_diaphram_165cf60d-4b79-43ae-919c-2eed9e945ac2.jpg?v=1761678863,,H Moon Hydro,simple,,active,shopify;woo,
hmh01310,ecoplus-large-pump-filter-bag,EcoPlus Large Pump Filter Bag,EcoPlus,irrigation,catalog_index,12.50,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00911,dual-diaphram-air-pump,Dual Diaphram Air Pump,H Moon Hydro,irrigation,catalog_index,115.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/pump_dual_diaphram.jpg?v=1761678862,,H Moon Hydro,simple,,active,shopify;woo,
,ac-wsa20-b-automatic-water-sprayer-2-liter,"AC-WSA20-B Automatic Water Sprayer, 2-Liter",H Moon Hydro,irrigation,catalog_index,29.99,,,0,,on],H Moon Hydro,simple,"9"" ocliating",active,shopify,no_sku
hmh00830,5-8-shut-off-barbed-valve-bag-of-10,"5/8"" shut-off barbed valve (bag of 10)",H Moon Hydro,irrigation,catalog_index,47.20,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/barb_connectors_ef4f11a2-9e5e-420d-b1be-d64aa9c41904.jpg?v=1761678749,,H Moon Hydro,simple,,active,shopify;woo,
hmh00914,40-micron-filter-for-tnc-pump,40 micron filter for TNC pump,H Moon Hydro,irrigation,catalog_index,13.49,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00944,3-8-in-tubing-blue-500-ft-roll,3/8 in. TUBING BLUE (500 FT. ROLL),H Moon Hydro,irrigation,catalog_index,155.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00943,3-8-in-tubing-white-500-ft-roll,3/8 in. TUBING WHITE (500 FT. ROLL),H Moon Hydro,irrigation,catalog_index,155.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00814,10-x-10-x-10-y-connector,"10"" X 10"" X 10"" ""Y"" Connector",H Moon Hydro,irrigation,catalog_index,33.29,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/y-duct.jpg?v=1761678736,,H Moon Hydro,simple,,active,shopify;woo,
hmh00945,1-2-in-tubing-neutral-250-ft-roll,1/2 in. TUBING NEUTRAL (250 FT. ROLL),H Moon Hydro,irrigation,catalog_index,130.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00837,1-2-fill-drain-fitting-bag-of-10,"1/2"" Fill & Drain Fitting (Bag of 10)",H Moon Hydro,irrigation,catalog_index,15.90,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bucket_baskets3.jpg?v=1761678734,,H Moon Hydro,simple,,active,shopify;woo,
hmh00822,1-2-grommet-bag-of-25,"1/2"" Grommet (bag of 25)",H Moon Hydro,irrigation,catalog_index,17.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grommets.jpg?v=1761678734,,H Moon Hydro,simple,,active,shopify;woo,
hmh00823,1-grommet-bag-of-10,"1"" Grommet (bag of 10)",H Moon Hydro,irrigation,catalog_index,19.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grommets_483a65c0-115d-47e2-aa70-abaf58f169cb.jpg?v=1761678734,,H Moon Hydro,simple,,active,shopify;woo,
hmh00824,1-1-4-grommet-bag-of-10,"1 1/4"" Grommet (bag of 10)",H Moon Hydro,irrigation,catalog_index,22.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grommets_db203292-894c-4c7d-b06d-a90da9f43ca9.jpg?v=1761678735,,H Moon Hydro,simple,,active,shopify;woo,
hmh00941,1-4-in-tubing-blue-500-ft-roll,1/4 in. TUBING BLUE (500 FT. ROLL),H Moon Hydro,irrigation,catalog_index,105.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00827,1-2-in-elbow-barbed-bag-of-50,1/2 in. Elbow Barbed (bag of 50),H Moon Hydro,irrigation,catalog_index,31.50,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/barb_connectors.jpg?v=1761678734,,H Moon Hydro,simple,,active,shopify;woo,
hmh00942,1-4-in-tubing-black-500-ft-roll,1/4 in. TUBING BLACK (500 FT. ROLL),H Moon Hydro,irrigation,catalog_index,105.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
1936,contains-3-pots-tubing-fittings-to-expand-th-emonster-ebb-grow-system,"Contains 3 pots, tubing & fittings to expand th eMonster Ebb & grow System",CAP,irrigation,catalog_index,97.7,0,40,2,,"Contains 3 pots, tubing & fittings to expand th eMonster Ebb & grow System",NGW,Complete Systems,,active,inventory,no_source_match
1686,132-gph-water-pump,132 GPH Water Pump,Unknown,irrigation,catalog_index,27.32,0,0,5,,132 GPH Water Pump,NGW,Components,,active,inventory,no_source_match; unknown_brand
1719,500-gph-water-pump,500 GPH Water Pump,Unknown,irrigation,catalog_index,43.99,0,0,1,,500 GPH Water Pump,System,Components,,active,inventory,no_source_match; unknown_brand
1806,submersible-pump-fittings-any-size-,Submersible Pump Fittings (any Size),Unknown,irrigation,catalog_index,1.95,0,0,0,,Submersible Pump Fittings (any Size),,Components,,active,inventory,no_source_match; unknown_brand
1808,4-outlet-manifold-plastic,4 Outlet Manifold Plastic,Unknown,irrigation,catalog_index,1.46,0,0.75,6,,4 Outlet Manifold Plastic,NGW,Components,,active,inventory,no_source_match; unknown_brand
1809,6-outlet-manifold-plastic,6 Outlet Manifold Plastic,Unknown,irrigation,catalog_index,2.88,0,1,4,,6 Outlet Manifold Plastic,NGW,Components,,active,inventory,no_source_match; unknown_brand
1784,230-gph-submersible-pump,230 GPH Submersible Pump,Maxi-Jet,irrigation,catalog_index,34.16,0,0,-1,,230 GPH Submersible Pump,NGW,Components,,active,inventory,no_source_match
1811,10-outlet-manifold-plastic,10 Outlet Manifold Plastic,Unknown,irrigation,catalog_index,4.84,0,2.5,6,,10 Outlet Manifold Plastic,NGW,Components,,active,inventory,no_source_match; unknown_brand
1867,big-boy-garden-hose-connection-kit,Big Boy Garden Hose Connection Kit,Unknown,irrigation,catalog_index,17.6,0,11.5,0,,Big Boy Garden Hose Connection Kit,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match; unknown_brand
1641,1-4-black-drip-line-tube,"1/4"" Black Drip line Tube",Unknown,irrigation,catalog_index,0.29,0,0.04068,985,,"1/4"" Black Drip line Tube",NGW,Components,,active,inventory,no_source_match; unknown_brand
1923,600cfm-blower,600cfm Blower,EcoPlus,irrigation,catalog_index,141.69,0,0,2,,600cfm Blower,Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
2004,2-x8-drip-tray,2'x8' drip Tray,Botanicare,irrigation,catalog_index,131.91,0,54,0,,2'x8' drip Tray,NGW,Pots/Containers,,active,inventory,no_source_match
1946,float-valve-kit,Float Valve Kit,Hydro-Logic,irrigation,catalog_index,41.06,0,6.33333,1,,Float Valve Kit,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2125,5-8-barbed-shut-off-valve,5/8 barbed shut off valve,General Hydroponics,irrigation,catalog_index,4.61,0,2.35714,2,,5/8 barbed shut off valve,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2129,3-4-inch-tubing-tube-hose,3/4 inch tubing tube hose,gro pro,irrigation,catalog_index,1.32,0,0.81,20,,3/4 inch tubing tube hose,NGW,Complete Systems,,active,inventory,no_source_match
352,1-4-straight-connector,"1/4"" Straight Connector",EcoPlus,irrigation,catalog_index,0.67,0,0.11824,63,,"1/4"" Straight Connector",NGW,Components,,active,inventory,no_source_match
2077,800w-1-2-hp-1560-gph,"800w, 1/2 HP 1560 GPH",EcoPlus,irrigation,catalog_index,345.89,0,0,0,,"800w, 1/2 HP 1560 GPH",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2078,1000w-3-4-hp-1620-gph,"1000w, 3/4 HP 1620 GPH",EcoPlus,irrigation,catalog_index,361.55,0,0,1,,"1000w, 3/4 HP 1620 GPH",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2084,cfl-adapter-socket-converter,CFL adapter socket converter,Unknown,irrigation,catalog_index,14.65,0,6.99,9,,CFL adapter socket converter,Nickel City Wholesale Garden Supply,Lighting Equipment,,active,inventory,no_source_match; unknown_brand
339,micro-irrigation-kit,Micro Irrigation Kit,Raindrip,irrigation,catalog_index,28.3,0,0,0,,Micro Irrigation Kit,NGW,Accessories,,active,inventory,no_source_match
482,replacement-float-valve-for-aerflo-36-60,Replacement Float Valve for AERFLO 36 & 60,General Hydroponics,irrigation,catalog_index,25.57,0,15.7,1,,Replacement Float Valve for AERFLO 36 & 60,Nickel City Wholesale Garden Supply,Components,,active,inventory,no_source_match
485,waterfarm-complete-single-unit-pump-module-fittings-farm-kit-,"Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit)",WaterFarm,irrigation,catalog_index,64.15,0,39.38,0,,"Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit)",Nickel City Wholesale Garden Supply,Complete Systems,,active,inventory,no_source_match
683,180-cfm-blower,180 CFM Blower,EcoPlus,irrigation,catalog_index,93.79,0,0,0,,180 CFM Blower,NGW,Environment Control,,active,inventory,no_source_match
518,60-100x-lighted-microscope,60-100x Lighted Microscope,EcoPlus,irrigation,catalog_index,24.95,0,14.34,12,,60-100x Lighted Microscope,NGW,Accessories,,active,inventory,no_source_match
494,vortex-sprayer-for-rainforest-systems,Vortex Sprayer for RainForest Systems,Vortex,irrigation,catalog_index,127.07,0,80,3,,Vortex Sprayer for RainForest Systems,Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
686,4-duct-backdraft-damper,"4"" Duct Backdraft Damper",EcoPlus,irrigation,catalog_index,17.55,0,3.65217,1,,"4"" Duct Backdraft Damper",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
687,6-axial-fan,"6"" Axial Fan",EcoPlus,irrigation,catalog_index,62.51,0,25.6,1,,"6"" Axial Fan",NGW,Environment Control,,active,inventory,no_source_match
822,extension-fitting-threaded-,Extension Fitting (Threaded),R&M,irrigation,catalog_index,0.83,0,0.30311,136,,Extension Fitting (Threaded),Nickel City Wholesale Garden Supply,Components,,active,inventory,no_source_match
903,3w-1-outlet-air-pump,3w 1 Outlet Air Pump,EcoPlus,irrigation,catalog_index,9.89,0,4.85,41,,3w 1 Outlet Air Pump,NGW,Components,,active,inventory,no_source_match
823,screen-fitting,Screen Fitting,R&M,irrigation,catalog_index,0.83,0,0.18169,76,,Screen Fitting,Nickel City Wholesale Garden Supply,Components,,active,inventory,no_source_match
904,6w-2-outlet-air-pump,6w 2 Outlet Air Pump,EcoPlus,irrigation,catalog_index,19.5,0,9.75,3,,6w 2 Outlet Air Pump,NGW,Components,,active,inventory,no_source_match
905,12w-4-outlet-air-pump,12w 4 Outlet Air Pump,EcoPlus,irrigation,catalog_index,32.74,0,17.85,0,,12w 4 Outlet Air Pump,NGW,Components,,active,inventory,no_source_match
825,c-a-p-version-1-2-tub-outlet-fitting-shorter-thread-,"C.A.P. Version 1/2"" Tub Outlet Fitting (Shorter Thread)",R&M,irrigation,catalog_index,1.95,0,0.94606,32,,"C.A.P. Version 1/2"" Tub Outlet Fitting (Shorter Thread)",NGW,Components,,active,inventory,no_source_match
