sku,handle,title,brand,primary_category,secondary_categories,price,compare_at_price,cost,inventory_qty,images,description,vendor,product_type,tags,status,source,needs_review
,calnesium-deficiency-correction-supplement,CALNESIUM Deficiency Correction Supplement,Calnesium,nutrients,catalog_index,,,,,,,,,,active,masters_only,no_source_match; no_sku
,calnesium-defficiency-correction-supplemnt-qt,CALNESIUM Defficiency Correction Supplemnt Qt.,Calnesium,nutrients,catalog_index,19.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Calnesium-2_e4926e68-b4ea-408d-913f-b7b5f7c56ce6.jpg?v=1761678829,,H Moon Hydro,simple,,active,shopify,no_sku
,calnesium-defficiency-correction-supplemnt-gal,CALNESIUM Defficiency Correction Supplemnt Gal,Calnesium,nutrients,catalog_index,57.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Calnesium-2.jpg?v=1761678829,,H Moon Hydro,simple,GROW LARGE,active,shopify,no_sku
,calnesium-defficiency-correction-supplemnt-2-5-ga,CALNESIUM Defficiency Correction Supplemnt 2.5 Ga,Calnesium,nutrients,catalog_index,114.96,,,0,,,H Moon Hydro,simple,,active,shopify,no_sku
,carb-o-naria-0-0-0-3,Carb O Naria 0-0-0.3,Unknown,nutrients,catalog_index,,,,,,,,,,active,masters_only,no_source_match; unknown_brand; no_sku
,carbonaria-0-0-03-qt-12-cs,CAR_BEAU_NARIA 0-0-.03  Qt. (12/cs),Unknown,nutrients,catalog_index,34.88,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/carbonaria.jpg?v=1761678829,,H Moon Hydro,simple,,active,shopify,unknown_brand; no_sku
,carb-o-naria-0-0-0-3-gall-4-cs,CAR-BEAU-NARIA 0-0-0.3 Gall.(4/cs),Unknown,nutrients,catalog_index,114.34,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/carbonaria_2f4f73ab-62ff-4e20-933e-e6e93ecdc33d.jpg?v=1761678829,,H Moon Hydro,simple,,active,shopify,unknown_brand; no_sku
,ripen-0-5-7-6,Ripen® 0.5-7-6,General Hydroponics,nutrients,catalog_index,,,,,,,,,,active,masters_only,no_source_match; no_sku
,ripen-0-5-7-6-quarts,Ripen® 0.5-7-6 Quarts,General Hydroponics,nutrients,catalog_index,34.89,,,0,,,H Moon Hydro,simple,,active,shopify,no_sku
,"Teaming with Bacteria is a must-have addition to every organic gardener’s library.,Jeff Lowenfels",Lowenfels digs into the new science behind how endophytic bacteria supply nutrients to a large array of plants and explains,Unknown,nutrients,catalog_index,,,,,,,,,,active,masters_only,no_source_match; unknown_brand; no_sku
,flavor,enzymes,Unknown,nutrients,catalog_index,,,,,,,,,,active,masters_only,no_source_match; unknown_brand; no_sku
hmh01785,the-ozone-generator,"The Ozone Generator 5,000 cu.ft.",H Moon Hydro,odor_control,catalog_index,120.00,174.95,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/UV-Ozone-Generator.jpg-2017-print.jpg?v=1761679104,,H Moon Hydro,simple,,active,shopify,
hmh00957,stealth-ro-100-200-carbon-filter,STEALTH RO 100/200 CARBON FILTER,Stealth RO,odor_control,catalog_index,16.50,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
water-stealth-ro-100-200-c,stealth-ro-100-200-carbon-filter,STEALTH RO 100/200 CARBON FILTER,Stealth RO,water_filtration,catalog_index,16.50,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh01114,ona-pro-gel-1-gal,ONA Pro Gel (1 gal),ONA,odor_control,catalog_index,39.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Gel-collage_58b68c51-89ad-4b43-ae5e-74fcf69d2465.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01354,ona-pro-spray-8oz,ONA Pro Spray 8oz,ONA,odor_control,catalog_index,9.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01111,ona-gel-fresh-linen-1-gal,ONA Gel Fresh Linen (1 gal),ONA,odor_control,catalog_index,39.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Gel-collage.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01113,ona-pro-gel-1-qt,ONA Pro Gel (1 qt),ONA,odor_control,catalog_index,17.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Gel-collage_5ded72c3-2b13-4558-ab7c-d00322baf694.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01115,ona-pro-gel-bucket-5-gal,ONA Pro Gel Bucket (5 gal),ONA,odor_control,catalog_index,167.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Gel-collage_57e6442c-a120-46d6-831a-7928b5f48440.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01116,ona-mist-dispenser,ONA Mist Dispenser,ONA,odor_control,catalog_index,24.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/onamist-with-disp_331e2293-aa8f-4f7f-ab7f-b1a4176a23b5.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
1717,ona-mist-dispenser,Ona Mist Dispenser,ONA,odor_control,catalog_index,24.95,0,0,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/onamist-with-disp_331e2293-aa8f-4f7f-ab7f-b1a4176a23b5.jpg?v=1761679001,Ona Mist Dispenser,H Moon Hydro,simple,,active,shopify;inventory,
hmh01118,ona-mist-polar-crystal-6oz,ONA Mist Polar Crystal 6oz,ONA,odor_control,catalog_index,11.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/onamist-with-disp_d0eda8b7-2baa-478a-b18d-5c69cafda7f7.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh00147,ona-storm,ONA Storm,ONA,odor_control,catalog_index,199.99,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01110,ona-gel-fresh-linen-1-qt,ONA Gel Fresh Linen (1 qt),ONA,odor_control,catalog_index,17.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Gel-collage_3d821d46-4a4d-45c3-8db3-0ace9b7491af.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01117,ona-mist-fresh-linen-mist-6oz,ONA Mist Fresh Linen Mist 6oz,ONA,odor_control,catalog_index,11.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/onamist-with-disp.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01109,ona-liquid-polar-crystal-1-gal,ONA Liquid Polar Crystal (1 gal),ONA,odor_control,catalog_index,39.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Liquid-bottle-200.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01493,ona-pro-gel-pail-1-gal,Ona Pro Gel Pail (1 Gal),ONA,odor_control,catalog_index,39.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01106,ona-pro-block-6oz,ONA Pro Block 6oz,ONA,odor_control,catalog_index,8.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Block-PRO.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01108,ona-liquid-polar-crystal-1-qt,ONA Liquid Polar Crystal (1 qt),ONA,odor_control,catalog_index,17.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Liquid-bottle-200_fe00b189-6996-49dc-8787-890d49a2acd7.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01112,ona-gel-fresh-linen-bucket-5-gal,ONA Gel Fresh Linen Bucket (5 gal),ONA,odor_control,catalog_index,167.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Gel-collage_36bb6da0-adf1-4abb-bae5-ef4964b83c93.jpg?v=1761679001,,H Moon Hydro,simple,,active,shopify;woo,
hmh01494,ona-gel-fresh-linen-pail-1gal,ONA Gel Fresh Linen Pail (1Gal),ONA,odor_control,catalog_index,39.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01353,ona-fresh-linen-spray-8oz,ONA Fresh Linen Spray 8oz,ONA,odor_control,catalog_index,9.95,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01105,ona-block-crystal-6oz,ONA Block Crystal 6oz,ONA,odor_control,catalog_index,8.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ONA-Block-200.jpg?v=1761678995,,H Moon Hydro,simple,,active,shopify;woo,
hmh00146,ona-breeze,ONA Breeze,ONA,odor_control,catalog_index,59.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/unnamed.jpg?v=1761678994,,H Moon Hydro,simple,,active,shopify;woo,
water-hydro-logic-preevolu,hydro-logic-preevolution-high-capacity-pre-filter,Hydro-Logic® PreEvolution™ High Capacity Pre-Filter,Hydro-Logic,water_filtration,catalog_index,,,,,,Pre Filter,,,,active,shopify,
,hydro-logic-preevolution-high-capacity-pre-filter,Hydro-Logic® PreEvolution™ High Capacity Pre-Filter,Hydro-Logic,odor_control,,,,,,,Pre Filter,,,,active,shopify,no_sku
hmh00699,can-filter-75-w-8-ho-559-cfm-fan-combo-freight-shipping-only,"Can-Filter 75 W/ 8"" HO 559 CFM Fan Combo (freight shipping ONLY)",Can-Filter,odor_control,catalog_index,551.08,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh00700,can-filter-100-w-8-ho-620-cfm-fan-combo-freight-shipping-only,"Can-Filter 100 W/ 8"" HO 620 CFM Fan Combo (freight shipping ONLY)",Can-Filter,odor_control,catalog_index,555.53,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
hmh01240,can-lite-14-w-flange-attached-2200-cfm,"Can-Lite 14"" w/ Flange attached (2200 cfm)",Can-lite,odor_control,catalog_index,390.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Can-Lite-Filters.jpg?v=1761678829,,H Moon Hydro,simple,,active,shopify;woo,
hmh00962,big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,H Moon Hydro,odor_control,catalog_index,129.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
water-big-boy-kdf-85-carbo,big-boy-kdf-85-carbon-filter-well-water-chloramines,BIG BOY KDF-85 CARBON FILTER- WELL WATER & CHLORAMINES,Hydro-Logic,water_filtration,catalog_index,129.00,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh00960,big-boy-carbon-filter,Big Boy Carbon filter,H Moon Hydro,odor_control,catalog_index,63.00,,,0,,,H Moon Hydro,simple,,active,shopify;woo,
water-big-boy-carbon-filte,big-boy-carbon-filter,Big Boy Carbon filter,Hydro-Logic,water_filtration,catalog_index,63.00,,,0,,,H Moon Hydro,simple,,active,shopify,
hmh00724,6-can-filter-flange,"6"" CAN Filter Flange",Can-Filter,odor_control,catalog_index,24.99,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/can-filters-flanges_103c48ab-a0c3-4dee-9470-89abdf241efe.jpg?v=1761678756,,H Moon Hydro,simple,,active,shopify;woo,
hmh00731,20-can-filter-flange-max,"20"" Can Filter Flange Max",Can-Filter,odor_control,catalog_index,45.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/can-filters-flanges_c777aca0-96c7-45fc-9344-7b3a554dac2d.jpg?v=1761678740,,H Moon Hydro,simple,,active,shopify;woo,
hmh00730,18-can-filter-flange-max,"18"" Can Filter Flange Max",Can-Filter,odor_control,catalog_index,41.66,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/can-filters-flanges_93e6bc1b-18c6-44f7-b59e-5658bdb13ccf.jpg?v=1761678738,,H Moon Hydro,simple,,active,shopify;woo,
hmh00729,16-can-filter-flange-max,"16"" Can Filter Flange Max",Can-Filter,odor_control,catalog_index,38.33,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/can-filters-flanges_d4d748de-772f-4ff8-89b3-d04a46c09355.jpg?v=1761678738,,H Moon Hydro,simple,,active,shopify;woo,
hmh00728,14-can-filter-flange-max,"14"" Can Filter Flange Max",Can-Filter,odor_control,catalog_index,29.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/can-filters-flanges_818d36c0-6c87-4bb6-8ae2-e9d0fce3595f.jpg?v=1761678738,,H Moon Hydro,simple,,active,shopify;woo,
hmh00727,12-can-filter-flange,"12"" CAN Filter Flange",Can-Filter,odor_control,catalog_index,21.11,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/can-filters-flanges_39730b1d-4d48-4bbf-a17d-0103971a84da.jpg?v=1761678738,,H Moon Hydro,simple,,active,shopify;woo,
hmh00726,10-can-filter-flange,"10"" CAN Filter Flange",Can-Filter,odor_control,catalog_index,16.67,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/can-filters-flanges.jpg?v=1761678736,,H Moon Hydro,simple,,active,shopify;woo,
1969,ona-odor-neutralizer,ONA Odor Neutralizer,ONA,odor_control,catalog_index,17.55,0,11.11904,8,,ONA Odor Neutralizer,NGW,Accessories,,active,inventory,no_source_match
1915,1236-cfm-carbon-filter,1236 CFM Carbon Filter,CAN,odor_control,catalog_index,256.11,0,0,0,,1236 CFM Carbon Filter,NGW,Environment Control,,active,inventory,no_source_match
1716,ona-odor-control,Ona Odor Control,ONA,odor_control,catalog_index,17.55,0,0,0,,Ona Odor Control,,Accessories,,active,inventory,no_source_match
1876,odor-neutralizing-agent-spray,Odor Neutralizing agent Spray,ona,odor_control,catalog_index,10.7,0,4.71494,0,,Odor Neutralizing agent Spray,NGW,Accessories,,active,inventory,no_source_match
1861,ona-mist-fresh-linen-scent,Ona Mist fresh Linen Scent,ONA,odor_control,catalog_index,11.68,0,7.25,6,,Ona Mist fresh Linen Scent,NGW,Nutrients,,active,inventory,no_source_match
1862,ona-fresh-linen-gel,Ona Fresh Linen Gel,ONA,odor_control,catalog_index,39.05,0,24.25,4,,Ona Fresh Linen Gel,NGW,Nutrients,,active,inventory,no_source_match
1890,europonic-rockwool-neutralizer,Europonic Rockwool neutralizer,Grodan,odor_control,catalog_index,14.66,0,0,0,,Europonic Rockwool neutralizer,NGW,Nutrients,,active,inventory,no_source_match
1920,fresh-linen,Fresh Linen,ona,odor_control,catalog_index,17.55,0,10.75,6,,Fresh Linen,NGW,Accessories,,active,inventory,no_source_match
1909,pro-gel-for-breeze,Pro Gel for breeze,ONA,odor_control,catalog_index,39.05,0,24.25,4,,Pro Gel for breeze,NGW,Accessories,,active,inventory,no_source_match
1996,600cfm-6-canlite-carbon-filter,"600cfm 6""  canlite carbon filter",Can-lite,odor_control,catalog_index,179.86,0,110,4,,"600cfm 6""  canlite carbon filter",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
1997,1000cfm-8-canlite-carbon-filter,"1000cfm 8"" canlite Carbon Filter",Can-lite,odor_control,catalog_index,258.06,0,158,0,,"1000cfm 8"" canlite Carbon Filter",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
1998,1500cfm-10-canlite-carbon-filter,"1500cfm 10"" canlite Carbon Filter",Can-lite,odor_control,catalog_index,280.54,0,167,1,,"1500cfm 10"" canlite Carbon Filter",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
1947,1400-cfm-canlite-carbon-filter,1400 CFM canlite  Carbon filter,Can-lite,odor_control,catalog_index,273.65,0,57.5,0,,1400 CFM canlite  Carbon filter,System,Environment Control,,active,inventory,no_source_match
1999,1800cfm-12-canlite-carbon-fiter,"1800cfm 12"" canlite Carbon Fiter",Can-lite,odor_control,catalog_index,338.22,0,207,1,,"1800cfm 12"" canlite Carbon Fiter",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
2137,ona-pro-mist-time-spray,ONA Pro mist time spray,ONA,odor_control,catalog_index,11.68,0,7.25,0,,ONA Pro mist time spray,NGW,Environment Control,,active,inventory,no_source_match
168,ona-gel-fresh-linen-scent,Ona Gel Fresh Linen Scent,ONA,odor_control,catalog_index,17.55,0,10.74979,-1,,Ona Gel Fresh Linen Scent,NGW,Accessories,,active,inventory,no_source_match
169,ona-gel-fresh-linen-scent,Ona gel Fresh Linen Scent,ONA,odor_control,catalog_index,39.05,0,24.25,0,,Ona gel Fresh Linen Scent,NGW,Accessories,,active,inventory,no_source_match
183,ona-gel-fresh-linen-scent,Ona Gel Fresh Linen Scent,ONA,odor_control,catalog_index,164.17,0,86.03703,0,,Ona Gel Fresh Linen Scent,NGW,Accessories,,active,inventory,no_source_match
170,ona-block-fresh-linen-scent,Ona Block Fresh Linen Scent,ONA,odor_control,catalog_index,8.75,0,5.30053,1,,Ona Block Fresh Linen Scent,NGW,Accessories,,active,inventory,no_source_match
171,ona-pro-block-odor-neutralizer,Ona Pro Block Odor Neutralizer,ONA,odor_control,catalog_index,9.99,0,5.30022,4,,Ona Pro Block Odor Neutralizer,NGW,Accessories,,active,inventory,no_source_match
172,ona-block-polar-crystal-scent,Ona Block Polar Crystal Scent,ONA,odor_control,catalog_index,9.99,0,5.3,8,,Ona Block Polar Crystal Scent,NGW,Accessories,,active,inventory,no_source_match
173,ona-breeze-gel-dispenser,Ona Breeze Gel Dispenser,ONA,odor_control,catalog_index,59.95,0,32,1,,Ona Breeze Gel Dispenser,NGW,Accessories,,active,inventory,no_source_match
182,ona-liquid-fesh-linen-scent,Ona Liquid Fesh Linen Scent,ONA,odor_control,catalog_index,164.17,0,0,0,,Ona Liquid Fesh Linen Scent,System,Accessories,,active,inventory,no_source_match
535,4-flange-for-can-filter-for-model-2600-9000-filters,"4"" Flange for CAN Filter for model 2600, 9000 filters",Can-Filter,odor_control,catalog_index,11.99,0,5.3892,0,,"4"" Flange for CAN Filter for model 2600, 9000 filters",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
536,6-flange-for-can-filter,"6"" Flange for CAN Filter",Can-Filter,odor_control,catalog_index,14.12,0,8.66,7,,"6"" Flange for CAN Filter",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
537,8-flange-for-can-filter,"8"" Flange for CAN Filter",Can-Filter,odor_control,catalog_index,15.2,0,9.13182,11,,"8"" Flange for CAN Filter",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
539,12-flange-for-can-filter,"12"" Flange for CAN Filter",Can-Filter,odor_control,catalog_index,20.63,0,12.66,3,,"12"" Flange for CAN Filter",Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
1003,carbon-filter-replacement-for-stealth-ro-100-200-small-boy-greenblock-,Carbon Filter Replacement for Stealth RO 100/200 & Small Boy (Greenblock),Stealth RO,odor_control,catalog_index,16.5,0,9.39969,2,,Carbon Filter Replacement for Stealth RO 100/200 & Small Boy (Greenblock),Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
1023,replacement-carbon-filter-for-big-boy,Replacement Carbon Filter for Big Boy,Hydro-Logic,odor_control,catalog_index,61.58,0,12.66667,2,,Replacement Carbon Filter for Big Boy,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
1027,replacement-carbon-filter-for-tall-boy-tall-blue,Replacement Carbon Filter for Tall Boy & Tall Blue,Hydro-Logic,odor_control,catalog_index,30.3,0,9,1,,Replacement Carbon Filter for Tall Boy & Tall Blue,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
1437,big-boy-de-chlorinator-sediment-filter-w-upgraded-kdf85-catalytic-carbon-filter,Big Boy De-Chlorinator & Sediment Filter w/ Upgraded KDF85 Catalytic Carbon Filter,Hydro-Logic,odor_control,catalog_index,493.64,0,302,2,,Big Boy De-Chlorinator & Sediment Filter w/ Upgraded KDF85 Catalytic Carbon Filter,Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
1438,small-boy-de-chlorinator-sediment-filter-w-upgraded-kdf85-catalytic-carbon-filter,Small Boy De-Chlorinator & Sediment Filter w/ upgraded KDF85 Catalytic Carbon Filter,Hydro-Logic,odor_control,catalog_index,149,0,79.5,1,,Small Boy De-Chlorinator & Sediment Filter w/ upgraded KDF85 Catalytic Carbon Filter,Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
1439,tall-boy-outdoor-de-chlorinator-sediment-filter-w-upgrade-kdf85-catalytic-carbon-filter,Tall Boy Outdoor De-Chlorinator & Sediment Filter w/ Upgrade KDF85 Catalytic Carbon Filter,Hydro-Logic,odor_control,catalog_index,216.96,0,137,2,,Tall Boy Outdoor De-Chlorinator & Sediment Filter w/ Upgrade KDF85 Catalytic Carbon Filter,Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
1913,ona-gallon-polar-crystal-liquid,ONA gallon Polar Crystal Liquid,ONA,odor_control,catalog_index,39.05,0,23.44545,2,,ONA gallon Polar Crystal Liquid,NGW,Accessories,,active,inventory,no_source_match
2119,4-canlite-filter-225-cfm,"4"" canlite filter 225 CFM",Can-lite,odor_control,catalog_index,149.95,0,86.615,2,,"4"" canlite filter 225 CFM",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
2122,2200-cfm-canlite-carbon-filter-14-,"2200 CFM canlite carbon filter 14""",Can-lite,odor_control,catalog_index,378.29,0,232,0,,"2200 CFM canlite carbon filter 14""",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
2164,ona-pro-gel-gallon,Ona pro gel gallon,ONA,odor_control,catalog_index,39.05,0,24.95,-3,,Ona pro gel gallon,NGW,Environment Control,,active,inventory,no_source_match
2305,one-spray,one spray,ONA,odor_control,catalog_index,10.7,0,4.97,-4,,one spray,Sunlight Supply inc.,Environment Control,,active,inventory,no_source_match
2444,canlite-6-mini-filter-420-cfm,"canlite 6"" mini filter 420 CFM",Can-lite,odor_control,catalog_index,130.01,0,95,0,,"canlite 6"" mini filter 420 CFM",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
2481,8-inch-can-lite-pre-filter,8 inch can lite pre filter,Can-lite,odor_control,catalog_index,12.66,0,11.21667,0,,8 inch can lite pre filter,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2482,6-inch-pre-filter-can-lite,6 inch pre filter can lite,Can-lite,odor_control,catalog_index,11.68,0,12.21,4,,6 inch pre filter can lite,Nickel City Wholesale Garden Supply,Accessories,,active,inventory,no_source_match
2488,ona-gel-apple,ona gel apple,ONA,odor_control,catalog_index,17.55,0,8.79,5,,ona gel apple,Sunlight Supply inc.,Environment Control,,active,inventory,no_source_match
2489,ona-gel-apple-for-odorstop,ONA gel Apple for odorstop,ONA,odor_control,catalog_index,39.05,0,19.95,4,,ONA gel Apple for odorstop,Sunlight Supply inc.,Environment Control,,active,inventory,no_source_match
2523,ona-spray-spple-crumble-scent,ona spray spple crumble scent,ONA,odor_control,catalog_index,10.7,0,0,0,,ona spray spple crumble scent,Sunlight Supply inc.,Accessories,,active,inventory,no_source_match
2718,the-ona-gel-is-our-most-popular-product-we-spent-many-years-developing-a-blend-of-ona-liquid-and-various-suspension-elements-to-result-in-a-product-that-has-excellent-dispersion-qualities-the-ona-odor-agents-are-released-in-a-controlled-manner-so-that-every-drop-of-this-excellent-product-is-fully-optimized-,The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.,ONA,odor_control,catalog_index,39.95,0,24.25,2,,The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.,Sunlight Supply inc.,Environment Control,,active,inventory,no_source_match
2719,the-ona-gel-is-our-most-popular-product-we-spent-many-years-developing-a-blend-of-ona-liquid-and-various-suspension-elements-to-result-in-a-product-that-has-excellent-dispersion-qualities-the-ona-odor-agents-are-released-in-a-controlled-manner-so-that-every-drop-of-this-excellent-product-is-fully-optimized-,The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.,ONA,odor_control,catalog_index,17.95,0,10.75,3,,The Ona Gel is our most popular product. We spent many years developing a blend of Ona Liquid and various suspension elements to result in a product that has excellent dispersion qualities. The Ona odor agents are released in a controlled manner so that every drop of this excellent product is fully optimized.,Sunlight Supply inc.,Environment Control,,active,inventory,no_source_match
3047,ozone-generator-5-500-cu-ft-,"Ozone Generator 5,500 cu.Ft.",Unknown,odor_control,catalog_index,179,0,74.95,2,,"Ozone Generator 5,500 cu.Ft.",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match; unknown_brand
399,can-lite-pre-filter-10-,"Can-Lite pre filter 10""",Can-lite,odor_control,catalog_index,21.1,0,12.66,0,,"Can-Lite pre filter 10""",Nickel City Wholesale Garden Supply,Environment Control,,active,inventory,no_source_match
453,big-boy-kdf85-catalytic-carbon-filter,Big Boy KDF85/Catalytic Carbon filter,Unknown,odor_control,catalog_index,127.95,0,79,1,,Big Boy KDF85/Catalytic Carbon filter,Nickel City Wholesale Garden Supply,Hydroponics Components,,active,inventory,no_source_match; unknown_brand
pest-zero-tolerance-pest-,zero-tolerance-pest-control-gal,Zero Tolerance Pest Control gal,Zero Tolerance,pest_control,catalog_index,75.00,85.00,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/zero_tolerence_3b5396b7-0285-4d0d-86d1-1fc2f42313c0.jpg?v=1761679131,"<p>Zero Tolerance Pest Control is a professional-grade solution designed to eliminate common garden pests while protecting your hydroponic system's integrity. This gallon-sized concentrate delivers powerful, targeted pest management for growers who demand results without compromise. Formulated for efficiency, it works quickly to control infestations and prevent crop damage. Ideal for both commercial and serious hobbyist operations seeking reliable pest suppression in controlled environments.</p>",H Moon Hydro,simple,,active,shopify,
pest-zero-tolerance-herba,zero-tolerance-herbal-fungicide-gal,Zero Tolerance Herbal Fungicide gal,Zero Tolerance,pest_control,catalog_index,60.00,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/zero_tolerence.jpg?v=1761679127,,H Moon Hydro,simple,,active,shopify,
pest-timemist-plus-progra,timemist-plus-programmable-dispenser-2,TimeMist Plus Programmable Dispenser,TimeMist,pest_control,catalog_index,74.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/timemist.jpg?v=1761679103,,H Moon Hydro,simple,,active,shopify,
pest-timemist-purge-i-3-2,timemist-purge-i-3-2-oz,TimeMist Purge I - 3.2 oz,TimeMist,pest_control,catalog_index,15.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/clear_air_purge1.jpg?v=1761679103,,H Moon Hydro,simple,,active,shopify,
pest-stick-thrip-leafmine,stick-thrip-leafminer-trap-5-pack,Stick Thrip Leafminer Trap 5/Pack,Unknown,pest_control,catalog_index,6.49,,,0,,,H Moon Hydro,simple,,active,shopify,unknown_brand
pest-garden-fungicide-32-,garden-fungicide-32-oz,Garden Fungicide 32 oz,Unknown,pest_control,catalog_index,9.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/safer_garden_fungicide_6bdf3981-6cd7-499e-913c-8db91ae245fa.jpg?v=1761678922,,H Moon Hydro,simple,,active,shopify,unknown_brand
pest-garden-fungicide-1-g,garden-fungicide-1-gal,Garden Fungicide 1 gal,Unknown,pest_control,catalog_index,16.95,,,0,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/safer_garden_fungicide.jpg?v=1761678909,,H Moon Hydro,simple,,active,shopify,unknown_brand
