Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Gift Card,Status
1-2-in-tubing-neutral-250-ft-roll,1/2 in. TUBING NEUTRAL (250 FT. ROLL),,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00945,0,shopify,0,deny,manual,130.00,,TRUE,TRUE,,,,1/2 in. TUBING NEUTRAL (250 FT. ROLL),1/2 in. TUBING NEUTRAL (250 FT. ROLL) | H Moon Hydro,Shop 1/2 in. TUBING NEUTRAL (250 FT. ROLL) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1-2-fill-drain-fitting-bag-of-10,"1/2"" Fill & Drain Fitting (Bag of 10)",,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00837,0,shopify,0,deny,manual,15.90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bucket_baskets3.jpg?v=1761678734,1,"1/2"" Fill & Drain Fitting (Bag of 10)","1/2"" Fill & Drain Fitting (Bag of 10) | H Moon Hydro","Shop 1/2"" Fill & Drain Fitting (Bag of 10) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
1-2-grommet-bag-of-25,"1/2"" Grommet (bag of 25)",,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00822,0,shopify,0,deny,manual,17.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grommets.jpg?v=1761678734,1,"1/2"" Grommet (bag of 25)","1/2"" Grommet (bag of 25) | H Moon Hydro","Shop 1/2"" Grommet (bag of 25) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
1-grommet-bag-of-10,"1"" Grommet (bag of 10)",,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00823,0,shopify,0,deny,manual,19.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grommets_483a65c0-115d-47e2-aa70-abaf58f169cb.jpg?v=1761678734,1,"1"" Grommet (bag of 10)","1"" Grommet (bag of 10) | H Moon Hydro","Shop 1"" Grommet (bag of 10) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
1-1-4-grommet-bag-of-10,"1 1/4"" Grommet (bag of 10)",,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00824,0,shopify,0,deny,manual,22.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/grommets_db203292-894c-4c7d-b06d-a90da9f43ca9.jpg?v=1761678735,1,"1 1/4"" Grommet (bag of 10)","1 1/4"" Grommet (bag of 10) | H Moon Hydro","Shop 1 1/4"" Grommet (bag of 10) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
1-4-in-tubing-blue-500-ft-roll,1/4 in. TUBING BLUE (500 FT. ROLL),,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00941,0,shopify,0,deny,manual,105.00,,TRUE,TRUE,,,,1/4 in. TUBING BLUE (500 FT. ROLL),1/4 in. TUBING BLUE (500 FT. ROLL) | H Moon Hydro,Shop 1/4 in. TUBING BLUE (500 FT. ROLL) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1-2-in-elbow-barbed-bag-of-50,1/2 in. Elbow Barbed (bag of 50),,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00827,0,shopify,0,deny,manual,31.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/barb_connectors.jpg?v=1761678734,1,1/2 in. Elbow Barbed (bag of 50),1/2 in. Elbow Barbed (bag of 50) | H Moon Hydro,Shop 1/2 in. Elbow Barbed (bag of 50) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1-4-in-tubing-black-500-ft-roll,1/4 in. TUBING BLACK (500 FT. ROLL),,H Moon Hydro,,Irrigation,"category:irrigation, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00942,0,shopify,0,deny,manual,105.00,,TRUE,TRUE,,,,1/4 in. TUBING BLACK (500 FT. ROLL),1/4 in. TUBING BLACK (500 FT. ROLL) | H Moon Hydro,Shop 1/4 in. TUBING BLACK (500 FT. ROLL) by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
contains-3-pots-tubing-fittings-to-expand-th-emonster-ebb-grow-system,"Contains 3 pots, tubing & fittings to expand th eMonster Ebb & grow System","Contains 3 pots, tubing & fittings to expand th eMonster Ebb & grow System",CAP,,Irrigation,"category:irrigation, category:catalog_index, brand:CAP",TRUE,Title,Default Title,,,,,HMH-IRR-276E4E,0,shopify,2,deny,manual,97.7,0,TRUE,TRUE,,,,"Contains 3 pots, tubing & fittings to expand th eMonster Ebb & grow System","Contains 3 pots, tubing & fittings to expand th eMonster Ebb & grow System | H Moon Hydro","Shop Contains 3 pots, tubing & fittings to expand th eMonster Ebb & grow System by CAP at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
132-gph-water-pump,132 GPH Water Pump,132 GPH Water Pump,Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-955783,0,shopify,5,deny,manual,27.32,0,TRUE,TRUE,,,,132 GPH Water Pump,132 GPH Water Pump | H Moon Hydro,Shop 132 GPH Water Pump by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
500-gph-water-pump,500 GPH Water Pump,500 GPH Water Pump,Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-840BFB,0,shopify,1,deny,manual,43.99,0,TRUE,TRUE,,,,500 GPH Water Pump,500 GPH Water Pump | H Moon Hydro,Shop 500 GPH Water Pump by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
submersible-pump-fittings-any-size-,Submersible Pump Fittings (any Size),Submersible Pump Fittings (any Size),Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-42F65C,0,shopify,0,deny,manual,1.95,0,TRUE,TRUE,,,,Submersible Pump Fittings (any Size),Submersible Pump Fittings (any Size) | H Moon Hydro,Shop Submersible Pump Fittings (any Size) by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
4-outlet-manifold-plastic,4 Outlet Manifold Plastic,4 Outlet Manifold Plastic,Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-B49C98,0,shopify,6,deny,manual,1.46,0,TRUE,TRUE,,,,4 Outlet Manifold Plastic,4 Outlet Manifold Plastic | H Moon Hydro,Shop 4 Outlet Manifold Plastic by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
6-outlet-manifold-plastic,6 Outlet Manifold Plastic,6 Outlet Manifold Plastic,Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-1C9005,0,shopify,4,deny,manual,2.88,0,TRUE,TRUE,,,,6 Outlet Manifold Plastic,6 Outlet Manifold Plastic | H Moon Hydro,Shop 6 Outlet Manifold Plastic by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
230-gph-submersible-pump,230 GPH Submersible Pump,230 GPH Submersible Pump,Maxi-Jet,,Irrigation,"category:irrigation, category:catalog_index, brand:Maxi-Jet",TRUE,Title,Default Title,,,,,HMH-IRR-2D8049,0,shopify,-1,deny,manual,34.16,0,TRUE,TRUE,,,,230 GPH Submersible Pump,230 GPH Submersible Pump | H Moon Hydro,Shop 230 GPH Submersible Pump by Maxi-Jet at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
10-outlet-manifold-plastic,10 Outlet Manifold Plastic,10 Outlet Manifold Plastic,Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-87698A,0,shopify,6,deny,manual,4.84,0,TRUE,TRUE,,,,10 Outlet Manifold Plastic,10 Outlet Manifold Plastic | H Moon Hydro,Shop 10 Outlet Manifold Plastic by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
big-boy-garden-hose-connection-kit,Big Boy Garden Hose Connection Kit,Big Boy Garden Hose Connection Kit,Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-39A450,0,shopify,0,deny,manual,17.6,0,TRUE,TRUE,,,,Big Boy Garden Hose Connection Kit,Big Boy Garden Hose Connection Kit | H Moon Hydro,Shop Big Boy Garden Hose Connection Kit by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1-4-black-drip-line-tube,"1/4"" Black Drip line Tube","1/4"" Black Drip line Tube",Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-E7EDFC,0,shopify,985,deny,manual,0.29,0,TRUE,TRUE,,,,"1/4"" Black Drip line Tube","1/4"" Black Drip line Tube | H Moon Hydro","Shop 1/4"" Black Drip line Tube by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
600cfm-blower,600cfm Blower,600cfm Blower,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-4D33F4,0,shopify,2,deny,manual,141.69,0,TRUE,TRUE,,,,600cfm Blower,600cfm Blower | H Moon Hydro,Shop 600cfm Blower by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
2-x8-drip-tray,2'x8' drip Tray,2'x8' drip Tray,Botanicare,,Irrigation,"category:irrigation, category:catalog_index, brand:Botanicare",TRUE,Title,Default Title,,,,,HMH-IRR-408D94,0,shopify,0,deny,manual,131.91,0,TRUE,TRUE,,,,2'x8' drip Tray,2'x8' drip Tray | H Moon Hydro,Shop 2'x8' drip Tray by Botanicare at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
float-valve-kit,Float Valve Kit,Float Valve Kit,Hydro-Logic,,Irrigation,"category:irrigation, category:catalog_index, brand:Hydro-Logic",TRUE,Title,Default Title,,,,,HMH-IRR-553058,0,shopify,1,deny,manual,41.06,0,TRUE,TRUE,,,,Float Valve Kit,Float Valve Kit | H Moon Hydro,Shop Float Valve Kit by Hydro-Logic at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
5-8-barbed-shut-off-valve,5/8 barbed shut off valve,5/8 barbed shut off valve,General Hydroponics,,Irrigation,"category:irrigation, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,HMH-IRR-2B404E,0,shopify,2,deny,manual,4.61,0,TRUE,TRUE,,,,5/8 barbed shut off valve,5/8 barbed shut off valve | H Moon Hydro,Shop 5/8 barbed shut off valve by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
3-4-inch-tubing-tube-hose,3/4 inch tubing tube hose,3/4 inch tubing tube hose,gro pro,,Irrigation,"category:irrigation, category:catalog_index, brand:gro pro",TRUE,Title,Default Title,,,,,HMH-IRR-B85F3E,0,shopify,20,deny,manual,1.32,0,TRUE,TRUE,,,,3/4 inch tubing tube hose,3/4 inch tubing tube hose | H Moon Hydro,Shop 3/4 inch tubing tube hose by gro pro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1-4-straight-connector,"1/4"" Straight Connector","1/4"" Straight Connector",EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-C961E4,0,shopify,63,deny,manual,0.67,0,TRUE,TRUE,,,,"1/4"" Straight Connector","1/4"" Straight Connector | H Moon Hydro","Shop 1/4"" Straight Connector by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
800w-1-2-hp-1560-gph,"800w, 1/2 HP 1560 GPH","800w, 1/2 HP 1560 GPH",EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-46408A,0,shopify,0,deny,manual,345.89,0,TRUE,TRUE,,,,"800w, 1/2 HP 1560 GPH","800w, 1/2 HP 1560 GPH | H Moon Hydro","Shop 800w, 1/2 HP 1560 GPH by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
1000w-3-4-hp-1620-gph,"1000w, 3/4 HP 1620 GPH","1000w, 3/4 HP 1620 GPH",EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-05ABC2,0,shopify,1,deny,manual,361.55,0,TRUE,TRUE,,,,"1000w, 3/4 HP 1620 GPH","1000w, 3/4 HP 1620 GPH | H Moon Hydro","Shop 1000w, 3/4 HP 1620 GPH by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
cfl-adapter-socket-converter,CFL adapter socket converter,CFL adapter socket converter,Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-2312B8,0,shopify,9,deny,manual,14.65,0,TRUE,TRUE,,,,CFL adapter socket converter,CFL adapter socket converter | H Moon Hydro,Shop CFL adapter socket converter by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
micro-irrigation-kit,Micro Irrigation Kit,Micro Irrigation Kit,Raindrip,,Irrigation,"category:irrigation, category:catalog_index, brand:Raindrip",TRUE,Title,Default Title,,,,,339,0,shopify,0,deny,manual,28.3,0,TRUE,TRUE,,,,Micro Irrigation Kit,Micro Irrigation Kit | H Moon Hydro,Shop Micro Irrigation Kit by Raindrip at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
replacement-float-valve-for-aerflo-36-60,Replacement Float Valve for AERFLO 36 & 60,Replacement Float Valve for AERFLO 36 & 60,General Hydroponics,,Irrigation,"category:irrigation, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,HMH-IRR-24621D,0,shopify,1,deny,manual,25.57,0,TRUE,TRUE,,,,Replacement Float Valve for AERFLO 36 & 60,Replacement Float Valve for AERFLO 36 & 60 | H Moon Hydro,Shop Replacement Float Valve for AERFLO 36 & 60 by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
waterfarm-complete-single-unit-pump-module-fittings-farm-kit-,"Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit)","Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit)",WaterFarm,,Irrigation,"category:irrigation, category:catalog_index, brand:WaterFarm",TRUE,Title,Default Title,,,,,HMH-IRR-C359E6,0,shopify,0,deny,manual,64.15,0,TRUE,TRUE,,,,"Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit)","Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit) | H Moon Hydro","Shop Waterfarm Complete Single Unit (Pump, Module, fittings & farm Kit) by WaterFarm at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
180-cfm-blower,180 CFM Blower,180 CFM Blower,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-BD3AFA,0,shopify,0,deny,manual,93.79,0,TRUE,TRUE,,,,180 CFM Blower,180 CFM Blower | H Moon Hydro,Shop 180 CFM Blower by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
60-100x-lighted-microscope,60-100x Lighted Microscope,60-100x Lighted Microscope,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-355CF3,0,shopify,12,deny,manual,24.95,0,TRUE,TRUE,,,,60-100x Lighted Microscope,60-100x Lighted Microscope | H Moon Hydro,Shop 60-100x Lighted Microscope by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
vortex-sprayer-for-rainforest-systems,Vortex Sprayer for RainForest Systems,Vortex Sprayer for RainForest Systems,Vortex,,Irrigation,"category:irrigation, category:catalog_index, brand:Vortex",TRUE,Title,Default Title,,,,,HMH-IRR-9F8FFA,0,shopify,3,deny,manual,127.07,0,TRUE,TRUE,,,,Vortex Sprayer for RainForest Systems,Vortex Sprayer for RainForest Systems | H Moon Hydro,Shop Vortex Sprayer for RainForest Systems by Vortex at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
4-duct-backdraft-damper,"4"" Duct Backdraft Damper","4"" Duct Backdraft Damper",EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-92D233,0,shopify,1,deny,manual,17.55,0,TRUE,TRUE,,,,"4"" Duct Backdraft Damper","4"" Duct Backdraft Damper | H Moon Hydro","Shop 4"" Duct Backdraft Damper by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
6-axial-fan,"6"" Axial Fan","6"" Axial Fan",EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-286153,0,shopify,1,deny,manual,62.51,0,TRUE,TRUE,,,,"6"" Axial Fan","6"" Axial Fan | H Moon Hydro","Shop 6"" Axial Fan by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
extension-fitting-threaded-,Extension Fitting (Threaded),Extension Fitting (Threaded),R&M,,Irrigation,"category:irrigation, category:catalog_index, brand:R&M",TRUE,Title,Default Title,,,,,HMH-IRR-34932C,0,shopify,136,deny,manual,0.83,0,TRUE,TRUE,,,,Extension Fitting (Threaded),Extension Fitting (Threaded) | H Moon Hydro,Shop Extension Fitting (Threaded) by R&M at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
3w-1-outlet-air-pump,3w 1 Outlet Air Pump,3w 1 Outlet Air Pump,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-88960F,0,shopify,41,deny,manual,9.89,0,TRUE,TRUE,,,,3w 1 Outlet Air Pump,3w 1 Outlet Air Pump | H Moon Hydro,Shop 3w 1 Outlet Air Pump by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
screen-fitting,Screen Fitting,Screen Fitting,R&M,,Irrigation,"category:irrigation, category:catalog_index, brand:R&M",TRUE,Title,Default Title,,,,,823,0,shopify,76,deny,manual,0.83,0,TRUE,TRUE,,,,Screen Fitting,Screen Fitting | H Moon Hydro,Shop Screen Fitting by R&M at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
6w-2-outlet-air-pump,6w 2 Outlet Air Pump,6w 2 Outlet Air Pump,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-023370,0,shopify,3,deny,manual,19.5,0,TRUE,TRUE,,,,6w 2 Outlet Air Pump,6w 2 Outlet Air Pump | H Moon Hydro,Shop 6w 2 Outlet Air Pump by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
12w-4-outlet-air-pump,12w 4 Outlet Air Pump,12w 4 Outlet Air Pump,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-9106D3,0,shopify,0,deny,manual,32.74,0,TRUE,TRUE,,,,12w 4 Outlet Air Pump,12w 4 Outlet Air Pump | H Moon Hydro,Shop 12w 4 Outlet Air Pump by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
c-a-p-version-1-2-tub-outlet-fitting-shorter-thread-,"C.A.P. Version 1/2"" Tub Outlet Fitting (Shorter Thread)","C.A.P. Version 1/2"" Tub Outlet Fitting (Shorter Thread)",R&M,,Irrigation,"category:irrigation, category:catalog_index, brand:R&M",TRUE,Title,Default Title,,,,,HMH-IRR-B1E3E5,0,shopify,32,deny,manual,1.95,0,TRUE,TRUE,,,,"C.A.P. Version 1/2"" Tub Outlet Fitting (Shorter Thread)","C.A.P. Version 1/2"" Tub Outlet Fitting (Shorter Thread) | H Moon Hydro","Shop C.A.P. Version 1/2"" Tub Outlet Fitting (Shorter Thread) by R&M at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
eco-air-8-380-4-gph,Eco Air-8/380.4 gph,Eco Air-8/380.4 gph,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,906,0,shopify,5,deny,manual,77.65,0,TRUE,TRUE,,,,Eco Air-8/380.4 gph,Eco Air-8/380.4 gph | H Moon Hydro,Shop Eco Air-8/380.4 gph by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
4-air-stone,"4"" Air Stone","4"" Air Stone",EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-99B79F,0,shopify,11,deny,manual,2.3,0,TRUE,TRUE,,,,"4"" Air Stone","4"" Air Stone | H Moon Hydro","Shop 4"" Air Stone by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
3-4-tub-outlet-fitting-in-let,"3/4"" Tub Outlet Fitting-in let","3/4"" Tub Outlet Fitting-in let",EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-E7A487,0,shopify,21,deny,manual,3.18,0,TRUE,TRUE,,,,"3/4"" Tub Outlet Fitting-in let","3/4"" Tub Outlet Fitting-in let | H Moon Hydro","Shop 3/4"" Tub Outlet Fitting-in let by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
basket-dripper-stake,Basket Dripper Stake,Basket Dripper Stake,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-CA2D95,0,shopify,148,deny,manual,0.73,0,TRUE,TRUE,,,,Basket Dripper Stake,Basket Dripper Stake | H Moon Hydro,Shop Basket Dripper Stake by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
small-round-air-stone,Small round Air Stone,Small round Air Stone,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,910,0,shopify,-32,deny,manual,1.91,0,TRUE,TRUE,,,,Small round Air Stone,Small round Air Stone | H Moon Hydro,Shop Small round Air Stone by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
large-round-air-stone,Large Round Air Stone,Large Round Air Stone,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,912,0,shopify,19,deny,manual,4.88,0,TRUE,TRUE,,,,Large Round Air Stone,Large Round Air Stone | H Moon Hydro,Shop Large Round Air Stone by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
120-951-gph-water-pump,120-951 GPH Water Pump,120-951 GPH Water Pump,General Hydroponics,,Irrigation,"category:irrigation, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,HMH-IRR-2BFC34,0,shopify,0,deny,manual,107.51,0,TRUE,TRUE,,,,120-951 GPH Water Pump,120-951 GPH Water Pump | H Moon Hydro,Shop 120-951 GPH Water Pump by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
spider-mite-spray-nozzle,Spider Mite Spray Nozzle,Spider Mite Spray Nozzle,Ultrasol,,Irrigation,"category:irrigation, category:catalog_index, brand:Ultrasol",TRUE,Title,Default Title,,,,,HMH-IRR-F91120,0,shopify,15,deny,manual,19.75,0,TRUE,TRUE,,,,Spider Mite Spray Nozzle,Spider Mite Spray Nozzle | H Moon Hydro,Shop Spider Mite Spray Nozzle by Ultrasol at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
100cc-syringe,100cc Syringe,100cc Syringe,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-8751CD,0,shopify,5,deny,manual,5.37,3.25,TRUE,TRUE,,,,100cc Syringe,100cc Syringe | H Moon Hydro,Shop 100cc Syringe by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1250-gph-1-4-hp-centrifugal-inline-water-pump,1250 GPH 1/4 HP Centrifugal Inline Water Pump,1250 GPH 1/4 HP Centrifugal Inline Water Pump,General Hydroponics,,Irrigation,"category:irrigation, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,HMH-IRR-CB1211,0,shopify,1,deny,manual,179.21,0,TRUE,TRUE,,,,1250 GPH 1/4 HP Centrifugal Inline Water Pump,1250 GPH 1/4 HP Centrifugal Inline Water Pump | H Moon Hydro,Shop 1250 GPH 1/4 HP Centrifugal Inline Water Pump by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
633-gph-submersible-pump,633 GPH Submersible Pump,633 GPH Submersible Pump,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-7CFB3E,0,shopify,5,deny,manual,45.44,0,TRUE,TRUE,,,,633 GPH Submersible Pump,633 GPH Submersible Pump | H Moon Hydro,Shop 633 GPH Submersible Pump by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1-4-elbow-connector,"1/4"" Elbow Connector","1/4"" Elbow Connector",Unknown,,Irrigation,"category:irrigation, category:catalog_index",TRUE,Title,Default Title,,,,,HMH-IRR-393D50,0,shopify,200,deny,manual,1.99,0,TRUE,TRUE,,,,"1/4"" Elbow Connector","1/4"" Elbow Connector | H Moon Hydro","Shop 1/4"" Elbow Connector by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,active
replacement-filter-for-tnc-pump,Replacement Filter for TNC Pump,Replacement Filter for TNC Pump,General Hydroponics,,Irrigation,"category:irrigation, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,HMH-IRR-355BE5,0,shopify,5,deny,manual,13.19,0,TRUE,TRUE,,,,Replacement Filter for TNC Pump,Replacement Filter for TNC Pump | H Moon Hydro,Shop Replacement Filter for TNC Pump by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
1056-gph-submersible-pump,1056 GPH Submersible Pump,1056 GPH Submersible Pump,EcoPlus,,Irrigation,"category:irrigation, category:catalog_index, brand:EcoPlus",TRUE,Title,Default Title,,,,,HMH-IRR-8058B8,0,shopify,0,deny,manual,67.93,0,TRUE,TRUE,,,,1056 GPH Submersible Pump,1056 GPH Submersible Pump | H Moon Hydro,Shop 1056 GPH Submersible Pump by EcoPlus at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
