Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Gift Card,Status
flavor-ful-2-5-gal,Flavor-Ful 2.5 gal,,H Moon Hydro,,Nutrients,"category:nutrients, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00412,0,shopify,0,deny,manual,134.56,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_flavor-ful_dabccd6b-e7d6-4eb1-9b64-0a9357458800.jpg?v=1761678882,1,Flavor-Ful 2.5 gal,Flavor-Ful 2.5 gal | H Moon Hydro,Shop Flavor-Ful 2.5 gal by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floralicious-bloom-1-gal,Floralicious Bloom 1 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00214,0,shopify,0,deny,manual,84.90,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraliciousBloom.jpg?v=1761678883,1,Floralicious Bloom 1 gal,Floralicious Bloom 1 gal | H Moon Hydro,Shop Floralicious Bloom 1 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
florakleen-2-5-gal,FloraKleen 2.5 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00233,0,shopify,0,deny,manual,57.65,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraKleen_137a1c4a-e74c-4477-a10c-ac79f43d0174.jpg?v=1761678882,1,FloraKleen 2.5 gal,FloraKleen 2.5 gal | H Moon Hydro,Shop FloraKleen 2.5 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
florakleen-1-gal,FloraKleen 1 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00232,0,shopify,0,deny,manual,24.29,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraKleen.jpg?v=1761678882,1,FloraKleen 1 gal,FloraKleen 1 gal | H Moon Hydro,Shop FloraKleen 1 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flavor-ful-1-qt,Flavor-Ful 1 qt,,H Moon Hydro,,Nutrients,"category:nutrients, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00410,0,shopify,0,deny,manual,17.56,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_flavor-ful_a8951db4-5e62-4b24-99ec-e6802917b035.jpg?v=1761678882,1,Flavor-Ful 1 qt,Flavor-Ful 1 qt | H Moon Hydro,Shop Flavor-Ful 1 qt by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floraduo-b-1-qt,FloraDuo B 1 qt,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00209,0,shopify,0,deny,manual,15.89,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/flora-duo_d23c1b08-2fa8-47a6-8fba-693f2f96c289.jpg?v=1761678882,1,FloraDuo B 1 qt,FloraDuo B 1 qt | H Moon Hydro,Shop FloraDuo B 1 qt by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-bloom-275-gal,Flora Bloom 275 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01828,0,shopify,0,deny,manual,3215.95,,TRUE,TRUE,,,,Flora Bloom 275 gal,Flora Bloom 275 gal | H Moon Hydro,Shop Flora Bloom 275 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-55-gal,FloraGro 55 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01826,0,shopify,0,deny,manual,1219.95,,TRUE,TRUE,,,,FloraGro 55 gal,FloraGro 55 gal | H Moon Hydro,Shop FloraGro 55 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-bloom-2-5-gal,Flora Bloom 2.5 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00183,0,shopify,0,deny,manual,73.20,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraBloom_a7fc761a-0270-4c88-af80-5c3b75906d04.jpg?v=1761678877,1,Flora Bloom 2.5 gal,Flora Bloom 2.5 gal | H Moon Hydro,Shop Flora Bloom 2.5 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-micro-2-5-gal,Flora Micro 2.5 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00173,0,shopify,0,deny,manual,84.30,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraMicro_b2c68e2c-3d97-4548-a425-fd13e305f2ee.jpg?v=1761678877,1,Flora Micro 2.5 gal,Flora Micro 2.5 gal | H Moon Hydro,Shop Flora Micro 2.5 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-2-5-gal,FloraGro 2.5 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00178,0,shopify,0,deny,manual,73.23,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraGro_ea0b1ab9-5dd7-46ba-8978-0cd2ffb3b58a.jpg?v=1761678877,1,FloraGro 2.5 gal,FloraGro 2.5 gal | H Moon Hydro,Shop FloraGro 2.5 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
florablend-6-gal,FloraBlend 6 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00014,0,shopify,0,deny,manual,151.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/florablend_f484a7fb-815e-463f-ae94-aa955074061c.jpg?v=1761678876,1,FloraBlend 6 gal,FloraBlend 6 gal | H Moon Hydro,Shop FloraBlend 6 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-16-oz,FloraGro 16 oz,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00175,0,shopify,0,deny,manual,10.39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraGro_c3f58acc-2a83-4c86-863c-a8276c42fe73.jpg?v=1761678876,1,FloraGro 16 oz,FloraGro 16 oz | H Moon Hydro,Shop FloraGro 16 oz by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-1-gal,FloraGro 1 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00177,0,shopify,0,deny,manual,40.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraGro_51509b5f-817f-438c-ae20-99e55166c81b.jpg?v=1761678877,1,FloraGro 1 gal,FloraGro 1 gal | H Moon Hydro,Shop FloraGro 1 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-15-gal,FloraGro 15 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01825,0,shopify,0,deny,manual,369.50,,TRUE,TRUE,,,,FloraGro 15 gal,FloraGro 15 gal | H Moon Hydro,Shop FloraGro 15 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
final-phase-1-gal,Final Phase (1 gal),,Unknown,,Nutrients,"category:nutrients, category:catalog_index",TRUE,Title,Default Title,,,,,hmh01039,0,shopify,0,deny,manual,50.54,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedFinalPhase_b05f4629-b348-4623-a751-620bf733e0a3.jpg?v=1761678877,1,Final Phase (1 gal),Final Phase (1 gal) | H Moon Hydro,Shop Final Phase (1 gal) by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-micro-55-gal,Flora Micro 55 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01830,0,shopify,0,deny,manual,1200.00,,TRUE,TRUE,,,,Flora Micro 55 gal,Flora Micro 55 gal | H Moon Hydro,Shop Flora Micro 55 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-6-gal,FloraGro 6 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00179,0,shopify,0,deny,manual,147.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraGro_d7909ddf-e2de-4ced-b30b-51f51c0e2669.jpg?v=1761678877,1,FloraGro 6 gal,FloraGro 6 gal | H Moon Hydro,Shop FloraGro 6 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
florablend-gal,FloraBlend gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00012,0,shopify,0,deny,manual,31.69,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/florablend_e9c03fe5-ab7e-48f7-b979-e84996033508.jpg?v=1761678877,1,FloraBlend gal,FloraBlend gal | H Moon Hydro,Shop FloraBlend gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-bloom-16-oz,Flora Bloom 16 oz,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00180,0,shopify,0,deny,manual,10.39,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraBloom_7b1c15d6-5fe8-4f8d-be75-52bcbd9344bf.jpg?v=1761678877,1,Flora Bloom 16 oz,Flora Bloom 16 oz | H Moon Hydro,Shop Flora Bloom 16 oz by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-275-gal,FloraGro 275 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01827,0,shopify,0,deny,manual,4908.76,,TRUE,TRUE,,,,FloraGro 275 gal,FloraGro 275 gal | H Moon Hydro,Shop FloraGro 275 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floraduo-b-2-5-gal,FloraDuo B 2.5 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00211,0,shopify,0,deny,manual,79.10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/flora-duo_e2abf616-968d-48d3-aeeb-050e841de181.jpg?v=1761678870,1,FloraDuo B 2.5 gal,FloraDuo B 2.5 gal | H Moon Hydro,Shop FloraDuo B 2.5 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-micro-1-qt,Flora Micro 1 qt,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00171,0,shopify,0,deny,manual,15.94,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraMicro.jpg?v=1761678870,1,Flora Micro 1 qt,Flora Micro 1 qt | H Moon Hydro,Shop Flora Micro 1 qt by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-shield-1-qt,Flora Shield 1 qt,,Unknown,,Nutrients,"category:nutrients, category:catalog_index",TRUE,Title,Default Title,,,,,hmh00229,0,shopify,0,deny,manual,28.75,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraShield.jpg?v=1761678870,1,Flora Shield 1 qt,Flora Shield 1 qt | H Moon Hydro,Shop Flora Shield 1 qt by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-bloom-1-qt,Flora Bloom 1 qt,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00181,0,shopify,0,deny,manual,13.19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraBloom.jpg?v=1761678870,1,Flora Bloom 1 qt,Flora Bloom 1 qt | H Moon Hydro,Shop Flora Bloom 1 qt by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floraduo-b-6-gal,FloraDuo B 6 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00212,0,shopify,0,deny,manual,170.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/flora-duo_0d5b1b8d-5323-4060-8c80-25a552c087f3.jpg?v=1761678870,1,FloraDuo B 6 gal,FloraDuo B 6 gal | H Moon Hydro,Shop FloraDuo B 6 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
florablend-2-5-gal,FloraBlend 2.5 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00013,0,shopify,0,deny,manual,73.80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/florablend.jpg?v=1761678870,1,FloraBlend 2.5 gal,FloraBlend 2.5 gal | H Moon Hydro,Shop FloraBlend 2.5 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floraduo-b-16-oz,FloraDuo B 16 oz,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00208,0,shopify,0,deny,manual,11.09,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/flora-duo_994cfcf0-86bf-416c-9fc1-8eddaabe8449.jpg?v=1761678870,1,FloraDuo B 16 oz,FloraDuo B 16 oz | H Moon Hydro,Shop FloraDuo B 16 oz by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
final-phase-1-lt,Final Phase (1 lt),,Unknown,,Nutrients,"category:nutrients, category:catalog_index",TRUE,Title,Default Title,,,,,hmh01038,0,shopify,0,deny,manual,20.80,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/advancedFinalPhase.jpg?v=1761678870,1,Final Phase (1 lt),Final Phase (1 lt) | H Moon Hydro,Shop Final Phase (1 lt) by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floraduo-a-2-5-gal,FloraDuo A 2.5 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00206,0,shopify,0,deny,manual,79.10,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/flora-duo.jpg?v=1761678870,1,FloraDuo A 2.5 gal,FloraDuo A 2.5 gal | H Moon Hydro,Shop FloraDuo A 2.5 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floraduo-a-16-oz,FloraDuo A 16 oz,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00203,0,shopify,0,deny,manual,11.09,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/flora-duo_822690c0-65ee-4b7f-9fd6-955a26df7625.jpg?v=1761678870,1,FloraDuo A 16 oz,FloraDuo A 16 oz | H Moon Hydro,Shop FloraDuo A 16 oz by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-micro-6-gal,Flora Micro 6 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00174,0,shopify,0,deny,manual,120.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraMicro_59475c62-7f58-4e07-84b2-7052ec575389.jpg?v=1761678870,1,Flora Micro 6 gal,Flora Micro 6 gal | H Moon Hydro,Shop Flora Micro 6 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
florablend-qt,FloraBlend qt,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00011,0,shopify,0,deny,manual,13.07,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraBlend-qt.jpg?v=1761678870,1,FloraBlend qt,FloraBlend qt | H Moon Hydro,Shop FloraBlend qt by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
floragro-1-qt,FloraGro 1 qt,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00176,0,shopify,0,deny,manual,13.19,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraGro.jpg?v=1761678870,1,FloraGro 1 qt,FloraGro 1 qt | H Moon Hydro,Shop FloraGro 1 qt by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flavor-ful-1-gal,Flavor-Ful 1 gal,,H Moon Hydro,,Nutrients,"category:nutrients, category:catalog_index, brand:H Moon Hydro",TRUE,Title,Default Title,,,,,hmh00411,0,shopify,0,deny,manual,58.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_flavor-ful.jpg?v=1761678870,1,Flavor-Ful 1 gal,Flavor-Ful 1 gal | H Moon Hydro,Shop Flavor-Ful 1 gal by H Moon Hydro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-bloom-6-gal,Flora Bloom 6 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh00184,0,shopify,0,deny,manual,147.50,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FloraBloom_982b8104-2a9e-4a02-87a7-0a9b83b2f089.jpg?v=1761678870,1,Flora Bloom 6 gal,Flora Bloom 6 gal | H Moon Hydro,Shop Flora Bloom 6 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-bloom-15-gal,Flora Bloom 15 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01823,0,shopify,0,deny,manual,240.00,,TRUE,TRUE,,,,Flora Bloom 15 gal,Flora Bloom 15 gal | H Moon Hydro,Shop Flora Bloom 15 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-micro-15-gal,Flora Micro 15 gal,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01829,0,shopify,0,deny,manual,250.00,,TRUE,TRUE,,,,Flora Micro 15 gal,Flora Micro 15 gal | H Moon Hydro,Shop Flora Micro 15 gal by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
flora-series-performance-pack-complete-8-week-grow-bloom-starter-kit,Flora Series Performance Pack (Complete 8 week grow/bloom starter kit),,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01422,0,shopify,0,deny,manual,52.95,,TRUE,TRUE,,,,Flora Series Performance Pack (Complete 8 week grow/bloom starter kit),Flora Series Performance Pack (Complete 8 week grow/bloom starter kit) | H Moon Hydro,Shop Flora Series Performance Pack (Complete 8 week grow/bloom starter kit) by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
equilibrium-natural-1-gal,Equilibrium Natural 1 gal,,Unknown,,Nutrients,"category:nutrients, category:catalog_index",TRUE,Title,Default Title,,,,,hmh00386,0,shopify,0,deny,manual,75.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/equilibrium-natural.jpg?v=1761678863,1,Equilibrium Natural 1 gal,Equilibrium Natural 1 gal | H Moon Hydro,Shop Equilibrium Natural 1 gal by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
dyna-gro-pro-tekt-1gal,Dyna-Gro Pro Tekt 1gal,,Gro Pro,,Nutrients,"category:nutrients, category:catalog_index, brand:Gro Pro",TRUE,Title,Default Title,,,,,hmh2012,0,shopify,0,deny,manual,55.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Dyna-Gro-Pro-Tekt-1gallon.jpg?v=1761678863,1,Dyna-Gro Pro Tekt 1gal,Dyna-Gro Pro Tekt 1gal | H Moon Hydro,Shop Dyna-Gro Pro Tekt 1gal by Gro Pro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
equinox-2-5-gallon,Equinox 2.5 Gallon,,Humboldt,,Nutrients,"category:nutrients, category:catalog_index, brand:Humboldt",TRUE,Title,Default Title,,,,,hmh01452,0,shopify,0,deny,manual,110.74,,TRUE,TRUE,,,,Equinox 2.5 Gallon,Equinox 2.5 Gallon | H Moon Hydro,Shop Equinox 2.5 Gallon by Humboldt at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
dyna-gro-pro-tekt-1qt,Dyna-Gro Pro Tekt 1qt,,Gro Pro,,Nutrients,"category:nutrients, category:catalog_index, brand:Gro Pro",TRUE,Title,Default Title,,,,,hmh2011,0,shopify,0,deny,manual,25.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Dyna-Gro-Pro-Tekt-1qt.jpg?v=1761678863,1,Dyna-Gro Pro Tekt 1qt,Dyna-Gro Pro Tekt 1qt | H Moon Hydro,Shop Dyna-Gro Pro Tekt 1qt by Gro Pro at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
down-to-earth-high-nitrogen-bat-guano-10-lb,Down To Earth High Nitrogen Bat Guano - 10 lb,,General Hydroponics,,Nutrients,"category:nutrients, category:catalog_index, brand:General Hydroponics",TRUE,Title,Default Title,,,,,hmh01797,0,shopify,0,deny,manual,34.39,,TRUE,TRUE,,,,Down To Earth High Nitrogen Bat Guano - 10 lb,Down To Earth High Nitrogen Bat Guano - 10 lb | H Moon Hydro,Shop Down To Earth High Nitrogen Bat Guano - 10 lb by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
clonex-solution-32oz,Clonex Solution 32oz,,Clonex,,Nutrients,"category:nutrients, category:catalog_index, brand:Clonex",TRUE,Title,Default Title,,,,,hmh01356,0,shopify,0,deny,manual,25.00,,TRUE,TRUE,,,,Clonex Solution 32oz,Clonex Solution 32oz | H Moon Hydro,Shop Clonex Solution 32oz by Clonex at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
diamond-nectar-1-gal,Diamond Nectar 1 gal,,Nectar,,Nutrients,"category:nutrients, category:catalog_index, brand:Nectar",TRUE,Title,Default Title,,,,,hmh00200,0,shopify,0,deny,manual,48.95,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Diamond_Nectar_cbf2056e-1786-4c0f-a244-12732637e8c6.jpg?v=1761678849,1,Diamond Nectar 1 gal,Diamond Nectar 1 gal | H Moon Hydro,Shop Diamond Nectar 1 gal by Nectar at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
double-super-b-4-liter,Double Super B+ 4 liter,,Double Super B+,,Nutrients,"category:nutrients, category:catalog_index, brand:Double Super B+",TRUE,Title,Default Title,,,,,hmh00330,0,shopify,0,deny,manual,109.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/super_b_extra_strength_0f2016c2-db90-4a8f-aff4-89144931db29.jpg?v=1761678849,1,Double Super B+ 4 liter,Double Super B+ 4 liter | H Moon Hydro,Shop Double Super B+ 4 liter by Double Super B+ at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
diamond-nectar-6-gal,Diamond Nectar 6 gal,,Nectar,,Nutrients,"category:nutrients, category:catalog_index, brand:Nectar",TRUE,Title,Default Title,,,,,hmh00202,0,shopify,0,deny,manual,194.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Diamond_Nectar_fda1dec1-a7db-4908-96ac-68a5bce639c4.jpg?v=1761678849,1,Diamond Nectar 6 gal,Diamond Nectar 6 gal | H Moon Hydro,Shop Diamond Nectar 6 gal by Nectar at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
cocotek-bloom-b-gal,CocoTek Bloom B Gal.,,Cocotek,,Nutrients,"category:nutrients, category:catalog_index, brand:Cocotek",TRUE,Title,Default Title,,,,,hmh01563,0,shopify,0,deny,manual,34.00,,TRUE,TRUE,,,,CocoTek Bloom B Gal.,CocoTek Bloom B Gal. | H Moon Hydro,Shop CocoTek Bloom B Gal. by Cocotek at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
double-super-b-10-liter,Double Super B+ 10 liter,,Double Super B+,,Nutrients,"category:nutrients, category:catalog_index, brand:Double Super B+",TRUE,Title,Default Title,,,,,hmh00331,0,shopify,0,deny,manual,205.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/super_b_extra_strength_2ff845f5-f573-47cd-aa37-fffd7dd2d782.jpg?v=1761678844,1,Double Super B+ 10 liter,Double Super B+ 10 liter | H Moon Hydro,Shop Double Super B+ 10 liter by Double Super B+ at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
diamond-black-1-qt,Diamond Black 1 qt,,Humboldt,,Nutrients,"category:nutrients, category:catalog_index, brand:Humboldt",TRUE,Title,Default Title,,,,,hmh00255,0,shopify,0,deny,manual,16.98,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/DiamondBlackbottle_ba46c700-c25b-4220-9162-9e7cabd54120.jpg?v=1761678844,1,Diamond Black 1 qt,Diamond Black 1 qt | H Moon Hydro,Shop Diamond Black 1 qt by Humboldt at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,active
