Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Gift Card,Status
,1000 W HPS Alto Agrolite XT 140000 lumens,,Agrolite,,Grow Lights,"category:grow_lights, brand:Agrolite",FALSE,Title,Default Title,,,,,hmh00855,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,1000 W HPS Alto Agrolite XT 140000 lumens,1000 W HPS Alto Agrolite XT 140000 lumens | H Moon Hydro,Shop 1000 W HPS Alto Agrolite XT 140000 lumens by Agrolite at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,2' Nanotech Reflector for Sunblaster T5,,SunBlaster,,Grow Lights,"category:grow_lights, brand:SunBlaster",FALSE,Title,Default Title,,,,,hmh01478,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,2' Nanotech Reflector for Sunblaster T5,2' Nanotech Reflector for Sunblaster T5 | H Moon Hydro,Shop 2' Nanotech Reflector for Sunblaster T5 by SunBlaster at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,240V.LEC®Emitting Ceramic® Fixture 630 Light,,Lec,,Grow Lights,"category:grow_lights, brand:Lec",FALSE,Title,Default Title,,,,,hmh01595,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,240V.LEC®Emitting Ceramic® Fixture 630 Light,240V.LEC®Emitting Ceramic® Fixture 630 Light | H Moon Hydro,Shop 240V.LEC®Emitting Ceramic® Fixture 630 Light by Lec at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,4' Nanotech Reflector for Sunblaster T5,,SunBlaster,,Grow Lights,"category:grow_lights, brand:SunBlaster",FALSE,Title,Default Title,,,,,hmh01480,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,4' Nanotech Reflector for Sunblaster T5,4' Nanotech Reflector for Sunblaster T5 | H Moon Hydro,Shop 4' Nanotech Reflector for Sunblaster T5 by SunBlaster at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,4' T5 Fixture 54W (5022 Lumens),,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,hmh00529,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,4' T5 Fixture 54W (5022 Lumens),4' T5 Fixture 54W (5022 Lumens) | H Moon Hydro,Shop 4' T5 Fixture 54W (5022 Lumens) by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",,Cool Tube,,Grow Lights,"category:grow_lights, brand:Cool Tube",FALSE,Title,Default Title,,,,,hmh00519,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long","6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long | H Moon Hydro","Shop 6 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long by Cool Tube at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long",,Cool Tube,,Grow Lights,"category:grow_lights, brand:Cool Tube",FALSE,Title,Default Title,,,,,hmh00518,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long","8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long | H Moon Hydro","Shop 8 in. Cool Tube with reflector socket w/ 15 ft cord - 24"" long by Cool Tube at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,BADBOY T-5 4 ft - 16 Lamp Fixture 864 W,,Badboy,,Grow Lights,"category:grow_lights, brand:Badboy",FALSE,Title,Default Title,,,,,hmh00536,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,BADBOY T-5 4 ft - 16 Lamp Fixture 864 W,BADBOY T-5 4 ft - 16 Lamp Fixture 864 W | H Moon Hydro,Shop BADBOY T-5 4 ft - 16 Lamp Fixture 864 W by Badboy at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,,Badboy,,Grow Lights,"category:grow_lights, brand:Badboy",FALSE,Title,Default Title,,,,,hmh00532,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W,BADBOY T-5 4 ft - 4 Lamp Fixture 216 W | H Moon Hydro,Shop BADBOY T-5 4 ft - 4 Lamp Fixture 216 W by Badboy at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,BADBOY T-5 4 ft - 6 Lamp Fixture 324 W,,Badboy,,Grow Lights,"category:grow_lights, brand:Badboy",FALSE,Title,Default Title,,,,,hmh00533,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,BADBOY T-5 4 ft - 6 Lamp Fixture 324 W,BADBOY T-5 4 ft - 6 Lamp Fixture 324 W | H Moon Hydro,Shop BADBOY T-5 4 ft - 6 Lamp Fixture 324 W by Badboy at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,BADBOY T-5 4 ft - 8 Lamp Fixture 432 W,,Badboy,,Grow Lights,"category:grow_lights, brand:Badboy",FALSE,Title,Default Title,,,,,hmh00534,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,BADBOY T-5 4 ft - 8 Lamp Fixture 432 W,BADBOY T-5 4 ft - 8 Lamp Fixture 432 W | H Moon Hydro,Shop BADBOY T-5 4 ft - 8 Lamp Fixture 432 W by Badboy at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Basic 1000W MH/HPS Switchable Ballast,,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,hmh00852,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Basic 1000W MH/HPS Switchable Ballast,Basic 1000W MH/HPS Switchable Ballast | H Moon Hydro,Shop Basic 1000W MH/HPS Switchable Ballast by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Basic 600w HPS Ballast,,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,hmh01247,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Basic 600w HPS Ballast,Basic 600w HPS Ballast | H Moon Hydro,Shop Basic 600w HPS Ballast by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,BASIC Magnetic Ballast,,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,hmh00118,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,BASIC Magnetic Ballast,BASIC Magnetic Ballast | H Moon Hydro,Shop BASIC Magnetic Ballast by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Eye Hortilux® CMH 315 Lamp,,Hortilux,,Grow Lights,"category:grow_lights, brand:Hortilux",FALSE,Title,Default Title,,,,,hmh01934,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Eye Hortilux® CMH 315 Lamp,Eye Hortilux® CMH 315 Lamp | H Moon Hydro,Shop Eye Hortilux® CMH 315 Lamp by Hortilux at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,GREENPOWERLUNIMAIRES -315 REMOTE ballast,,Greenpower,,Grow Lights,"category:grow_lights, brand:Greenpower",FALSE,Title,Default Title,,,,,hmh01710,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,GREENPOWERLUNIMAIRES -315 REMOTE ballast,GREENPOWERLUNIMAIRES -315 REMOTE ballast | H Moon Hydro,Shop GREENPOWERLUNIMAIRES -315 REMOTE ballast by Greenpower at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,GREENPOWERLUNIMAIRES REMOTE ballast,,Greenpower,,Grow Lights,"category:grow_lights, brand:Greenpower",FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,GREENPOWERLUNIMAIRES REMOTE ballast,GREENPOWERLUNIMAIRES REMOTE ballast | H Moon Hydro,Shop GREENPOWERLUNIMAIRES REMOTE ballast by Greenpower at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Hortilux LU400 Watt/HTL/EN,,Hortilux,,Grow Lights,"category:grow_lights, brand:Hortilux",FALSE,Title,Default Title,,,,,hmh01518,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Hortilux LU400 Watt/HTL/EN,Hortilux LU400 Watt/HTL/EN | H Moon Hydro,Shop Hortilux LU400 Watt/HTL/EN by Hortilux at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Hortilux LU600 Watt/HTL/EN HPS,,Hortilux,,Grow Lights,"category:grow_lights, brand:Hortilux",FALSE,Title,Default Title,,,,,hmh01517,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Hortilux LU600 Watt/HTL/EN HPS,Hortilux LU600 Watt/HTL/EN HPS | H Moon Hydro,Shop Hortilux LU600 Watt/HTL/EN HPS by Hortilux at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Hortilux- 1000 W Blue Daylight Metal Halide,,Hortilux,,Grow Lights,"category:grow_lights, brand:Hortilux",FALSE,Title,Default Title,,,,,hmh01520,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Hortilux- 1000 W Blue Daylight Metal Halide,Hortilux- 1000 W Blue Daylight Metal Halide | H Moon Hydro,Shop Hortilux- 1000 W Blue Daylight Metal Halide by Hortilux at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Hortilux-Blue Daylight Metal Halide Lamps,,Hortilux,,Grow Lights,"category:grow_lights, brand:Hortilux",FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Hortilux-Blue Daylight Metal Halide Lamps,Hortilux-Blue Daylight Metal Halide Lamps | H Moon Hydro,Shop Hortilux-Blue Daylight Metal Halide Lamps by Hortilux at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,LEC 315 240V,,Lec,,Grow Lights,"category:grow_lights, brand:Lec",FALSE,Title,Default Title,,,,,hmh01600,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,LEC 315 240V,LEC 315 240V | H Moon Hydro,Shop LEC 315 240V by Lec at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Nanotech Reflector for Sunblaster,,SunBlaster,,Grow Lights,"category:grow_lights, brand:SunBlaster",FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Nanotech Reflector for Sunblaster,Nanotech Reflector for Sunblaster | H Moon Hydro,Shop Nanotech Reflector for Sunblaster by SunBlaster at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Panda-Double Ended Reflector- Medium,,Panda,,Grow Lights,"category:grow_lights, brand:Panda",FALSE,Title,Default Title,,,,,hmh01553,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Panda-Double Ended Reflector- Medium,Panda-Double Ended Reflector- Medium | H Moon Hydro,Shop Panda-Double Ended Reflector- Medium by Panda at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,"Plantmax 1000W. 72K MH High Output 90,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh01733,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 1000W. 72K MH High Output 90,000 lumens","Plantmax 1000W. 72K MH High Output 90,000 lumens | H Moon Hydro","Shop Plantmax 1000W. 72K MH High Output 90,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 250W. HPS High Output 29,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00870,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 250W. HPS High Output 29,000 lumens","Plantmax 250W. HPS High Output 29,000 lumens | H Moon Hydro","Shop Plantmax 250W. HPS High Output 29,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 250W. MH High Output 24,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00865,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 250W. MH High Output 24,000 lumens","Plantmax 250W. MH High Output 24,000 lumens | H Moon Hydro","Shop Plantmax 250W. MH High Output 24,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 400W. 72K MH High Output 32,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00868,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 400W. 72K MH High Output 32,000 lumens","Plantmax 400W. 72K MH High Output 32,000 lumens | H Moon Hydro","Shop Plantmax 400W. 72K MH High Output 32,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 400W. HPS High Output 50,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00871,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 400W. HPS High Output 50,000 lumens","Plantmax 400W. HPS High Output 50,000 lumens | H Moon Hydro","Shop Plantmax 400W. HPS High Output 50,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 400W. MH High Output 39,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00866,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 400W. MH High Output 39,000 lumens","Plantmax 400W. MH High Output 39,000 lumens | H Moon Hydro","Shop Plantmax 400W. MH High Output 39,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 430W. HPS High Output 58,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00872,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 430W. HPS High Output 58,000 lumens","Plantmax 430W. HPS High Output 58,000 lumens | H Moon Hydro","Shop Plantmax 430W. HPS High Output 58,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 750W. HPS High Output 106,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh01124,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 750W. HPS High Output 106,000 lumens","Plantmax 750W. HPS High Output 106,000 lumens | H Moon Hydro","Shop Plantmax 750W. HPS High Output 106,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"Plantmax 940W. HPS Conversion 130,000 lumens",,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh01125,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Plantmax 940W. HPS Conversion 130,000 lumens","Plantmax 940W. HPS Conversion 130,000 lumens | H Moon Hydro","Shop Plantmax 940W. HPS Conversion 130,000 lumens by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,Plantmax HPS Conversion (MH Ballast),,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00602,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Plantmax HPS Conversion (MH Ballast),Plantmax HPS Conversion (MH Ballast) | H Moon Hydro,Shop Plantmax HPS Conversion (MH Ballast) by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Plantmax MH Conversion (HPS Ballast),,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,hmh00603,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Plantmax MH Conversion (HPS Ballast),Plantmax MH Conversion (HPS Ballast) | H Moon Hydro,Shop Plantmax MH Conversion (HPS Ballast) by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,Plantmax MH High Output,,Plantmax,,Grow Lights,"category:grow_lights, brand:Plantmax",FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Plantmax MH High Output,Plantmax MH High Output | H Moon Hydro,Shop Plantmax MH High Output by Plantmax at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,ReVolt Digital 1000 Watt Dimming Ballast,,Revolt,,Grow Lights,"category:grow_lights, brand:Revolt",FALSE,Title,Default Title,,,,,hmh01736,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,ReVolt Digital 1000 Watt Dimming Ballast,ReVolt Digital 1000 Watt Dimming Ballast | H Moon Hydro,Shop ReVolt Digital 1000 Watt Dimming Ballast by Revolt at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,"SolarMax 400W. MH Gold 36,000 Lumens",,Solarmax,,Grow Lights,"category:grow_lights, brand:Solarmax",FALSE,Title,Default Title,,,,,hmh00892,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"SolarMax 400W. MH Gold 36,000 Lumens","SolarMax 400W. MH Gold 36,000 Lumens | H Moon Hydro","Shop SolarMax 400W. MH Gold 36,000 Lumens by Solarmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,SolarMax HPS w,,Solarmax,,Grow Lights,"category:grow_lights, brand:Solarmax",FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,SolarMax HPS w,SolarMax HPS w | H Moon Hydro,Shop SolarMax HPS w by Solarmax at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,,Sunsoaker,,Grow Lights,"category:grow_lights, brand:Sunsoaker",FALSE,Title,Default Title,,,,,hmh00513,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket,SunSoaker Parabolic Reflector w/ Horizonal Socket bracket | H Moon Hydro,Shop SunSoaker Parabolic Reflector w/ Horizonal Socket bracket by Sunsoaker at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,VEGETATIVE - HPS Ballast,,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,hmh00606,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,VEGETATIVE - HPS Ballast,VEGETATIVE - HPS Ballast | H Moon Hydro,Shop VEGETATIVE - HPS Ballast by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,VEGETATIVE - MH Ballast,,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,hmh00607,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,VEGETATIVE - MH Ballast,VEGETATIVE - MH Ballast | H Moon Hydro,Shop VEGETATIVE - MH Ballast by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,“Dutch Lighting Innovations”  JOULE-SERIES 1000W DE 120V – 240V/ Skid (62 Fixtures),,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,“Dutch Lighting Innovations”  JOULE-SERIES 1000W DE 120V – 240V/ Skid (62 Fixtures),“Dutch Lighting Innovations”  JOULE-SERIES 1000W DE 120V – 240V/ Skid (62 Fixtures) | H Moon Hydro,Shop “Dutch Lighting Innovations”  JOULE-SERIES 1000W DE 120V – 240V/ Skid (62 Fixtures) by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,"Dutch Lighting Innovations Diode-Series LED Multilayer 600 FS-DC, 208-400V",,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"Dutch Lighting Innovations Diode-Series LED Multilayer 600 FS-DC, 208-400V","Dutch Lighting Innovations Diode-Series LED Multilayer 600 FS-DC, 208-400V | H Moon Hydro","Shop Dutch Lighting Innovations Diode-Series LED Multilayer 600 FS-DC, 208-400V by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,"SolarMax 1000W. MH Gold 110,000 Lumens",,Solarmax,,Grow Lights,"category:grow_lights, brand:Solarmax",FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"SolarMax 1000W. MH Gold 110,000 Lumens","SolarMax 1000W. MH Gold 110,000 Lumens | H Moon Hydro","Shop SolarMax 1000W. MH Gold 110,000 Lumens by Solarmax at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
,Sun System RS 1850 LED,Sun System RS 1850 LED,Sun System,,Grow Lights,"category:grow_lights, brand:Sun System",FALSE,Title,Default Title,,,,,2594,0,shopify,1,deny,manual,1100,0,TRUE,TRUE,,,,Sun System RS 1850 LED,Sun System RS 1850 LED | H Moon Hydro,Shop Sun System RS 1850 LED by Sun System at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,CRI-Series DLI CRI-Series 630W CMH 120V-240V,,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,CRI-Series DLI CRI-Series 630W CMH 120V-240V,CRI-Series DLI CRI-Series 630W CMH 120V-240V | H Moon Hydro,Shop CRI-Series DLI CRI-Series 630W CMH 120V-240V by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,DLI-DIODE-Series-LED Toplighting LED Fixture (Long),,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,DLI-DIODE-Series-LED Toplighting LED Fixture (Long),DLI-DIODE-Series-LED Toplighting LED Fixture (Long) | H Moon Hydro,Shop DLI-DIODE-Series-LED Toplighting LED Fixture (Long) by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,E-Papillon 630 Watt LED,,Unknown,,Grow Lights,category:grow_lights,FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,E-Papillon 630 Watt LED,E-Papillon 630 Watt LED | H Moon Hydro,Shop E-Papillon 630 Watt LED by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
,"UNO 8"" Big Boy A/C Reflector",,UNO,,Grow Lights,"category:grow_lights, brand:UNO",FALSE,Title,Default Title,,,,,,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"UNO 8"" Big Boy A/C Reflector","UNO 8"" Big Boy A/C Reflector | H Moon Hydro","Shop UNO 8"" Big Boy A/C Reflector by UNO at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
introducing-the-scietetics-coco-8-block-1-5gal,"Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal,",,Scietetics,,Grow Media,"category:grow_media, brand:Scietetics",FALSE,Title,Default Title,,,,,HMH-GRO-4AABAF,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1.5-Gallon-volum8inch.webp?v=1761678955,1,"Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal,","Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal, | H Moon Hydro","Shop Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal, by Scietetics at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
rapid-rooter-rooting-plugs,Rapid Rooter Rooting Plugs,,Rapid Rooter,,Grow Media,"category:grow_media, brand:Rapid Rooter",FALSE,Title,Default Title,,,,,hmh00116,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,Rapid Rooter Rooting Plugs,Rapid Rooter Rooting Plugs | H Moon Hydro,Shop Rapid Rooter Rooting Plugs by Rapid Rooter at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
Course:[],with its high perlite content,,General Hydroponics,,Grow Media,"category:grow_media, brand:General Hydroponics",FALSE,Title,Default Title,,,,,HMH-GRO-540336,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,with its high perlite content,with its high perlite content | H Moon Hydro,Shop with its high perlite content by General Hydroponics at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
evenly hydrated and ready-to-use. It is suitable for both organic production and salt-based feeding regimens.,coco and perlite. Contains bioCharge® biology + bioCore® biochar BIOSTART is an living,,Unknown,,Grow Media,category:grow_media,FALSE,Title,Default Title,,,,,HMH-GRO-281C61,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,coco and perlite. Contains bioCharge® biology + bioCore® biochar BIOSTART is an living,coco and perlite. Contains bioCharge® biology + bioCore® biochar BIOSTART is an living | H Moon Hydro,Shop coco and perlite. Contains bioCharge® biology + bioCore® biochar BIOSTART is an living by Unknown at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
and perlite,coco and perlite. Contains Bio Charge® Biology + bio Core® Biochar. BIOBLEND™ is a clean-manufactured,,Watering,,Grow Media,"category:grow_media, brand:Watering",FALSE,Title,Default Title,,,,,HMH-GRO-F55C7C,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,coco and perlite. Contains Bio Charge® Biology + bio Core® Biochar. BIOBLEND™ is a clean-manufactured,coco and perlite. Contains Bio Charge® Biology + bio Core® Biochar. BIOBLEND™ is a clean-manufactured | H Moon Hydro,Shop coco and perlite. Contains Bio Charge® Biology + bio Core® Biochar. BIOBLEND™ is a clean-manufactured by Watering at H Moon Hydro. Quality hydroponic supplies for serious growers.,FALSE,draft
error:1}}},"high-quality growing medium that supports healthy root development and vigorous growth. Elevate your cultivation experience with SCIETETICS COCO,,2025-08-09 17:01:03,product,scietetics-coco-8-block-1-5gal,https://hmoonhydro.com/product/scietetics-coco-8-block-1-5gal/,Scietetics > Scietetics,,Growing Medium",,Scietetics,,Grow Media,"category:grow_media, brand:Scietetics",FALSE,Title,Default Title,,,,,maxScore:9,0,shopify,0,deny,manual,0.00,,TRUE,TRUE,,,,"high-quality growing medium that supports healthy root development and vigorous growth. Elevate your cultivation experience with SCIETETICS COCO,,2025-08-09 17:01:03,product,scietetics-coco-8-block-1-5gal,https://hmoonhydro.com/product/scietetics-coco-8-block-1-5gal/,Scietetics > Scietetics,,Growing Medium","high-quality growing medium that supports healthy root development and vigorous growth. Elevate your cultivation experience with SCIETETICS COCO,,2025-08-09 17:01:03,product,scietetics-coco-8-block-1-5gal,https://hmoonhydro.com/product/scietetics-coco-8-block-1-5gal/,Scietetics > Scietetics,,Growing Medium | H Moon Hydro","Shop high-quality growing medium that supports healthy root development and vigorous growth. Elevate your cultivation experience with SCIETETICS COCO,,2025-08-09 17:01:03,product,scietetics-coco-8-block-1-5gal,https://hmoonhydro.com/product/scietetics-coco-8-block-1-5gal/,Scietetics > Scietetics,,Growing Medium by Scietetics at H Moon Hydro. Quality hydroponic supplies for serious growers.",FALSE,draft
