Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,Super Lemon Haze x Pink Candy Super Lemon Haze x Pink Candy- 5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/lemon-haze-pink-candy.jpg?v=1761679074,1,Lemon Haze-PINK CANDY,false,,,,lb,,,active
super-lemon-haze-x-pink-candy-super-lemon-haze-x-pink-candy-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/OIP_4c4605a7-ba09-4c75-8be6-2afd66239009.webp?v=1761679073,2,"",,,,,,,,
t5-high-output-fluorescent-lamps,T5 High Output Fluorescent Lamps,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00604,0.0,,0,deny,manual,14.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/badboy_bulbs.jpg?v=1761679074,1,BADBOY HO Triphosphor Lamps,false,,,,lb,,,active
super-critical-feminised-big-bud-x-skunk-x-white-widow-5-seed,Super Critical (Feminised) Big Bud x Skunk x White Widow-5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,42.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SuperCritical_a0bd-n7.jpg?v=1761679074,1,"",false,,,,oz,,,active
t5-cfl-4-plantmax-warm-54w-3000k-tube-4800-lumens,T5 CFL 4' Plantmax Warm 54W. 3000K tube 4800 lumens,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00882,0.0,,0,deny,manual,10.95,,true,true,,,,,,,,,false,,,,lb,,,active
t5-cfl-2-plantmax-warm-24w-3000k-tube-2280-lumens,"T5 CFL 2' Plantmax Warm 24W 3000K tube 2,280 lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00880,28.349523125,,0,deny,manual,8.95,,true,true,,,,,,,,,false,,,,oz,,,active
stealth-ro-300-customized-reverse-osmosis-filter,Stealth RO 300 Customized Reverse Osmosis filter,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00577,0.0,,0,deny,manual,299.00,450.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/stealth200.jpg?v=1761679073,1,"",false,,,,lb,,,active
spray-n-grow-32-oz,Spray N Grow 32 oz.,"Here are the scientifically proven results Spray-N-Grow delivers to hydroponically grown plants:
Increased yields
Earlier flower set
Increased flower size
Higher brix levels
Increased root mass
Extends shelf-life of harvested crops",H Moon Hydro,,simple,Increased flower size,false,Title,Default Title,,,,,,,,,283.49523125,,0,deny,manual,19.99,40.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/32-oz.-sng.jpg?v=1761679073,1,"",false,,,,oz,,,active
sugarlato-auto-feminised-kings-tart-x-gelato-41-auto-5-seed,Sugarlato Auto (Feminised) King’s Tart x Gelato #41 Auto/ 5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,66.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/GHSC_SUGARLATO.jpg?v=1761679074,1,"",false,,,,oz,,,active
solarmax-400w-mh-gold-36000-lumens,"SolarMax 400W. MH Gold 36,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00892,0.0,,0,deny,manual,39.00,105.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_gold_box.jpg?v=1761679073,1,1000 watt on right,false,,,,lb,,,active
solarmax-400w-mht-metal-halide-veg-32000-lumens,"SolarMax 400W. MHT Metal Halide Veg. 32,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00890,0.0,,0,deny,manual,115.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_veg_mh.jpg?v=1761679073,1,"",false,,,,lb,,,active
spigot-for-6-gal-container,Spigot for 6 Gal container,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00617,0.0,,0,deny,manual,3.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/GH91354.jpg?v=1761679073,1,"",false,,,,lb,,,active
sunblaster-nanodome,Sunblaster Nanodome,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01186,0.0,,0,deny,manual,6.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/nanodome.jpg?v=1761679073,1,"",false,,,,lb,,,active
stealth-ro-100-customized-reverse-osmosis-filter,Stealth RO 150 Customized Reverse Osmosis filter,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00578,0.0,,0,deny,manual,250.00,325.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/stealth100.jpg?v=1761679073,1,"",false,,,,lb,,,active
solarmax-600w-mht-veg-conversion-w-55000-lumens,"SolarMax 600W. MHT veg/Conversion w/ 55,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00888,28.349523125,,0,deny,manual,129.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_blue_box.jpg?v=1761679073,1,"",false,,,,oz,,,active
solarmax-400w-hps-w-55000-lumens,"SolarMax 400W. HPS W/ 55,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00884,0.0,,0,deny,manual,39.00,57.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_red_box.jpg?v=1761679073,1,"",false,,,,lb,,,active
solarmax-1000w-mh-gold-110000-lumens,"SolarMax 1000W. MH Gold 110,000 Lumens","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,70.00,123.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/solarmax_gold_box_93779ca9-7a2b-4e5e-88b8-c740a1d2fd60.jpg?v=1761679073,1,1000 watt on right,false,,,,lb,,,active
socket-set-w-15-cord,Socket Set w/ 15' Cord,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00509,113.3980925,,0,deny,manual,19.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/socket_set2.jpg?v=1761679073,1,"",false,,,,oz,,,active
summer-gallon,Summer Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01467,283.49523125,,0,deny,manual,56.60,,true,true,,,,,,,,,false,,,,oz,,,active
summer-quart,Summer Quart,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01466,0.0,,0,deny,manual,19.70,,true,true,,,,,,,,,false,,,,lb,,,active
spring-quart,Spring Quart,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01462,0.0,,0,deny,manual,19.70,,true,true,,,,,,,,,false,,,,lb,,,active
sunblaster-t5-strip-connector,Sunblaster T5 Strip Connector,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01482,28.349523125,,0,deny,manual,9.95,,true,true,,,,,,,,,false,,,,oz,,,active
stealth-ro-100-200-pressure-booster-pump,STEALTH RO 100/200/ PRESSURE BOOSTER PUMP,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00959,0.0,,0,deny,manual,189.00,,true,true,,,,,,,,,false,,,,lb,,,active
sunblaster-125w-cf-2500k-2,Sunblaster 125W CF 2500k,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01704,0.0,,0,deny,manual,59.95,,true,true,,,,,,,,,false,,,,lb,,,active
small-boy-sediment-replacement,SMALL BOY SEDIMENT REPLACEMENT,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00954,28.349523125,,0,deny,manual,11.00,,true,true,,,,,,,,,false,,,,oz,,,active
stealth-ro-100-200-membrane-filter,STEALTH RO 150/300 MEMBRANE FILTER,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00958,0.0,,0,deny,manual,83.00,,true,true,,,,,,,,,false,,,,lb,,,active
standard-5-gallon-black-bucket,Standard 5 Gallon Black Bucket,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01758,0.0,,0,deny,manual,8.99,,true,true,,,,,,,,,false,,,,lb,,,active
sensi-bloom-part-b-2-5-gal,Sensi Bloom part B (2.5 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01055,0.0,,0,deny,manual,82.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA_8d35341c-02f9-4123-93eb-6a4e1e24111e.jpg?v=1761679066,1,"",false,,,,lb,,,active
silica-blast-gal,Silica Blast Gal.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01184,340.1942775,,0,deny,manual,52.58,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SilicaBlast_GalB_d0ee242b-604f-4d67-8376-5891b9dce261.png?v=1761679066,1,"",false,,,,oz,,,active
sensi-grow-part-b-2-5-gal,Sensi Grow part B (2.5 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01059,0.0,,0,deny,manual,79.96,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiGrowA.jpg?v=1761679066,1,"",false,,,,lb,,,active
silicium-100-ml,Silicium 100 ML,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,28.349523125,,0,deny,manual,25.00,63.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium-website-image_15301924-642c-4622-98ab-b07f0c16cdc0.jpg?v=1761679066,1,"",false,,,,oz,,,active
sensi-bloom-part-b-1-lt,Sensi Bloom part B (1 lt),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01054,0.0,,0,deny,manual,15.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA_8bcb29ae-524b-495c-80d9-d8e4ace56291.jpg?v=1761679066,1,"",false,,,,lb,,,active
screen-fitting-bag-of-10,Screen Fitting (bag of 10),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00839,28.349523125,,0,deny,manual,4.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/bucket_baskets3_eea8c348-9eb2-40de-87a8-1aa49b258233.jpg?v=1761679066,1,"",false,,,,oz,,,active
sensi-grow-part-b-1-gal,Sensi Grow part B (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01058,340.1942775,,0,deny,manual,39.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiGrowA_d68340cf-dce5-49ab-a05e-3cdae9450445.jpg?v=1761679066,1,"",false,,,,oz,,,active
sensizym-1-gal,Sensizym (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01061,0.0,,0,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/anSensiZym.jpg?v=1761679066,1,"",false,,,,lb,,,active
silicium-500-ml,SilICIUM 500 ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01762,141.747615625,,0,deny,manual,199.00,220.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium_a568b54e-0f53-4e40-84e3-759cb58fb835.jpg?v=1761679066,1,"",false,,,,oz,,,active
scietetics-production-powder-bloom,Scietetics Production Powder Bloom,"",H Moon Hydro,,simple,Bloom Powder,false,Title,Default Title,,,,,,,,,708.738078125,,0,deny,manual,120.00,130.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/PRODUCTION_BAGv4.png?v=1761679066,1,"",false,,,,oz,,,active
sledgehammer-1-qt,SledgeHammer (1 qt),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01103,0.0,,0,deny,manual,22.29,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/sledgehammer-package.png?v=1761679066,1,"",false,,,,lb,,,active
silicium-bloom-500-ml,Silicium Bloom 500 ML,"",H Moon Hydro,,simple,SiLICIUM mono-silicic acid,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,199.00,230.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SILBL1L_l.jpg?v=1761679066,1,monosilicic acid,false,,,,lb,,,active
sensi-bloom-part-a-2-5-gal,Sensi Bloom part A (2.5 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01053,793.7866475,,0,deny,manual,82.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA_a8920236-bd34-4566-8b39-e279b4b3cf03.jpg?v=1761679065,1,"",false,,,,oz,,,active
scietetics-magcal-gallon,Scietetics MagCal Gallon,"",H Moon Hydro,,simple,MAGAL,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,60.00,70.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_383335d5-b215-41e6-8301-42fbd40e15c8.png?v=1761679066,1,"",false,,,,lb,,,active
silica-blast-qt,Silica Blast Qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01183,0.0,,0,deny,manual,22.20,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SilicaBlast_GalB.png?v=1761679066,1,"",false,,,,lb,,,active
sensi-grow-part-a-1-gal,Sensi Grow part A (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01056,340.1942775,,0,deny,manual,39.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiGrowA_dd617d49-b885-4337-8127-976641cf962e.jpg?v=1761679066,1,"",false,,,,oz,,,active
silicium-mono-si-250-ml,SiLICIUM mono si 250 ml,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,85.00,105.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium.jpg?v=1761679066,1,"",false,,,,lb,,,active
silicium-bloom-250-ml,Silicium Bloom 250 ML,"SiLicium is beneficial for the regulation and the absorption of macro and micronutrients by the plant via xylem to the shoots and leaves. Silicon is translocated as anion, monosilicic acid, resulting as a silicon-cellulose membrane throughout the epidermal tissue. Found to have association with phosphorous and calcium ions, this process in which plant biomass enriches its level of silicon is called monosilicic acid polymerization.",H Moon Hydro,,simple,monosilicic acid,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,99.00,154.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SILBL1L_l_41627204-f325-4f41-8060-4dbebd0bce94.jpg?v=1761679066,1,monosilicic acid,false,,,,lb,,,active
silicium-qts,SiLICIUM QTS.,"Dosage

Use a minimum of 15mL per 100 Liters OR .5ML per 1 gal of feeding water throughout the growing cycle.

ALWAYS mix SiLicium with Tap or RO water before any other nutrients.",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01763,283.49523125,,0,deny,manual,299.00,380.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Silicium-website-image.jpg?v=1761679066,1,"",false,,,,oz,,,active
sensi-grow-part-a-2-5-gal,Sensi Grow part A (2.5 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01057,793.7866475,,0,deny,manual,79.96,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiGrowA_6115c441-e453-42bb-9544-4411c2661fe8.jpg?v=1761679066,1,"",false,,,,oz,,,active
self-watering-fabric-pot-base-4-pack,"Self-Watering Fabric Pot Base, 4-Pack","[caption id=""attachment_63778"" align=""alignnone"" width=""200""]<img src=""https://hmoonhydro.com/wp-content/uploads/2025/03/seif-watering-xl-200x200.jpg"" alt=""Easy does it"" width=""200"" height=""200"" class=""size-medium wp-image-63778""> #image_title[/caption]",H Moon Hydro,,simple,self watering,false,Title,Default Title,,,,,,,,,425.242846875,,0,deny,manual,25.13,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/seif-watering-xl.jpg?v=1761679066,1,Easy does it,false,,,,oz,,,active
sensi-bloom-part-a-1-lt,Sensi Bloom part A (1 lt),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01051,0.0,,0,deny,manual,15.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA_a0f72caa-ec3d-481f-b018-088dc3c0ae9e.jpg?v=1761679065,1,"",false,,,,lb,,,active
sensi-bloom-part-a-1-gal,Sensi Bloom part A (1 gal),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01052,340.1942775,,0,deny,manual,40.56,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/SensiBloomA.jpg?v=1761679065,1,"",false,,,,oz,,,active
scietetics-magcal-15-gallon,Scietetics MagCal 15 Gallon,"",H Moon Hydro,,simple,MagCaL,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,650.00,700.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_6489227c-f83a-432d-b76a-30bccef37d2c.png?v=1761679060,1,"",false,,,,lb,,,active
scietetics-magcal,Scietetics MagCal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,24.95,26.95,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_61e9a447-bb0f-4a6b-b988-d7c7ad570dc0.png?v=1761679059,1,"",false,,,,lb,,,active
scietetics-magcal-2-5gal,Scietetics MagCal  2.5Gal.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,708.738078125,,0,deny,manual,130.00,140.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3_531498d5-cdf9-42c0-af88-522f46f66bbb.png?v=1761679059,1,"",false,,,,oz,,,active
scietetics-magcal-5-gallon,Scietetics MagCal 5 Gallon,"",H Moon Hydro,,simple,MagCaL,false,Title,Default Title,,,,,,,,,1700.9713875,,0,deny,manual,245.00,255.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/MAGCAL_V3.png?v=1761679059,1,"",false,,,,oz,,,active
scietetics-grow-powder-12-oz-340g,Scietetics Grow Powder 12 OZ (340g),"",H Moon Hydro,,simple,GROW POWDER/POWER,false,Title,Default Title,,,,,,,,,340.1942775,,0,deny,manual,9.00,10.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/GRIWPOWDER_V5.png?v=1761679057,1,GROW POWER,false,,,,oz,,,active
scietetics-ful-v-tech-element-transfer-system-55-gallon,Scietetics Ful V Tech Element Transfer System 55 Gallon,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,283.49523125,shopify,8,deny,manual,2999.00,3540.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V_e0274918-0399-4eec-b6f9-10e173e8ba77.png?v=1761679057,1,Element Transfer System,false,,,,oz,,,active
scietetics-ful-v-tech-element-transfer-system,Scietetics Ful V Tech Element Transfer System Quart,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,22.00,26.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V_a05c1df2-dde6-4bdd-91bb-117e4b784257.png?v=1761679057,1,Element Transfer System,false,,,,lb,,,active
scietetics-ful-v-tech-element-transfer-system-5-gallon,Scietetics Ful V Tech Element Transfer System 5 Gallon,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,283.49523125,shopify,3,deny,manual,250.00,320.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V_170972ef-4bdf-4dff-9b7f-1ce3360abbf6.png?v=1761679057,1,Element Transfer System,false,,,,oz,,,active
scietetics-ful-v-tech-element-transfer-system-255-gallon,Scietetics Ful V Tech Element Transfer System 255 Gallon,"[caption id=""attachment_63527"" align=""alignnone"" width=""163""]<img src=""https://hmoonhydro.com/wp-content/uploads/2024/05/FUL-V-163x200.png"" alt=""Element Transfer System"" width=""163"" height=""200"" class=""size-medium wp-image-63527""> FUL V TECH[/caption]",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,283.49523125,shopify,3,deny,manual,14000.00,14800.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V_1efeda64-3bc9-4f67-b5ff-f1005df74caa.png?v=1761679057,1,Element Transfer System,false,,,,oz,,,active
scietetics-ful-v-tech-element-transfer-system-gallon,Scietetics Ful V Tech Element Transfer System Gallon,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,283.49523125,shopify,8,deny,manual,69.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V_97f3c8dd-517a-4479-b209-5dfcf81abf65.png?v=1761679057,1,Element Transfer System,false,,,,oz,,,active
scietetics-ful-v-tech-element-transfer-system-2-5-gallon,Scietetics Ful V Tech Element Transfer System 2.5 Gallon,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,283.49523125,shopify,8,deny,manual,140.00,180.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V_1ffea718-d73f-4a78-8e0a-3a65f5e84610.png?v=1761679055,1,Element Transfer System,false,,,,oz,,,active
scietetics-bloom-powder-12-oz-340g,Scietetics Bloom Powder 12 OZ (340g),"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,28.349523125,,0,deny,manual,9.00,10.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/BLOOM_POWDER_FRONT.png?v=1761679055,1,BLOOM POWDER,false,,,,oz,,,active
scietetics-ful-v-tech-element-transfer-system-15-gallon,Scietetics Ful V Tech Element Transfer System 15 Gallon,"",H Moon Hydro,,simple,GROW LARGE,false,Title,Default Title,,,,,,,,,283.49523125,shopify,8,deny,manual,69.00,79.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/FUL-V.png?v=1761679055,1,Element Transfer System,false,,,,oz,,,draft
scietetics-development-powder-grow,Scietetics Development Powder Grow,"",H Moon Hydro,,simple,Development Powder Grow,false,Title,Default Title,,,,,,,,,708.738078125,,0,deny,manual,120.00,130.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/DEVELOPMENT_POWDERV3.png?v=1761679055,1,"",false,,,,oz,,,active
safer-end-all-32oz-rtu-spray,Safer End All 32oz RTU Spray,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01273,141.747615625,,0,deny,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/12100.png?v=1761679053,1,"",false,,,,oz,,,active
ruby-ful-quart,Ruby Ful#$% Quart,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01458,141.747615625,,0,deny,manual,24.52,,true,true,,,,,,,,,false,,,,oz,,,active
ruck-optimus-oscillating-fan,RUCK OPTIMUS Oscillating Fan,"Ruck Air Movement Optimus Oscillating Fan offers even greater efficiency than standard fans. Manufactured in Germany, Optimus fans are built with powerful motors, strong injection molded housings, and a mixed-flow impeller design. Sleeplessly controllable, energy saving EC motors produce higher airflow rates while cutting energy costs with reduced power consumption. The eight-inch model features built-in three-speed control that provides the ability to adjust airflow as needed. Choose Ruck Air Movement fans to provide power and efficiency for all of your ventilation needs.",H Moon Hydro,,simple,POWERFUL,false,Title,Default Title,,,,,,,,,6459.1553488,,0,deny,manual,389.00,399.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ruck-300x300-copy-1.png?v=1761679053,1,"8"" 3 speed '",false,,,,oz,,,active
ruck-optimus-oscillating-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ruck-optimus-oscillating-2.png?v=1761679053,2,"",,,,,,,,
ruck-optimus-oscillating-fan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ruck-optimus-oscillating-1.png?v=1761679053,3,"",,,,,,,,
ruby-ful-gallon,Ruby Ful#$% Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01459,283.49523125,,0,deny,manual,73.84,,true,true,,,,,,,,,false,,,,oz,,,active
ruby-ful-2-5-gallon,Ruby Ful#$% 2.5 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01460,850.48569375,,0,deny,manual,172.28,,true,true,,,,,,,,,false,,,,oz,,,active
russet,Russet,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,,28.349523125,,0,deny,manual,29.00,31.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/RUSSET_BOTTLEv2.png?v=1761679053,1,Russet 8oz,false,,,,oz,,,active
rsw-6ho-thermo-controlled-240v-413-cfm-3250-rpm,RSW 6HO Thermo/Controlled 240V 413 CFM 3250 RPM,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00790,340.1942775,,0,deny,manual,359.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ThermoFan_b3144c26-0728-432f-a0a3-b75b8997952e.jpg?v=1761679051,1,"",false,,,,oz,,,active
royal-gold-4-liter,Royal Gold 4 liter,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00309,297.6699928125,,0,deny,manual,69.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/royal_gold_27094c73-9823-4964-8a90-5b518ff8ac48.jpg?v=1761679051,1,"",false,,,,oz,,,active
rsw-6ho-thermo-controlled-110v-413-cfm-3250-rpm,RSW 6HO Thermo/Controlled 110V 413 CFM 3250 RPM,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00789,340.1942775,,0,deny,manual,359.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ThermoFan_5851a873-8ad8-48cc-b6cf-2bd21383b425.jpg?v=1761679051,1,"",false,,,,oz,,,active
