Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
liquid-carbo-blast-1l,Liquid Carbo Blast 1L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01348,141.747615625,,0,deny,manual,19.99,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-carbo-blast-500ml,Liquid Carbo Blast 500ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01347,56.69904625,,0,deny,manual,18.98,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-carbo-blast-4l,Liquid Carbo Blast 4L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01349,425.242846875,,0,deny,manual,50.95,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-strart-2-5-gal,Liquid Bud Strart 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01847,850.48569375,,0,deny,manual,203.95,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-start-4l,Liquid Bud Start 4L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01337,425.242846875,,0,deny,manual,102.99,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-start-500ml,Liquid Bud Start 500ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01335,141.747615625,,0,deny,manual,26.95,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-start-1l,Liquid Bud Start 1L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01336,113.3980925,,0,deny,manual,31.99,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-start-250ml,Liquid Bud Start 250ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01338,56.69904625,,0,deny,manual,18.15,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-start-6-gal,Liquid Bud Start  6 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01848,1871.06852625,,0,deny,manual,326.95,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-boom-6-gal,Liquid Bud Boom 6 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01845,3685.43800625,,0,deny,manual,140.99,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-boom-4l,Liquid Bud Boom 4L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01341,170.09713875,,0,deny,manual,41.90,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-boom-1l,Liquid Bud Boom 1L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01340,1417.47615625,,0,deny,manual,16.99,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-boom-500ml,Liquid Bud Boom 500ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01350,28.349523125,,0,deny,manual,9.30,,true,true,,,,,,,,,false,,,,oz,,,active
liquid-bud-boom-250ml,Liquid Bud Boom 250ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01339,28.349523125,,0,deny,manual,16.99,,true,true,,,,,,,,,false,,,,oz,,,active
lightning-start-2-5-gallon,Lightning Start 2.5 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01456,850.48569375,,0,deny,manual,241.00,,true,true,,,,,,,,,false,,,,oz,,,active
lightning-start-quart,Lightning Start Quart,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01454,141.747615625,,0,deny,manual,36.92,,true,true,,,,,,,,,false,,,,oz,,,active
light-rail-5-motor-crossbar-8-rail,"Light Rail 5 Motor, Crossbar, 8' rail","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00894,368.543800625,,0,deny,manual,499.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/light_rail_5_39c5f848-ab2d-4b21-bc7b-e17a7a91d663.jpg?v=1761678960,1,"",false,,,,oz,,,active
liquid-bud-boom-2-5-gal,Liquid Bud Boom  2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01844,3685.43800625,,0,deny,manual,87.95,,true,true,,,,,,,,,false,,,,oz,,,active
lightning-start-gallon,Lightning Start Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01455,283.49523125,,0,deny,manual,113.20,,true,true,,,,,,,,,false,,,,oz,,,active
humboldt-oneness-1-qt,Humboldt Oneness 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00375,85.048569375,,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/oneness_small_818f6412-9530-47e8-94d8-a6472d6b8388.jpg?v=1761678955,1,"",false,,,,oz,,,active
introducing-the-scietetics-coco-8-block-1-5gal,"Introducing the SCIETETICS COCO 8"" BLOCK / 1.5Gal,","",H Moon Hydro,,simple,"SCIETETICS COCO 8"" BLOCK",false,Title,Default Title,,,,,,,,,85.048569375,,0,deny,manual,4.88,5.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Coco_Feed_Schedule_-_josh_5eight.com_-_Phive.8_Mail_-_Google_Chrome_5_8_2025_2_11_07_PM.webp6_b17c6252-bd7f-423f-9a1b-542a79c68967.webp?v=1761678955,1,cocotetics,false,,,,oz,,,active
introducing-the-scietetics-coco-8-block-1-5gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/1.5-Gallon-volum8inch.webp?v=1761678955,2,"",,,,,,,,
hydro-deuce-1-gal,Hydro-Deuce 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00389,283.49523125,,0,deny,manual,76.25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hydro-deuce_27135625-f2c0-4eb9-805f-fdc7d029e8f6.jpg?v=1761678955,1,"",false,,,,oz,,,active
humboldt-micro-5-gal,Humboldt Micro 5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00349,1700.9713875,,0,deny,manual,159.12,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_micro_2c3923ff-bb98-482b-a031-44750cbc9f96.jpg?v=1761678955,1,"",false,,,,oz,,,active
jungle-green-10-kg,Jungle Green 10 kg,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00305,652.039031875,,0,deny,manual,400.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/junglegreen_aeb5bb90-94da-497f-b833-f89e8c39d486.jpg?v=1761678955,1,"",false,,,,oz,,,active
jack-herer-auto-feminised-jack-herer-x-ruderalis-5-seed,Jack Herer Auto (Feminised) Jack Herer x Ruderalis-5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,42.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/JackHererAuto.jpg?v=1761678955,1,"",false,,,,oz,,,active
hydroplex-gal,Hydroplex Gal.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01175,340.1942775,,0,deny,manual,98.60,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Hydroplex_GalB_415354b1-d79d-4147-a6cd-5990fd5878ae.png?v=1761678955,1,"",false,,,,oz,,,active
ionic-pk-boost-0-5-6-premium-plant-nutrient-2-5-gallon,Ionic® PK Boost 0-5-6 Premium Plant Nutrient 2.5 Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01614,850.48569375,,0,deny,manual,100.00,,true,true,,,,,,,,,false,,,,oz,,,active
ionic-pk-boost-0-5-6-premium-plant-nutrient-qt,Ionic® PK Boost 0-5-6 Premium Plant Nutrient Qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01612,226.796185,,0,deny,manual,22.44,,true,true,,,,,,,,,false,,,,oz,,,active
lec-315-240v-2,LEC 315 240V,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01600,0.0,,0,deny,manual,429.00,,true,true,,,,,,,,,false,,,,lb,,,active
hurricane-inline-fan-6,"Hurricane Inline Fan 6""","",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01245,340.1942775,,0,deny,manual,129.95,,true,true,,,,,,,,,false,,,,oz,,,active
light-rail-5-4ft-auxilary-rail,Light Rail 5 4ft auxilary rail,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00896,28.349523125,,0,deny,manual,71.98,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/light_rail_5_f9a0d162-5c24-4241-b662-1b5323332f94.jpg?v=1761678955,1,"",false,,,,oz,,,active
hydro-logic-preevolution-high-capacity-pre-filter,Hydro-Logic® PreEvolution™ High Capacity Pre-Filter,"Pre Filter

HGC741642 Hydro-Logic Pre-Evolution Sediment Filter Pleated/Cleanable

Carbon Filter

HGC741701 Hydro-Logic PreEvolution Catalytic Carbon/KDFfilter (8/cs)

HGC741640 Hydro-Logic PreEvolution Chlorashield

​​​​​​​Accessories

HGC741666 (HL 24017) Hydro-Logic Wrench Stealth RO Double ended",H Moon Hydro,,simple,pre filter,false,Title,Default Title,,,,,,,,,1105.631401875,,0,deny,manual,399.00,454.99,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/pre-filter-eveloution.jpg?v=1761678949,1,Ensure your Evolution RO1000 runs more efficientl,false,,,,oz,,,active
humboldt-roots-250-ml,Humboldt Roots 250 ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00440,2.8349523125,,0,deny,manual,70.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_roots_92d254ef-e35b-425f-aff1-4d570b2e8b4d.jpg?v=1761678949,1,"",false,,,,oz,,,active
humboldt-roots-125-ml,Humboldt Roots 125 ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00439,2.8349523125,,0,deny,manual,42.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_roots_b6d489e2-9e15-4508-b02b-64005523ecfc.jpg?v=1761678949,1,"",false,,,,oz,,,active
koolbloom-4-oz,KoolBloom 4 oz,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00235,14.1747615625,,0,deny,manual,15.28,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/KoolBloom_L_5997ade6-9ba4-48e8-b359-bd047979abe3.jpg?v=1761678949,1,"",false,,,,oz,,,active
jungle-green-2-5-kg,Jungle Green 2.5 kg,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00304,127.5728540625,,0,deny,manual,174.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/junglegreen_4c71b449-8619-46df-a669-61c7c3312661.jpg?v=1761678949,1,"",false,,,,oz,,,active
koolbloom-2-2-lb,KoolBloom 2.2 lb,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00236,85.048569375,,0,deny,manual,31.09,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/KoolBloom_L_b3692cab-e150-42f0-bec0-75ec80682ed3.jpg?v=1761678949,1,"",false,,,,oz,,,active
humboldt-master-a-5-gal,Humboldt Master A 5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00367,1700.9713875,,0,deny,manual,257.40,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_master_a_3046f2c4-8955-4b8b-97c3-3fe7d61ed72c.jpg?v=1761678949,1,"",false,,,,oz,,,active
humboldt-roots-500-ml,Humboldt Roots 500 ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00441,5.669904625,,0,deny,manual,115.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_roots_5c20ec5b-352b-4539-bc6a-a8186863cbd6.jpg?v=1761678949,1,"",false,,,,oz,,,active
ionic-coco-bloom-soil-hydro-qt,Ionic Coco Bloom Soil/hydro Qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01616,0.0,,0,deny,manual,22.44,,true,true,,,,,,,,,false,,,,lb,,,active
jetfan-blower-12-in-1140-cfm,JetFan Blower 12 in. @1140 cfm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00781,623.68950875,,0,deny,manual,279.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/jetfans.jpg?v=1761678949,1,"",false,,,,oz,,,active
hydrodynamics-clonex-mist-100-ml,HydroDynamics Clonex Mist 100 ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01744,0.0,,0,deny,manual,0.00,,true,true,,,,,,,,,false,,,,lb,,,active
hygrozyme-1-l,HYGROZYME 1 L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00445,79.37866475,,0,deny,manual,36.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hygrozyme_bottles_3009f551-489b-4b51-8ae6-ab6bfe59e536.jpg?v=1761678949,1,"",false,,,,oz,,,active
ionic-bloom-3-2-6-premium-plant-nutrient-gallon,Ionic® Bloom 3-2-6 Premium Plant Nutrient Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01603,0.0,,0,deny,manual,56.10,,true,true,,,,,,,,,false,,,,lb,,,active
jungle-green-500-gm,Jungle Green 500 gm,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00303,28.349523125,,0,deny,manual,26.99,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/junglegreen.jpg?v=1761678949,1,"",false,,,,oz,,,active
humboldt-nutrients-calyx-magnum-2-0-0-gal,Humboldt Nutrients Calyx Magnum 2 - 0 - 0/Gal.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01663,0.0,,0,deny,manual,48.00,,true,true,,,,,,,,,false,,,,lb,,,active
hygeias-hydration-gallon,Hygeia's Hydration Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01399,340.1942775,,0,deny,manual,45.00,,true,true,,,,,,,,,false,,,,oz,,,active
hygeias-hydration-quart,Hygeia's Hydration Quart,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01398,141.747615625,,0,deny,manual,15.00,,true,true,,,,,,,,,false,,,,oz,,,active
light-rail-5-crossbar-mounting-kit,Light Rail 5 Crossbar Mounting Kit,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00895,28.349523125,,0,deny,manual,4.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/light_rail_5.jpg?v=1761678944,1,"",false,,,,oz,,,active
humboldt-sea-mag-1-qt,Humboldt Sea Mag 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00361,56.69904625,,0,deny,manual,24.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_sea-mag_f2ee5422-2b04-45ae-903c-983281f4cdb0.jpg?v=1761678943,1,"",false,,,,oz,,,active
hydro-deuce-1-qt,Hydro-Deuce 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00388,85.048569375,,0,deny,manual,21.94,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hydro-deuce.jpg?v=1761678943,1,"",false,,,,oz,,,active
hydrodyamics-clonex-mist-300ml,Hydrodyamics Clonex Mist 300Ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01745,0.0,,0,deny,manual,25.26,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/ClonexSolution-Family_7e9df5e6-21ac-4bde-8360-e3b416641e05.jpg?v=1761678943,1,"",false,,,,lb,,,active
hydro-deuce-16-oz,Hydro-Deuce 16 oz,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00387,42.5242846875,,0,deny,manual,12.62,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hydro-deuce_79d93119-c945-4046-9b87-daf83e2e0555.jpg?v=1761678943,1,"",false,,,,oz,,,active
humboldt-oneness-5-gal,Humboldt Oneness 5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00378,1700.9713875,,0,deny,manual,365.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/oneness_small_5ef63797-2a3c-452b-a3cd-e8646e7c765c.jpg?v=1761678943,1,"",false,,,,oz,,,active
humboldt-nutrients-s-i-structural-integrity-gal,Humboldt Nutrients S.I. Structural Integrity Gal.,"",H Moon Hydro,,simple,humboldt,false,Title,Default Title,,,,,,,,hmh01660,425.242846875,,0,deny,manual,85.05,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/HN-SI.jpg?v=1761678944,1,"",false,,,,oz,,,active
humboldt-nutrients-s-i-structural-integrity-gal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_sea-cal_0f3b5606-2239-4b63-a537-12519429acb6.jpg?v=1761678943,2,"",,,,,,,,
humboldt-sticky-foliar-feed-1-qt,Humboldt Sticky Foliar Feed 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00443,85.048569375,,0,deny,manual,30.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_sticky_88a78403-186e-4195-b9c5-383cbcdf0530.jpg?v=1761678943,1,"",false,,,,oz,,,active
hygrozyme-500-ml,HYGROZYME 500 ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00444,0.0,,0,deny,manual,21.95,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hygrozyme_bottles_6b6625ba-ac40-41e4-b163-48fb8c5113f6.jpg?v=1761678943,1,"",false,,,,lb,,,active
ionic-coco-grow-soil-hydro-qt,Ionic Coco Grow Soil/Hydro Qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01617,0.0,,0,deny,manual,22.44,,true,true,,,,,,,,,false,,,,lb,,,active
humboldt-oneness-2-5-gal,Humboldt Oneness 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00377,850.48569375,,0,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/oneness_small_8a132734-a4f5-4380-a621-71f9d23d5636.jpg?v=1761678943,1,"",false,,,,oz,,,active
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-qt,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient Qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01606,141.747615625,,0,deny,manual,22.44,,true,true,,,,,,,,,false,,,,oz,,,active
humboldt-sea-mag-1-gal,Humboldt Sea Mag 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00362,283.49523125,,0,deny,manual,80.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_sea-mag_5df8c89a-b6ed-4050-b819-4c0670967612.jpg?v=1761678943,1,"",false,,,,oz,,,active
humboldt-master-b-1-qt,Humboldt Master B 1 qt,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00368,85.048569375,,0,deny,manual,23.40,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_master_b_0f662936-b31d-45fb-bed4-6177b9231059.jpg?v=1761678943,1,"",false,,,,oz,,,active
humboldt-sea-mag-2-5-gal,Humboldt Sea Mag 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00363,737.08760125,,0,deny,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_sea-mag.jpg?v=1761678943,1,"",false,,,,oz,,,active
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-gallon,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01607,1247.3790175,,0,deny,manual,56.10,,true,true,,,,,,,,,false,,,,oz,,,active
hydrodynamics-ionic-grow-3-1-5-premium-plant-nutrient-2-5-gallon,HydroDynamics Ionic® Grow 3-1-5 Premium Plant Nutrient 2.5 gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01608,0.0,,0,deny,manual,100.00,,true,true,,,,,,,,,false,,,,lb,,,active
humboldt-nutrients-s-i-structural-integrity-qt,Humboldt Nutrients S.I. Structural Integrity qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01659,0.0,,0,deny,manual,24.96,,true,true,,,,,,,,,false,,,,lb,,,active
ionic-pk-boost-0-5-6-premium-plant-nutrient-gallon,Ionic® PK Boost 0-5-6 Premium Plant Nutrient Gallon,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01613,340.1942775,,0,deny,manual,56.10,,true,true,,,,,,,,,false,,,,oz,,,active
8of32-kings-juice-feminised-mimosa-x-kings-kush-5-seed,King's Juice (Feminised) Mimosa x King's Kush-5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,45.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/KINGS-JUICECORRECT.jpg?v=1761678937,1,"",false,,,,oz,,,active
8of32-kings-juice-feminised-mimosa-x-kings-kush-5-seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/OIP_0ff0d09e-3286-487b-96b4-d273d439370e.webp?v=1761678936,2,"",,,,,,,,
kings-kush-feminised-og-kush-x-grape-5-seed,King's Kush (Feminised) OG Kush x Grape -5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,45.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/KingsKush_u3h2-2d.jpg?v=1761678937,1,Greenhouse Kings Kush,false,,,,oz,,,active
jacks-dream-feminised-jack-herer-x-a-m-s-5-seed,Jack’s Dream (Feminised) Jack Herer x A.M.S-5 Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,7.08738078125,,0,deny,manual,50.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Jacks-Dream.jpg?v=1761678937,1,"",false,,,,oz,,,active
koolbloom-16-lb,KoolBloom 16 lb,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00237,0.0,,0,deny,manual,235.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/KoolBloom_L.jpg?v=1761678936,1,"",false,,,,lb,,,active
humboldt-master-b-5-gal,Humboldt Master B 5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00371,0.0,,0,deny,manual,257.40,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_master_b_08163f52-27be-445b-86f2-e931316f730d.jpg?v=1761678936,1,"",false,,,,lb,,,active
humboldt-roots-50-ml,Humboldt Roots 50 ml,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00438,0.0,,0,deny,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_roots.jpg?v=1761678936,1,"",false,,,,lb,,,active
hydroplex-qt,Hydroplex Qt.,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh01174,0.0,,0,deny,manual,39.89,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/Hydroplex_GalB.png?v=1761678936,1,"",false,,,,lb,,,active
jack-herer-feminised-haze-x-red-skunk-5-pk-seed,Jack Herer (Feminised) Haze x Red Skunk-5 pk Seed,"",H Moon Hydro,,simple,GREENHOUSE SEED,false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,44.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/JackHerer_21ju-zo_jpg.jpg?v=1761678936,1,"",false,,,,lb,,,active
humboldt-sea-cal-2-5-gal,Humboldt Sea Cal 2.5 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00360,0.0,,0,deny,manual,315.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/humboldt_sea-cal_751caf31-9ecf-42b3-9669-3c17fc55fc5c.jpg?v=1761678936,1,"",false,,,,lb,,,active
humboldt-oneness-1-gal,Humboldt Oneness 1 gal,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00376,0.0,,0,deny,manual,85.08,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/oneness_small_775afaa9-286f-431b-8d8d-ffbe55115b89.jpg?v=1761678936,1,"",false,,,,lb,,,active
hydro-logic-110v-pressure-booster-pump-for-stealth,Hydro-Logic® 110V Pressure Booster Pump for Stealth,"",H Moon Hydro,,simple,110V Pressure Booster Pump for Stealth,false,Title,Default Title,,,,,,,,,283.49523125,,0,deny,manual,180.00,305.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/high-preasure-for-evelotion.jpg?v=1761678936,1,110V Pressure Booster Pump for Stealth,false,,,,oz,,,active
hydro-logic-evolution-ro1000-1000-gpd,Hydro-Logic® Evolution RO1000™ - 1000 GPD,"Can produce up to 1500 GPD at 80 PSI with an optional booster pump. Save more water by running 2:1 waste to product water ratio, or optional 1:1 ratio (included). Includes custom KDF/catalytic carbon filter for reduction of chlorine, chloramine, iron, sulfur and heavy metals. Simple and quick setup. ",H Moon Hydro,,simple,"000 gallons a Day, Cleans 1",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,700.00,1295.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/eveloution-ro.jpg?v=1761678936,1,Hydro-Logic® Evolution RO1000™ - 1000 GPD,false,,,,lb,,,active
hygrozyme-4-l,HYGROZYME 4 L,"",H Moon Hydro,,simple,"",false,Title,Default Title,,,,,,,,hmh00446,0.0,,0,deny,manual,135.25,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0672/5730/3114/files/hygrozyme_bottles.jpg?v=1761678936,1,"",false,,,,lb,,,active
